Case ID,Activity,Resource,Complete Timestamp,Variant,Variant index,Variant,seriousness,customer,product,responsible_section,seriousness_2,service_level,service_type,support_section,workgroup
Case 3655,Closed,Value 5,2011/05/06 15:00:41.000,Variant 1,1,Variant 1,Value 1,Value 27,Value 8,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 692,Assign seriousness,Value 2,2011/04/06 07:44:20.000,Variant 1,1,Variant 1,Value 1,Value 215,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 692,Take in charge ticket,Value 2,2011/04/06 07:44:43.000,Variant 1,1,Variant 1,Value 1,Value 215,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 692,Resolve ticket,Value 2,2011/04/06 08:02:11.000,Variant 1,1,Variant 1,Value 1,Value 215,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 692,Closed,Value 5,2011/05/31 09:29:20.000,Variant 1,1,Variant 1,Value 1,Value 215,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1270,Assign seriousness,Value 8,2011/04/06 08:15:21.000,Variant 3,3,Variant 3,Value 1,Value 279,Value 3,Value 1,Value 2,Value 2,Value 3,Value 1,Value 1
Case 1270,Take in charge ticket,Value 8,2011/04/06 08:17:40.000,Variant 3,3,Variant 3,Value 1,Value 279,Value 3,Value 1,Value 2,Value 2,Value 3,Value 1,Value 1
Case 1270,Wait,Value 8,2011/04/06 08:19:11.000,Variant 3,3,Variant 3,Value 1,Value 279,Value 3,Value 1,Value 2,Value 2,Value 3,Value 1,Value 1
Case 1270,Take in charge ticket,Value 8,2011/04/06 10:06:05.000,Variant 3,3,Variant 3,Value 1,Value 279,Value 3,Value 1,Value 2,Value 2,Value 3,Value 1,Value 1
Case 1270,Resolve ticket,Value 8,2011/04/06 10:06:22.000,Variant 3,3,Variant 3,Value 1,Value 279,Value 3,Value 1,Value 2,Value 2,Value 3,Value 1,Value 1
Case 1270,Closed,Value 5,2011/05/21 10:06:50.000,Variant 3,3,Variant 3,Value 1,Value 279,Value 3,Value 1,Value 2,Value 2,Value 3,Value 1,Value 1
Case 1668,Assign seriousness,Value 8,2011/04/06 10:33:43.000,Variant 1,1,Variant 1,Value 1,Value 200,Value 3,Value 1,Value 2,Value 2,Value 3,Value 1,Value 1
Case 1668,Take in charge ticket,Value 8,2011/04/06 10:35:17.000,Variant 1,1,Variant 1,Value 1,Value 200,Value 3,Value 1,Value 2,Value 2,Value 3,Value 1,Value 1
Case 1668,Resolve ticket,Value 8,2011/04/13 13:19:28.000,Variant 1,1,Variant 1,Value 1,Value 200,Value 3,Value 1,Value 2,Value 2,Value 3,Value 1,Value 1
Case 1668,Closed,Value 5,2011/05/28 13:19:52.000,Variant 1,1,Variant 1,Value 1,Value 200,Value 3,Value 1,Value 2,Value 2,Value 3,Value 1,Value 1
Case 3051,Assign seriousness,Value 2,2011/04/06 10:59:00.000,Variant 3,3,Variant 3,Value 1,Value 107,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3051,Take in charge ticket,Value 2,2011/04/06 10:59:31.000,Variant 3,3,Variant 3,Value 1,Value 107,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3051,Wait,Value 2,2011/04/08 08:48:56.000,Variant 3,3,Variant 3,Value 1,Value 107,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3051,Take in charge ticket,Value 2,2011/04/13 08:22:19.000,Variant 3,3,Variant 3,Value 1,Value 107,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3051,Resolve ticket,Value 2,2011/04/13 08:22:28.000,Variant 3,3,Variant 3,Value 1,Value 107,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3051,Closed,Value 5,2011/05/27 10:40:25.000,Variant 3,3,Variant 3,Value 1,Value 107,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 60,Assign seriousness,Value 13,2011/04/06 15:35:49.000,Variant 3,3,Variant 3,Value 1,Value 44,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 60,Take in charge ticket,Value 13,2011/04/06 15:36:04.000,Variant 3,3,Variant 3,Value 1,Value 44,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 60,Wait,Value 13,2011/04/07 15:41:23.000,Variant 3,3,Variant 3,Value 1,Value 44,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 60,Take in charge ticket,Value 2,2011/04/13 08:49:14.000,Variant 3,3,Variant 3,Value 1,Value 44,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 60,Resolve ticket,Value 2,2011/04/13 08:49:22.000,Variant 3,3,Variant 3,Value 1,Value 44,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 60,Closed,Value 5,2011/05/28 08:50:26.000,Variant 3,3,Variant 3,Value 1,Value 44,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2332,Assign seriousness,Value 13,2011/04/06 15:38:51.000,Variant 1,1,Variant 1,Value 1,Value 22,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 2332,Take in charge ticket,Value 13,2011/04/06 15:39:03.000,Variant 1,1,Variant 1,Value 1,Value 22,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 2332,Resolve ticket,Value 13,2011/04/15 07:55:46.000,Variant 1,1,Variant 1,Value 1,Value 22,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 2332,Closed,Value 5,2011/06/04 15:40:41.000,Variant 1,1,Variant 1,Value 1,Value 22,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 2890,Assign seriousness,Value 8,2011/04/07 08:09:00.000,Variant 1,1,Variant 1,Value 1,Value 18,Value 12,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2890,Take in charge ticket,Value 8,2011/04/07 08:10:18.000,Variant 1,1,Variant 1,Value 1,Value 18,Value 12,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2890,Resolve ticket,Value 13,2011/04/21 10:25:01.000,Variant 1,1,Variant 1,Value 1,Value 18,Value 12,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2890,Closed,Value 5,2011/05/21 10:25:24.000,Variant 1,1,Variant 1,Value 1,Value 18,Value 12,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1514,Assign seriousness,Value 8,2011/04/07 08:54:07.000,Variant 1,1,Variant 1,Value 1,Value 9,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 1514,Take in charge ticket,Value 8,2011/04/07 08:54:39.000,Variant 1,1,Variant 1,Value 1,Value 9,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 1514,Resolve ticket,Value 2,2011/04/08 16:08:18.000,Variant 1,1,Variant 1,Value 1,Value 9,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 1514,Closed,Value 5,2011/05/21 09:07:05.000,Variant 1,1,Variant 1,Value 1,Value 9,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 4044,Assign seriousness,Value 8,2011/04/07 09:13:54.000,Variant 215,215,Variant 215,Value 1,Value 9,Value 7,Value 1,Value 1,Value 2,Value 1,Value 1,Value 2
Case 4044,Take in charge ticket,Value 8,2011/04/07 09:14:10.000,Variant 215,215,Variant 215,Value 1,Value 9,Value 7,Value 1,Value 1,Value 2,Value 1,Value 1,Value 2
Case 4044,Take in charge ticket,Value 8,2011/04/07 09:14:47.000,Variant 215,215,Variant 215,Value 1,Value 9,Value 7,Value 1,Value 1,Value 2,Value 1,Value 1,Value 2
Case 4044,Schedule intervention,Value 12,2011/04/18 14:12:31.000,Variant 215,215,Variant 215,Value 1,Value 9,Value 7,Value 1,Value 1,Value 2,Value 1,Value 1,Value 2
Case 4044,Resolve ticket,Value 2,2011/04/27 11:01:31.000,Variant 215,215,Variant 215,Value 1,Value 9,Value 7,Value 1,Value 1,Value 2,Value 1,Value 1,Value 2
Case 4044,Closed,Value 5,2011/05/18 16:00:22.000,Variant 215,215,Variant 215,Value 1,Value 9,Value 7,Value 1,Value 1,Value 2,Value 1,Value 1,Value 2
Case 828,Assign seriousness,Value 8,2011/04/08 08:15:32.000,Variant 9,9,Variant 9,Value 1,Value 71,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 1
Case 828,Take in charge ticket,Value 8,2011/04/08 14:50:49.000,Variant 9,9,Variant 9,Value 1,Value 71,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 1
Case 828,Resolve ticket,Value 8,2011/04/08 14:54:52.000,Variant 9,9,Variant 9,Value 1,Value 71,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 1
Case 828,Take in charge ticket,Value 2,2011/04/20 12:58:47.000,Variant 9,9,Variant 9,Value 1,Value 71,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 1
Case 828,Resolve ticket,Value 21,2011/04/26 10:24:52.000,Variant 9,9,Variant 9,Value 1,Value 71,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 1
Case 828,Closed,Value 5,2011/05/11 10:25:06.000,Variant 9,9,Variant 9,Value 1,Value 71,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 1
Case 3152,Assign seriousness,Value 8,2011/04/08 09:13:41.000,Variant 3,3,Variant 3,Value 1,Value 135,Value 3,Value 1,Value 2,Value 2,Value 3,Value 1,Value 1
Case 3152,Take in charge ticket,Value 8,2011/04/08 09:16:34.000,Variant 3,3,Variant 3,Value 1,Value 135,Value 3,Value 1,Value 2,Value 2,Value 3,Value 1,Value 1
Case 3152,Wait,Value 8,2011/04/08 09:18:30.000,Variant 3,3,Variant 3,Value 1,Value 135,Value 3,Value 1,Value 2,Value 2,Value 3,Value 1,Value 1
Case 3152,Take in charge ticket,Value 8,2011/04/21 12:57:39.000,Variant 3,3,Variant 3,Value 1,Value 135,Value 3,Value 1,Value 2,Value 2,Value 3,Value 1,Value 1
Case 3152,Resolve ticket,Value 8,2011/04/21 12:57:48.000,Variant 3,3,Variant 3,Value 1,Value 135,Value 3,Value 1,Value 2,Value 2,Value 3,Value 1,Value 1
Case 3152,Closed,Value 5,2011/06/05 12:58:19.000,Variant 3,3,Variant 3,Value 1,Value 135,Value 3,Value 1,Value 2,Value 2,Value 3,Value 1,Value 1
Case 3578,Assign seriousness,Value 8,2011/04/08 10:37:29.000,Variant 67,67,Variant 67,Value 1,Value 49,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3578,Take in charge ticket,Value 8,2011/04/08 10:38:01.000,Variant 67,67,Variant 67,Value 1,Value 49,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3578,Take in charge ticket,Value 2,2011/04/22 13:54:48.000,Variant 67,67,Variant 67,Value 1,Value 49,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3578,Wait,Value 7,2011/04/22 14:50:11.000,Variant 67,67,Variant 67,Value 1,Value 49,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3578,Wait,Value 2,2011/04/26 07:24:16.000,Variant 67,67,Variant 67,Value 1,Value 49,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3578,Take in charge ticket,Value 7,2011/04/28 14:18:57.000,Variant 67,67,Variant 67,Value 1,Value 49,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3578,Resolve ticket,Value 7,2011/04/28 14:19:10.000,Variant 67,67,Variant 67,Value 1,Value 49,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3578,Closed,Value 5,2011/05/29 08:30:43.000,Variant 67,67,Variant 67,Value 1,Value 49,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 116,Assign seriousness,Value 8,2011/04/08 13:02:03.000,Variant 1,1,Variant 1,Value 1,Value 71,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case 116,Take in charge ticket,Value 8,2011/04/08 13:02:38.000,Variant 1,1,Variant 1,Value 1,Value 71,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case 116,Resolve ticket,Value 8,2011/04/08 13:07:10.000,Variant 1,1,Variant 1,Value 1,Value 71,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case 116,Closed,Value 5,2011/05/30 13:11:18.000,Variant 1,1,Variant 1,Value 1,Value 71,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case 4380,Assign seriousness,Value 13,2011/04/11 10:09:37.000,Variant 1,1,Variant 1,Value 1,Value 97,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 4380,Take in charge ticket,Value 13,2011/04/11 10:12:44.000,Variant 1,1,Variant 1,Value 1,Value 97,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 4380,Resolve ticket,Value 15,2011/05/16 12:43:01.000,Variant 1,1,Variant 1,Value 1,Value 97,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 4380,Closed,Value 5,2011/05/31 12:43:18.000,Variant 1,1,Variant 1,Value 1,Value 97,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 226,Assign seriousness,Value 13,2011/04/11 16:01:34.000,Variant 1,1,Variant 1,Value 1,Value 31,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 226,Take in charge ticket,Value 13,2011/04/11 16:01:52.000,Variant 1,1,Variant 1,Value 1,Value 31,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 226,Resolve ticket,Value 9,2011/04/13 10:20:49.000,Variant 1,1,Variant 1,Value 1,Value 31,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 226,Closed,Value 5,2011/05/12 16:00:30.000,Variant 1,1,Variant 1,Value 1,Value 31,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1476,Assign seriousness,Value 2,2011/04/12 07:54:12.000,Variant 3,3,Variant 3,Value 1,Value 65,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1476,Take in charge ticket,Value 2,2011/04/13 09:26:02.000,Variant 3,3,Variant 3,Value 1,Value 65,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1476,Wait,Value 2,2011/04/13 09:28:28.000,Variant 3,3,Variant 3,Value 1,Value 65,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1476,Take in charge ticket,Value 2,2011/04/20 08:40:17.000,Variant 3,3,Variant 3,Value 1,Value 65,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1476,Resolve ticket,Value 2,2011/04/20 08:40:30.000,Variant 3,3,Variant 3,Value 1,Value 65,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1476,Closed,Value 5,2011/05/20 07:20:18.000,Variant 3,3,Variant 3,Value 1,Value 65,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1452,Assign seriousness,Value 2,2011/04/12 08:01:20.000,Variant 1,1,Variant 1,Value 1,Value 296,Value 3,Value 1,Value 1,Value 1,Value 1,Value 1,Value 1
Case 1452,Take in charge ticket,Value 2,2011/04/12 10:40:21.000,Variant 1,1,Variant 1,Value 1,Value 296,Value 3,Value 1,Value 1,Value 1,Value 1,Value 1,Value 1
Case 1452,Resolve ticket,Value 2,2011/04/12 10:41:04.000,Variant 1,1,Variant 1,Value 1,Value 296,Value 3,Value 1,Value 1,Value 1,Value 1,Value 1,Value 1
Case 1452,Closed,Value 5,2011/05/30 08:10:41.000,Variant 1,1,Variant 1,Value 1,Value 296,Value 3,Value 1,Value 1,Value 1,Value 1,Value 1,Value 1
Case 1943,Assign seriousness,Value 13,2011/04/12 14:46:03.000,Variant 152,152,Variant 152,Value 1,Value 145,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 1943,Take in charge ticket,Value 9,2011/04/13 08:14:27.000,Variant 152,152,Variant 152,Value 1,Value 145,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 1943,Take in charge ticket,Value 2,2011/04/18 08:28:58.000,Variant 152,152,Variant 152,Value 1,Value 145,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 1943,Wait,Value 15,2011/04/18 10:38:46.000,Variant 152,152,Variant 152,Value 1,Value 145,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 1943,Take in charge ticket,Value 2,2011/05/09 15:44:05.000,Variant 152,152,Variant 152,Value 1,Value 145,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 1943,Resolve ticket,Value 2,2011/05/09 15:44:14.000,Variant 152,152,Variant 152,Value 1,Value 145,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 1943,Take in charge ticket,Value 2,2011/05/10 10:08:54.000,Variant 152,152,Variant 152,Value 1,Value 145,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 1943,Wait,Value 2,2011/05/10 10:09:02.000,Variant 152,152,Variant 152,Value 1,Value 145,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 1943,Take in charge ticket,Value 15,2011/05/26 09:27:11.000,Variant 152,152,Variant 152,Value 1,Value 145,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 1943,Resolve ticket,Value 15,2011/05/26 09:27:22.000,Variant 152,152,Variant 152,Value 1,Value 145,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 1943,Closed,Value 5,2011/06/10 09:28:22.000,Variant 152,152,Variant 152,Value 1,Value 145,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 908,Assign seriousness,Value 8,2011/04/13 07:25:37.000,Variant 1,1,Variant 1,Value 1,Value 71,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case 908,Take in charge ticket,Value 8,2011/04/13 07:26:34.000,Variant 1,1,Variant 1,Value 1,Value 71,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 908,Resolve ticket,Value 8,2011/04/20 07:56:07.000,Variant 1,1,Variant 1,Value 1,Value 71,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 908,Closed,Value 5,2011/05/21 07:31:00.000,Variant 1,1,Variant 1,Value 1,Value 71,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 3278,Assign seriousness,Value 8,2011/04/13 07:33:52.000,Variant 3,3,Variant 3,Value 1,Value 204,Value 4,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
Case 3278,Take in charge ticket,Value 8,2011/04/13 07:34:13.000,Variant 3,3,Variant 3,Value 1,Value 204,Value 4,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
Case 3278,Wait,Value 13,2011/04/13 09:09:24.000,Variant 3,3,Variant 3,Value 1,Value 204,Value 4,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
Case 3278,Take in charge ticket,Value 13,2011/04/15 15:44:09.000,Variant 3,3,Variant 3,Value 1,Value 204,Value 4,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
Case 3278,Resolve ticket,Value 13,2011/04/15 15:44:19.000,Variant 3,3,Variant 3,Value 1,Value 204,Value 4,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
Case 3278,Closed,Value 5,2011/06/04 14:21:16.000,Variant 3,3,Variant 3,Value 1,Value 204,Value 4,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
Case 1016,Assign seriousness,Value 8,2011/04/13 07:43:01.000,Variant 1,1,Variant 1,Value 1,Value 8,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case 1016,Take in charge ticket,Value 8,2011/04/13 07:45:30.000,Variant 1,1,Variant 1,Value 1,Value 8,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case 1016,Resolve ticket,Value 16,2011/04/13 14:57:33.000,Variant 1,1,Variant 1,Value 1,Value 8,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case 1016,Closed,Value 5,2011/06/11 07:50:56.000,Variant 1,1,Variant 1,Value 1,Value 8,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case 3402,Assign seriousness,Value 8,2011/04/13 07:59:07.000,Variant 1,1,Variant 1,Value 1,Value 83,Value 2,Value 1,Value 1,Value 1,Value 1,Value 1,Value 1
Case 3402,Take in charge ticket,Value 9,2011/04/13 08:14:00.000,Variant 1,1,Variant 1,Value 1,Value 83,Value 2,Value 1,Value 1,Value 1,Value 1,Value 1,Value 1
Case 3402,Resolve ticket,Value 9,2011/04/14 10:39:37.000,Variant 1,1,Variant 1,Value 1,Value 83,Value 2,Value 1,Value 1,Value 1,Value 1,Value 1,Value 1
Case 3402,Closed,Value 5,2011/05/18 08:00:34.000,Variant 1,1,Variant 1,Value 1,Value 83,Value 2,Value 1,Value 1,Value 1,Value 1,Value 1,Value 1
Case 4349,Assign seriousness,Value 8,2011/04/13 09:04:48.000,Variant 1,1,Variant 1,Value 1,Value 149,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 4349,Take in charge ticket,Value 8,2011/04/13 09:05:12.000,Variant 1,1,Variant 1,Value 1,Value 149,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 4349,Resolve ticket,Value 8,2011/04/13 09:05:17.000,Variant 1,1,Variant 1,Value 1,Value 149,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 4349,Closed,Value 5,2011/05/27 09:10:36.000,Variant 1,1,Variant 1,Value 1,Value 149,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 475,Assign seriousness,Value 8,2011/04/13 14:43:16.000,Variant 1,1,Variant 1,Value 1,Value 18,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 475,Take in charge ticket,Value 8,2011/04/13 14:44:19.000,Variant 1,1,Variant 1,Value 1,Value 18,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 475,Resolve ticket,Value 2,2011/04/14 13:56:33.000,Variant 1,1,Variant 1,Value 1,Value 18,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 475,Closed,Value 5,2011/06/11 14:52:37.000,Variant 1,1,Variant 1,Value 1,Value 18,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 1612,Assign seriousness,Value 2,2011/04/13 15:00:18.000,Variant 1,1,Variant 1,Value 1,Value 107,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 1612,Take in charge ticket,Value 2,2011/04/13 15:00:37.000,Variant 1,1,Variant 1,Value 1,Value 107,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 1612,Resolve ticket,Value 2,2011/04/14 15:31:17.000,Variant 1,1,Variant 1,Value 1,Value 107,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 1612,Closed,Value 5,2011/05/27 15:10:42.000,Variant 1,1,Variant 1,Value 1,Value 107,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 1345,Assign seriousness,Value 8,2011/04/13 15:24:54.000,Variant 130,130,Variant 130,Value 1,Value 48,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 1345,Take in charge ticket,Value 8,2011/04/13 15:25:35.000,Variant 130,130,Variant 130,Value 1,Value 48,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 1345,Wait,Value 2,2011/04/20 12:56:05.000,Variant 130,130,Variant 130,Value 1,Value 48,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 1345,Take in charge ticket,Value 2,2011/05/03 07:21:42.000,Variant 130,130,Variant 130,Value 1,Value 48,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 1345,Create SW anomaly,Value 2,2011/05/03 07:25:49.000,Variant 130,130,Variant 130,Value 1,Value 48,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 1345,Resolve ticket,Value 2,2011/05/18 08:37:33.000,Variant 130,130,Variant 130,Value 1,Value 48,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 1345,RESOLVED,Value 2,2011/05/18 10:45:13.000,Variant 130,130,Variant 130,Value 1,Value 285,Value 1,Value 1,Value 3,Value 4,Value 4,Value 1,Value 3
Case 1345,INVALID,Value 2,2011/05/18 10:45:13.000,Variant 130,130,Variant 130,Value 1,Value 285,Value 1,Value 1,Value 3,Value 4,Value 4,Value 1,Value 3
Case 1345,Closed,Value 5,2011/06/02 08:37:59.000,Variant 130,130,Variant 130,Value 1,Value 48,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 1345,VERIFIED,Value 22,2011/06/08 17:05:32.000,Variant 130,130,Variant 130,Value 1,Value 285,Value 1,Value 1,Value 3,Value 4,Value 4,Value 1,Value 3
Case 4109,Assign seriousness,Value 8,2011/04/13 16:00:26.000,Variant 1,1,Variant 1,Value 1,Value 391,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 4109,Take in charge ticket,Value 8,2011/04/13 16:00:51.000,Variant 1,1,Variant 1,Value 1,Value 391,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 4109,Resolve ticket,Value 15,2011/04/14 15:45:49.000,Variant 1,1,Variant 1,Value 1,Value 391,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 4109,Closed,Value 5,2011/05/21 16:00:39.000,Variant 1,1,Variant 1,Value 1,Value 391,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 1160,Assign seriousness,Value 13,2011/04/14 07:32:36.000,Variant 1,1,Variant 1,Value 1,Value 92,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 4
Case 1160,Take in charge ticket,Value 8,2011/04/14 07:58:44.000,Variant 1,1,Variant 1,Value 1,Value 92,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 4
Case 1160,Resolve ticket,Value 17,2011/04/14 15:03:02.000,Variant 1,1,Variant 1,Value 1,Value 92,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 4
Case 1160,Closed,Value 5,2011/05/28 07:40:40.000,Variant 1,1,Variant 1,Value 1,Value 92,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 4
Case 4021,Assign seriousness,Value 8,2011/04/14 08:09:20.000,Variant 1,1,Variant 1,Value 1,Value 66,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 4021,Take in charge ticket,Value 9,2011/04/14 08:31:09.000,Variant 1,1,Variant 1,Value 1,Value 66,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 4021,Resolve ticket,Value 9,2011/04/14 08:31:46.000,Variant 1,1,Variant 1,Value 1,Value 66,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 4021,Closed,Value 5,2011/06/12 08:11:04.000,Variant 1,1,Variant 1,Value 1,Value 66,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 314,Assign seriousness,Value 13,2011/04/14 08:29:40.000,Variant 1,1,Variant 1,Value 1,Value 22,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
