"'AlternateSuccession(Assign seriousness, Wait)'","'CoExistence(Closed, Wait)'","'CoExistence(Resolve ticket, Wait)'","'ChainSuccession(Take in charge ticket, Wait)'",'Participation(Wait)',"'CoExistence(Wait, Assign seriousness)'","'AlternateSuccession(Wait, Closed)'","'ChainSuccession(Wait, Resolve ticket)'","'CoExistence(Wait, Take in charge ticket)'"
5.263157895,6.829268293,6.825396825,5.600000000,4.000000000,6.710526316,6.504065041,0.317460317,8.400000000
5.727272727,7.451612903,7.440944882,6.119205298,4.410000000,7.363636364,7.112903226,0.330708661,9.178807947
5.727272727,7.451612903,7.440944882,6.119205298,4.410000000,7.363636364,7.112903226,0.330708661,9.178807947
5.727272727,7.512195122,7.440944882,6.119205298,4.410000000,7.363636364,7.170731707,0.330708661,9.178807947
6.205128205,8.161290323,8.078125000,6.614379085,4.840000000,8.038461538,7.806451613,0.343750000,9.921568627
6.696202532,8.832000000,8.804687500,7.215686275,5.290000000,8.734177215,8.464000000,0.359375000,10.823529412
6.738853503,8.832000000,8.804687500,7.215686275,5.290000000,8.789808917,8.464000000,0.359375000,10.823529412
7.245283019,9.523809524,9.562500000,7.792207792,5.760000000,9.509433962,9.142857143,0.375000000,11.688311688
6.696202532,8.832000000,8.874015748,7.263157895,5.290000000,8.879746835,8.464000000,0.362204724,10.894736842
6.165605096,8.161290323,8.206349206,6.746666667,4.840000000,8.267515924,7.806451613,0.349206349,10.120000000
6.165605096,8.161290323,8.206349206,6.746666667,4.840000000,8.267515924,7.806451613,0.349206349,10.120000000
6.165605096,8.161290323,8.141732283,6.701986755,4.840000000,8.267515924,7.806451613,0.346456693,10.052980132
6.165605096,8.161290323,8.141732283,6.701986755,4.840000000,8.267515924,7.806451613,0.346456693,10.052980132
6.738853503,8.832000000,8.804687500,7.215686275,5.290000000,8.936305732,8.464000000,0.359375000,10.823529412
6.738853503,8.832000000,8.804687500,7.215686275,5.290000000,8.936305732,8.464000000,0.359375000,10.823529412
6.738853503,8.832000000,8.804687500,7.215686275,5.290000000,8.936305732,8.464000000,0.359375000,10.823529412
6.738853503,8.832000000,8.736434109,7.168831169,5.290000000,8.936305732,8.464000000,0.356589147,10.753246753
7.291139241,9.523809524,9.415384615,7.692307692,5.760000000,9.569620253,9.142857143,0.369230769,11.538461538
6.696202532,8.832000000,8.736434109,7.168831169,5.290000000,8.879746835,8.464000000,0.356589147,10.753246753
6.245161290,8.161290323,8.078125000,6.657894737,4.840000000,8.090322581,7.806451613,0.343750000,9.986842105
6.285714286,8.161290323,8.078125000,6.657894737,4.840000000,8.142857143,7.806451613,0.343750000,9.986842105
6.326797386,8.161290323,8.078125000,6.657894737,4.840000000,8.196078431,7.806451613,0.343750000,9.986842105
6.326797386,8.161290323,8.078125000,6.657894737,4.840000000,8.196078431,7.806451613,0.343750000,9.986842105
6.285714286,8.161290323,8.078125000,6.657894737,4.840000000,8.142857143,7.806451613,0.343750000,9.986842105
5.764705882,7.512195122,7.440944882,6.160000000,4.410000000,7.549019608,7.170731707,0.330708661,9.240000000
6.285714286,8.161290323,8.078125000,6.657894737,4.840000000,8.142857143,7.806451613,0.343750000,9.986842105
6.285714286,8.161290323,8.078125000,6.657894737,4.840000000,8.142857143,7.806451613,0.343750000,9.986842105
6.782051282,8.832000000,8.736434109,7.168831169,5.290000000,8.846153846,8.464000000,0.356589147,10.753246753
7.384615385,9.523809524,9.415384615,7.692307692,5.760000000,9.538461538,9.142857143,0.369230769,11.538461538
6.825806452,8.832000000,8.669230769,7.122580645,5.290000000,8.903225806,8.464000000,0.353846154,10.683870968
6.825806452,8.832000000,8.669230769,7.122580645,5.290000000,8.903225806,8.464000000,0.353846154,10.683870968
6.825806452,8.832000000,8.669230769,7.122580645,5.290000000,8.903225806,8.464000000,0.353846154,10.683870968
6.285714286,8.161290323,8.015503876,6.614379085,4.840000000,8.285714286,7.806451613,0.341085271,9.921568627
6.245161290,8.161290323,8.015503876,6.614379085,4.840000000,8.232258065,7.806451613,0.341085271,9.921568627
6.205128205,8.161290323,8.015503876,6.614379085,4.840000000,8.179487179,7.806451613,0.341085271,9.921568627
5.727272727,7.512195122,7.382812500,6.119205298,4.410000000,7.500000000,7.170731707,0.328125000,9.178807947
5.802631579,7.401639344,7.275590551,6.160000000,4.410000000,7.322368421,7.229508197,0.330708661,9.100000000
6.326797386,8.048780488,7.906250000,6.701986755,4.840000000,7.908496732,7.869918699,0.687500000,9.761589404
6.285714286,8.048780488,7.906250000,6.701986755,4.840000000,7.857142857,7.869918699,0.687500000,9.761589404
6.782051282,8.832000000,8.669230769,7.419354839,5.290000000,8.551282051,8.464000000,0.707692308,10.683870968
6.738853503,8.832000000,8.669230769,7.419354839,5.290000000,8.496815287,8.464000000,0.707692308,10.683870968
6.738853503,8.832000000,8.669230769,7.419354839,5.290000000,8.496815287,8.464000000,0.707692308,10.683870968
6.738853503,8.832000000,8.669230769,7.419354839,5.290000000,8.496815287,8.464000000,0.707692308,10.683870968
6.245161290,8.161290323,8.015503876,6.901960784,4.840000000,7.806451613,7.806451613,0.682170543,9.921568627
6.245161290,8.161290323,8.015503876,6.901960784,4.840000000,7.806451613,7.806451613,0.682170543,9.921568627
6.245161290,8.161290323,8.015503876,6.901960784,4.840000000,7.806451613,7.806451613,0.682170543,9.921568627
6.245161290,8.161290323,8.015503876,6.901960784,4.840000000,7.806451613,7.806451613,0.682170543,9.921568627
5.727272727,7.512195122,7.382812500,6.355263158,4.410000000,7.227272727,7.170731707,0.328125000,9.256578947
5.727272727,7.512195122,7.382812500,6.355263158,4.410000000,7.227272727,7.170731707,0.328125000,9.256578947
5.727272727,7.512195122,7.382812500,6.355263158,4.410000000,7.227272727,7.170731707,0.328125000,9.256578947
6.285714286,8.161290323,8.123076923,6.812903226,4.840000000,7.857142857,7.806451613,0.338461538,10.077419355
6.285714286,8.161290323,8.123076923,6.812903226,4.840000000,7.857142857,7.806451613,0.338461538,10.077419355
6.285714286,8.161290323,8.123076923,6.812903226,4.840000000,7.857142857,7.806451613,0.338461538,10.077419355
6.285714286,8.161290323,8.123076923,6.812903226,4.840000000,7.857142857,7.806451613,0.338461538,10.077419355
5.802631579,7.512195122,7.488372093,6.313725490,4.410000000,7.184210526,7.170731707,0.325581395,9.333333333
6.326797386,8.161290323,8.123076923,6.812903226,4.840000000,7.764705882,7.806451613,0.338461538,10.077419355
5.841059603,7.512195122,7.488372093,6.313725490,4.410000000,7.092715232,7.170731707,0.325581395,9.333333333
5.841059603,7.512195122,7.488372093,6.313725490,4.410000000,7.092715232,7.170731707,0.325581395,9.333333333
5.841059603,7.512195122,7.488372093,6.313725490,4.410000000,7.092715232,7.170731707,0.325581395,9.333333333
5.841059603,7.512195122,7.488372093,6.313725490,4.410000000,7.092715232,7.170731707,0.325581395,9.333333333
5.802631579,7.512195122,7.546875000,6.313725490,4.410000000,7.046052632,7.170731707,0.328125000,9.333333333
5.802631579,7.512195122,7.546875000,6.313725490,4.410000000,7.046052632,7.170731707,0.328125000,9.333333333
5.841059603,7.512195122,7.546875000,6.313725490,4.410000000,7.092715232,7.170731707,0.328125000,9.333333333
5.841059603,7.512195122,7.546875000,6.313725490,4.410000000,7.092715232,7.170731707,0.328125000,9.333333333
6.410596026,8.161290323,8.186046512,6.812903226,4.840000000,7.721854305,7.806451613,0.341085271,10.077419355
6.496644295,8.161290323,8.186046512,6.812903226,4.840000000,7.825503356,7.806451613,0.341085271,10.077419355
6.540540541,8.161290323,8.186046512,6.812903226,4.840000000,7.878378378,7.806451613,0.341085271,10.077419355
6.540540541,8.161290323,8.186046512,6.812903226,4.840000000,7.878378378,7.806451613,0.341085271,10.077419355
7.100671141,8.832000000,8.846153846,7.324840764,5.290000000,8.489932886,8.464000000,0.353846154,10.840764331
7.100671141,8.832000000,8.846153846,7.324840764,5.290000000,8.489932886,8.464000000,0.353846154,10.840764331
7.731543624,9.523809524,9.526717557,7.849056604,5.760000000,9.181208054,9.142857143,0.366412214,11.622641509
7.783783784,9.523809524,9.526717557,7.849056604,5.760000000,9.243243243,9.142857143,0.366412214,11.622641509
7.783783784,9.523809524,9.526717557,7.849056604,5.760000000,9.243243243,9.142857143,0.366412214,11.622641509
7.836734694,9.523809524,9.526717557,7.849056604,5.760000000,9.306122449,9.142857143,0.366412214,11.622641509
8.445945946,10.236220472,10.227272727,8.490566038,6.250000000,9.966216216,9.842519685,0.378787879,12.578616352
7.836734694,9.523809524,9.526717557,7.949044586,5.760000000,9.306122449,9.142857143,0.366412214,11.770700637
7.783783784,9.523809524,9.526717557,7.949044586,5.760000000,9.243243243,9.142857143,0.366412214,11.770700637
7.783783784,9.523809524,9.526717557,7.949044586,5.760000000,9.243243243,9.142857143,0.366412214,11.770700637
7.783783784,9.523809524,9.526717557,7.949044586,5.760000000,9.243243243,9.142857143,0.366412214,11.770700637
7.783783784,9.523809524,9.526717557,7.949044586,5.760000000,9.243243243,9.142857143,0.366412214,11.770700637
8.389261745,10.236220472,10.338345865,8.437500000,6.250000000,9.899328859,9.842519685,0.375939850,12.656250000
8.389261745,10.236220472,10.338345865,8.437500000,6.250000000,9.899328859,9.842519685,0.375939850,12.656250000
8.389261745,10.236220472,10.338345865,8.385093168,6.250000000,9.899328859,9.842519685,0.375939850,12.577639752
8.389261745,10.236220472,10.261194030,8.282208589,6.250000000,9.899328859,9.842519685,0.373134328,12.423312883
7.836734694,9.408000000,9.454545455,7.547169811,5.760000000,9.142857143,9.216000000,0.363636364,11.471698113
7.836734694,9.408000000,9.454545455,7.547169811,5.760000000,9.142857143,9.216000000,0.363636364,11.471698113
7.836734694,9.408000000,9.383458647,7.547169811,5.760000000,9.142857143,9.216000000,0.360902256,11.471698113
7.246575342,8.717741935,8.712121212,7.031847134,5.290000000,8.506849315,8.532258065,0.348484848,10.694267516
7.296551724,8.717741935,8.712121212,7.031847134,5.290000000,8.565517241,8.532258065,0.348484848,10.694267516
7.296551724,8.717741935,8.712121212,7.031847134,5.290000000,8.565517241,8.532258065,0.348484848,10.694267516
6.675862069,8.048780488,8.061068702,6.529032258,4.840000000,7.889655172,7.869918699,0.335877863,9.935483871
6.167832168,7.401639344,7.430769231,6.039215686,4.410000000,7.195804196,7.229508197,0.323076923,9.196078431
6.167832168,7.401639344,7.430769231,6.039215686,4.410000000,7.195804196,7.229508197,0.323076923,9.196078431
6.167832168,7.401639344,7.325581395,6.078947368,4.410000000,7.195804196,7.229508197,0.325581395,9.118421053
6.769230769,8.048780488,8.166666667,6.529032258,4.840000000,7.846153846,7.869918699,0.333333333,9.935483871
6.769230769,8.048780488,8.166666667,6.529032258,4.840000000,7.846153846,7.869918699,0.333333333,9.935483871
6.816901408,8.048780488,8.166666667,6.529032258,4.840000000,7.901408451,7.869918699,0.333333333,9.935483871
6.865248227,8.048780488,8.166666667,6.571428571,4.840000000,7.957446809,7.869918699,0.333333333,10.000000000
6.816901408,8.048780488,8.166666667,6.571428571,4.840000000,7.901408451,7.869918699,0.333333333,10.000000000
6.865248227,8.048780488,8.166666667,6.571428571,4.840000000,7.957446809,7.869918699,0.333333333,10.000000000
6.865248227,8.048780488,8.166666667,6.571428571,4.840000000,7.957446809,7.869918699,0.333333333,10.000000000
6.345323741,7.401639344,7.534351145,6.078947368,4.410000000,7.251798561,7.229508197,0.320610687,9.256578947
6.345323741,7.401639344,7.534351145,6.078947368,4.410000000,7.251798561,7.229508197,0.320610687,9.256578947
6.914285714,8.048780488,8.166666667,6.571428571,4.840000000,7.857142857,7.869918699,0.333333333,10.000000000
6.345323741,7.401639344,7.534351145,6.078947368,4.410000000,7.100719424,7.229508197,0.320610687,9.256578947
5.839416058,6.776859504,6.923076923,5.600000000,4.000000000,6.423357664,6.611570248,0.307692308,8.533333333
6.345323741,7.512195122,7.636363636,6.272727273,4.410000000,7.100719424,7.170731707,0.318181818,9.409090909
6.345323741,7.620967742,7.736842105,6.272727273,4.410000000,7.100719424,7.112903226,0.631578947,9.409090909
6.865248227,8.272000000,8.373134328,6.769230769,4.840000000,7.801418440,7.744000000,0.656716418,10.153846154
6.865248227,8.272000000,8.373134328,6.769230769,4.840000000,7.801418440,7.744000000,0.656716418,10.153846154
6.865248227,8.272000000,8.373134328,6.769230769,4.840000000,7.801418440,7.744000000,0.656716418,10.153846154
6.865248227,8.272000000,8.436090226,6.812903226,4.840000000,7.801418440,7.744000000,0.661654135,10.219354839
6.865248227,8.272000000,8.436090226,6.812903226,4.840000000,7.801418440,7.744000000,0.661654135,10.219354839
6.300000000,7.620967742,7.795454545,6.313725490,4.410000000,7.200000000,7.112903226,0.636363636,9.470588235
6.300000000,7.620967742,7.795454545,6.313725490,4.410000000,7.200000000,7.112903226,0.636363636,9.470588235
6.300000000,7.620967742,7.795454545,6.313725490,4.410000000,7.200000000,7.112903226,0.636363636,9.470588235
6.300000000,7.620967742,7.854961832,6.313725490,4.410000000,7.200000000,7.112903226,0.641221374,9.470588235
5.755395683,6.991869919,7.230769231,5.827814570,4.000000000,6.618705036,6.504065041,0.615384615,8.741721854
5.797101449,6.991869919,7.230769231,5.827814570,4.000000000,6.666666667,6.504065041,0.615384615,8.741721854
5.797101449,6.991869919,7.230769231,5.827814570,4.000000000,6.666666667,6.504065041,0.615384615,8.741721854
5.797101449,6.991869919,7.230769231,5.827814570,4.000000000,6.666666667,6.504065041,0.615384615,8.741721854
5.797101449,6.991869919,7.230769231,5.827814570,4.000000000,6.666666667,6.504065041,0.615384615,8.741721854
5.797101449,6.991869919,7.230769231,5.827814570,4.000000000,6.666666667,6.504065041,0.615384615,8.741721854
6.391304348,7.620967742,7.854961832,6.313725490,4.410000000,7.304347826,7.112903226,0.641221374,9.470588235
6.914285714,8.380952381,8.601503759,7.006369427,4.840000000,8.014285714,7.682539683,0.661654135,10.369426752
6.345323741,7.728000000,7.954545455,6.503225806,4.410000000,7.402877698,7.056000000,0.636363636,9.619354839
6.914285714,8.380952381,8.701492537,6.962025316,4.840000000,8.014285714,7.682539683,0.656716418,10.443037975
6.345323741,7.728000000,8.052631579,6.461538462,4.410000000,7.251798561,7.056000000,0.631578947,9.692307692
5.797101449,7.096774194,7.424242424,5.974025974,4.000000000,6.666666667,6.451612903,0.606060606,8.961038961
6.345323741,7.728000000,8.113636364,6.503225806,4.410000000,7.251798561,7.056000000,0.636363636,9.754838710
6.345323741,7.728000000,8.113636364,6.503225806,4.410000000,7.251798561,7.056000000,0.636363636,9.754838710
6.345323741,7.728000000,8.113636364,6.503225806,4.410000000,7.251798561,7.056000000,0.636363636,9.754838710
6.345323741,7.728000000,8.113636364,6.503225806,4.410000000,7.251798561,7.056000000,0.636363636,9.754838710
6.391304348,7.728000000,8.052631579,6.461538462,4.410000000,7.304347826,7.056000000,0.631578947,9.692307692
6.964028777,8.488188976,8.800000000,7.150000000,4.840000000,8.071942446,7.622047244,0.651851852,10.587500000
7.557142857,9.164062500,9.470588235,7.666666667,5.290000000,8.707142857,8.265625000,0.676470588,11.358024691
6.964028777,8.488188976,8.735294118,7.105590062,4.840000000,8.071942446,7.622047244,0.647058824,10.521739130
6.391304348,7.833333333,8.088888889,6.562500000,4.410000000,7.456521739,7.000000000,0.311111111,9.843750000
6.964028777,8.593750000,8.832116788,7.018404908,4.840000000,8.230215827,7.562500000,0.321167883,10.662576687
6.437956204,7.833333333,8.088888889,6.339622642,4.410000000,7.510948905,7.000000000,0.311111111,9.773584906
6.485294118,7.833333333,8.088888889,6.339622642,4.410000000,7.566176471,7.000000000,0.311111111,9.773584906
6.485294118,7.833333333,8.088888889,6.339622642,4.410000000,7.566176471,7.000000000,0.311111111,9.773584906
6.485294118,7.833333333,8.088888889,6.339622642,4.410000000,7.566176471,7.000000000,0.311111111,9.773584906
6.485294118,7.833333333,8.088888889,6.339622642,4.410000000,7.566176471,7.000000000,0.311111111,9.773584906
6.485294118,7.833333333,8.088888889,6.339622642,4.410000000,7.566176471,7.000000000,0.311111111,9.773584906
7.065693431,8.488188976,8.735294118,6.832298137,4.840000000,8.189781022,7.622047244,0.323529412,10.521739130
7.065693431,8.488188976,8.735294118,6.832298137,4.840000000,8.189781022,7.622047244,0.323529412,10.521739130
7.065693431,8.488188976,8.735294118,6.832298137,4.840000000,8.189781022,7.622047244,0.323529412,10.521739130
7.065693431,8.488188976,8.735294118,6.832298137,4.840000000,8.189781022,7.622047244,0.323529412,10.521739130
7.065693431,8.488188976,8.735294118,6.832298137,4.840000000,8.189781022,7.622047244,0.323529412,10.521739130
6.485294118,7.833333333,7.992537313,6.379746835,4.410000000,7.566176471,7.000000000,0.313432836,9.702531646
7.014492754,8.593750000,8.735294118,6.832298137,4.840000000,8.289855072,7.562500000,0.323529412,10.521739130
7.065693431,8.593750000,8.735294118,6.832298137,4.840000000,8.350364964,7.562500000,0.323529412,10.521739130
7.065693431,8.593750000,8.735294118,6.832298137,4.840000000,8.350364964,7.562500000,0.323529412,10.521739130
7.666666667,9.271317829,9.597122302,7.248484848,5.290000000,9.000000000,8.201550388,0.330935252,11.430303030
7.065693431,8.593750000,8.927536232,6.748466258,4.840000000,8.350364964,7.562500000,0.318840580,10.662576687
7.065693431,8.593750000,8.927536232,6.748466258,4.840000000,8.350364964,7.562500000,0.318840580,10.662576687
7.117647059,8.593750000,8.927536232,6.748466258,4.840000000,8.411764706,7.562500000,0.318840580,10.662576687
7.666666667,9.376923077,9.692857143,7.437125749,5.290000000,9.166666667,8.138461538,0.328571429,11.568862275
7.611510791,9.376923077,9.692857143,7.437125749,5.290000000,9.100719424,8.138461538,0.328571429,11.568862275
7.666666667,9.376923077,9.692857143,7.437125749,5.290000000,9.166666667,8.138461538,0.328571429,11.568862275
7.611510791,9.376923077,9.692857143,7.437125749,5.290000000,9.100719424,8.138461538,0.328571429,11.568862275
7.611510791,9.376923077,9.692857143,7.437125749,5.290000000,9.100719424,8.138461538,0.328571429,11.568862275
7.611510791,9.376923077,9.692857143,7.437125749,5.290000000,9.100719424,8.138461538,0.328571429,11.568862275
7.014492754,8.697674419,9.021582734,6.933333333,4.840000000,8.449275362,7.503875969,0.316546763,10.800000000
7.014492754,8.697674419,9.021582734,6.933333333,4.840000000,8.449275362,7.503875969,0.316546763,10.800000000
7.014492754,8.697674419,9.021582734,6.933333333,4.840000000,8.449275362,7.503875969,0.316546763,10.800000000
7.557142857,9.376923077,9.692857143,7.437125749,5.290000000,9.200000000,8.138461538,0.328571429,11.568862275
6.964028777,8.697674419,9.021582734,6.933333333,4.840000000,8.546762590,7.503875969,0.316546763,10.800000000
6.964028777,8.800000000,9.114285714,6.891566265,4.840000000,8.546762590,7.446153846,0.314285714,10.867469880
6.964028777,8.800000000,9.114285714,6.891566265,4.840000000,8.546762590,7.446153846,0.314285714,10.867469880
6.964028777,8.800000000,9.114285714,6.891566265,4.840000000,8.546762590,7.446153846,0.314285714,10.867469880
6.964028777,8.800000000,9.114285714,6.850299401,4.840000000,8.546762590,7.446153846,0.314285714,10.802395210
6.964028777,8.800000000,9.114285714,6.850299401,4.840000000,8.546762590,7.446153846,0.314285714,10.802395210
6.964028777,8.800000000,9.114285714,6.850299401,4.840000000,8.546762590,7.446153846,0.314285714,10.802395210
7.557142857,9.480916031,9.787234043,7.349112426,5.290000000,9.200000000,8.076335878,0.326241135,11.568047337
7.611510791,9.480916031,9.787234043,7.349112426,5.290000000,9.266187050,8.076335878,0.326241135,11.568047337
7.611510791,9.480916031,9.787234043,7.349112426,5.290000000,9.266187050,8.076335878,0.326241135,11.568047337
7.611510791,9.480916031,9.787234043,7.349112426,5.290000000,9.266187050,8.076335878,0.326241135,11.568047337
7.611510791,9.480916031,9.787234043,7.349112426,5.290000000,9.266187050,8.076335878,0.326241135,11.568047337
7.611510791,9.480916031,9.692857143,7.392857143,5.290000000,9.266187050,8.076335878,0.328571429,11.500000000
7.611510791,9.480916031,9.624113475,7.349112426,5.290000000,9.266187050,8.076335878,0.326241135,11.431952663
7.611510791,9.480916031,9.624113475,7.392857143,5.290000000,9.266187050,8.076335878,0.326241135,11.500000000
7.611510791,9.480916031,9.692857143,7.481927711,5.290000000,9.266187050,8.076335878,0.328571429,11.638554217
7.557142857,9.480916031,9.692857143,7.481927711,5.290000000,9.200000000,8.076335878,0.328571429,11.638554217
8.170212766,10.181818182,10.382978723,8.000000000,5.760000000,9.872340426,8.727272727,0.340425532,12.428571429
8.170212766,10.181818182,10.457142857,8.000000000,5.760000000,9.872340426,8.727272727,0.342857143,12.428571429
8.170212766,10.181818182,10.382978723,7.952662722,5.760000000,9.872340426,8.727272727,0.340425532,12.355029586
8.170212766,10.181818182,10.382978723,7.952662722,5.760000000,9.872340426,8.727272727,0.340425532,12.355029586
8.802816901,10.902255639,11.091549296,8.479532164,6.250000000,10.563380282,9.398496241,0.352112676,13.157894737
8.865248227,10.902255639,11.091549296,8.479532164,6.250000000,10.638297872,9.398496241,0.352112676,13.157894737
8.865248227,10.902255639,11.091549296,8.479532164,6.250000000,10.638297872,9.398496241,0.352112676,13.157894737
8.865248227,10.902255639,11.091549296,8.479532164,6.250000000,10.638297872,9.398496241,0.352112676,13.157894737
8.865248227,10.902255639,11.091549296,8.479532164,6.250000000,10.638297872,9.398496241,0.352112676,13.157894737
8.865248227,10.902255639,10.892857143,8.479532164,6.250000000,10.638297872,9.398496241,0.357142857,13.157894737
9.454545455,11.748148148,11.718309859,8.965517241,6.760000000,11.454545455,10.014814815,0.366197183,14.045977011
9.986301370,12.613138686,12.562500000,9.707865169,7.290000000,12.390410959,10.642335766,0.375000000,15.016853933
9.986301370,12.613138686,12.475862069,9.653631285,7.290000000,12.390410959,10.642335766,0.372413793,14.932960894
10.055172414,12.613138686,12.475862069,9.653631285,7.290000000,12.475862069,10.642335766,0.372413793,14.932960894
10.055172414,12.613138686,12.475862069,9.653631285,7.290000000,12.475862069,10.642335766,0.372413793,14.932960894
10.739726027,13.391304348,13.232876712,10.153846154,7.840000000,13.232876712,11.362318841,0.383561644,15.846153846
11.364864865,14.292857143,14.108108108,10.913978495,8.410000000,14.108108108,12.014285714,0.391891892,16.838709677
12.080536913,15.106382979,14.899328859,11.489361702,9.000000000,14.899328859,12.765957447,0.402684564,17.712765957
11.364864865,14.292857143,14.108108108,10.913978495,8.410000000,14.108108108,12.014285714,0.391891892,16.838709677
12.162162162,15.106382979,15.000000000,11.428571429,9.000000000,15.000000000,12.765957447,0.400000000,17.777777778
12.162162162,15.106382979,14.900662252,11.428571429,9.000000000,15.000000000,12.765957447,0.397350993,17.777777778
11.520547945,14.187050360,13.920000000,10.602150538,8.410000000,14.102739726,12.100719424,0.386666667,16.682795699
10.888888889,13.284671533,13.054054054,10.043478261,7.840000000,13.222222222,11.445255474,0.000000000,15.826086957
10.267605634,12.507352941,12.306122449,9.494505495,7.290000000,12.359154930,10.720588235,0.000000000,14.983516484
10.888888889,13.391304348,13.154362416,9.989189189,7.840000000,13.222222222,11.362318841,0.000000000,15.891891892
10.888888889,13.391304348,13.154362416,9.989189189,7.840000000,13.222222222,11.362318841,0.000000000,15.891891892
10.888888889,13.391304348,13.154362416,9.989189189,7.840000000,13.222222222,11.362318841,0.000000000,15.891891892
10.888888889,13.391304348,13.154362416,9.989189189,7.840000000,13.222222222,11.362318841,0.000000000,15.891891892
10.888888889,13.391304348,13.154362416,9.989189189,7.840000000,13.222222222,11.362318841,0.000000000,15.891891892
10.888888889,13.391304348,13.154362416,9.989189189,7.840000000,13.222222222,11.362318841,0.000000000,15.891891892
10.888888889,13.391304348,13.154362416,9.989189189,7.840000000,13.222222222,11.362318841,0.000000000,15.891891892
11.600000000,14.187050360,14.019867550,10.545454545,8.410000000,14.000000000,12.100719424,0.000000000,16.903743316
11.600000000,14.187050360,14.019867550,10.545454545,8.410000000,14.000000000,12.100719424,0.000000000,16.903743316
12.328767123,15.000000000,14.802631579,11.111111111,9.000000000,14.794520548,12.857142857,0.000000000,17.777777778
12.328767123,15.000000000,14.802631579,11.111111111,9.000000000,14.794520548,12.857142857,0.000000000,17.777777778
12.328767123,15.000000000,14.802631579,11.111111111,9.000000000,14.794520548,12.857142857,0.000000000,17.777777778
13.074829932,15.829787234,15.601307190,11.685863874,9.610000000,15.605442177,13.631205674,0.000000000,18.664921466
13.074829932,15.829787234,15.601307190,11.685863874,9.610000000,15.605442177,13.631205674,0.000000000,18.664921466
12.986486486,15.936619718,15.701298701,11.685863874,9.610000000,15.709459459,13.535211268,0.402597403,18.664921466
12.328767123,15.000000000,14.802631579,10.909090909,9.000000000,14.794520548,12.857142857,0.394736842,17.647058824
12.328767123,15.000000000,14.802631579,10.909090909,9.000000000,14.794520548,12.857142857,0.394736842,17.647058824
11.600000000,14.187050360,13.920000000,10.402173913,8.410000000,14.000000000,12.100719424,0.386666667,16.706521739
12.413793103,15.000000000,14.701986755,10.967741935,9.000000000,14.896551724,12.857142857,0.397350993,17.580645161
12.413793103,15.000000000,14.701986755,10.851063830,9.000000000,14.896551724,12.857142857,0.397350993,17.393617021
12.413793103,15.000000000,14.701986755,10.851063830,9.000000000,14.896551724,12.857142857,0.397350993,17.393617021
12.413793103,15.000000000,14.701986755,10.851063830,9.000000000,14.896551724,12.857142857,0.397350993,17.393617021
13.164383562,15.829787234,15.601307190,11.361256545,9.610000000,15.712328767,13.631205674,0.405228758,18.340314136
13.164383562,15.829787234,15.601307190,11.361256545,9.610000000,15.712328767,13.631205674,0.405228758,18.340314136
13.931972789,16.676056338,16.522875817,12.000000000,10.240000000,16.544217687,14.422535211,0.418300654,19.333333333
13.931972789,16.567375887,16.421052632,11.789473684,10.240000000,16.544217687,14.524822695,0.421052632,19.200000000
13.931972789,16.567375887,16.421052632,11.789473684,10.240000000,16.544217687,14.524822695,0.421052632,19.200000000
13.931972789,16.567375887,16.529801325,11.851851852,10.240000000,16.544217687,14.524822695,0.423841060,19.301587302
14.716216216,17.429577465,17.368421053,12.439790576,10.890000000,17.391891892,15.338028169,0.434210526,20.214659686
14.816326531,17.319148936,17.368421053,12.439790576,10.890000000,17.285714286,15.446808511,0.434210526,20.214659686
14.816326531,17.319148936,17.368421053,12.439790576,10.890000000,17.285714286,15.446808511,0.434210526,20.214659686
15.621621622,18.197183099,18.222222222,12.902564103,11.560000000,18.148648649,16.281690141,0.444444444,21.271794872
16.442953020,19.090909091,19.090909091,13.502538071,12.250000000,19.026845638,17.132867133,0.454545455,22.208121827
17.280000000,20.000000000,19.974193548,14.110552764,12.960000000,19.920000000,18.000000000,0.464516129,23.155778894
17.280000000,20.000000000,19.974193548,14.110552764,12.960000000,19.920000000,18.000000000,0.464516129,23.155778894
17.895424837,20.924137931,20.871794872,14.726368159,13.690000000,21.039215686,18.882758621,0.474358974,24.114427861
17.779220779,21.034246575,20.974522293,14.945812808,13.690000000,21.142857143,18.753424658,0.471337580,24.241379310
17.664516129,21.034246575,20.974522293,14.945812808,13.690000000,21.006451613,18.753424658,0.471337580,24.241379310
17.664516129,21.034246575,20.974522293,14.945812808,13.690000000,21.006451613,18.753424658,0.471337580,24.241379310
18.512820513,21.972789116,21.886075949,15.570731707,14.440000000,21.923076923,19.646258503,0.481012658,25.209756098
18.512820513,21.972789116,21.886075949,15.570731707,14.440000000,21.923076923,19.646258503,0.481012658,25.209756098
19.132075472,23.140000000,23.012422360,16.635071090,15.210000000,23.056603774,20.280000000,0.484472050,26.431279621
19.132075472,23.140000000,23.012422360,16.714285714,15.210000000,23.056603774,20.280000000,0.968944099,26.371428571
19.012500000,23.140000000,23.012422360,16.635071090,15.210000000,22.912500000,20.280000000,0.968944099,26.246445498
19.012500000,23.140000000,23.012422360,16.635071090,15.210000000,22.912500000,20.280000000,0.968944099,26.246445498
18.777777778,23.348684211,23.111111111,16.845070423,15.210000000,23.111111111,20.013157895,0.962962963,26.366197183
