"'NotChainSuccession(Assign seriousness, Take in charge ticket)'","'NotCoExistence(Assign seriousness, Wait)'","'NotCoExistence(Closed, Wait)'","'NotCoExistence(Resolve ticket, Wait)'","'NotCoExistence(Take in charge ticket, Wait)'","'NotCoExistence(Wait, Assign seriousness)'","'NotCoExistence(Wait, Closed)'","'NotCoExistence(Wait, Resolve ticket)'","'ChainResponse(Wait, Take in charge ticket)'","'NotCoExistence(Wait, Take in charge ticket)'"
17.012448133,13.285714286,13.141666667,12.914062500,11.168918919,13.285714286,13.141666667,12.914062500,19.000000000,11.168918919
17.012448133,13.285714286,13.141666667,12.914062500,11.168918919,13.285714286,13.141666667,12.914062500,19.000000000,11.168918919
17.012448133,13.285714286,13.141666667,12.914062500,11.168918919,13.285714286,13.141666667,12.914062500,19.000000000,11.168918919
17.012448133,13.285714286,13.141666667,12.914062500,11.168918919,13.285714286,13.141666667,12.914062500,19.000000000,11.168918919
16.666666667,13.242424242,13.141666667,12.914062500,11.168918919,13.242424242,13.141666667,12.914062500,19.000000000,11.168918919
16.666666667,13.242424242,13.190082645,12.914062500,11.168918919,13.242424242,13.190082645,12.914062500,19.000000000,11.168918919
16.666666667,13.242424242,13.190082645,12.914062500,11.168918919,13.242424242,13.190082645,12.914062500,19.000000000,11.168918919
16.317991632,13.198473282,13.190082645,12.961240310,11.168918919,13.198473282,13.190082645,12.961240310,19.000000000,11.168918919
16.317991632,13.198473282,13.190082645,12.961240310,11.168918919,13.198473282,13.190082645,12.961240310,19.000000000,11.168918919
16.317991632,13.198473282,13.190082645,12.961240310,11.168918919,13.198473282,13.190082645,12.961240310,19.000000000,11.168918919
15.966386555,12.738461538,12.750000000,12.515625000,10.849315068,12.738461538,12.750000000,12.515625000,18.000000000,10.849315068
15.966386555,12.738461538,12.750000000,12.515625000,10.849315068,12.738461538,12.750000000,12.515625000,18.000000000,10.849315068
15.611814346,12.255813953,12.285714286,12.047244094,10.506944444,12.255813953,12.285714286,12.047244094,17.000000000,10.506944444
15.611814346,12.255813953,12.285714286,12.085937500,10.506944444,12.255813953,12.285714286,12.085937500,17.000000000,10.506944444
15.611814346,12.255813953,12.285714286,12.085937500,10.506944444,12.255813953,12.285714286,12.085937500,17.000000000,10.506944444
15.611814346,11.782945736,11.796610169,11.590551181,10.140845070,11.782945736,11.796610169,11.590551181,16.000000000,10.140845070
15.611814346,12.255813953,12.285714286,12.085937500,10.506944444,12.255813953,12.285714286,12.085937500,17.000000000,10.506944444
15.611814346,12.255813953,12.285714286,12.085937500,10.506944444,12.255813953,12.285714286,12.085937500,17.000000000,10.506944444
15.254237288,11.750000000,11.796610169,11.590551181,10.140845070,11.750000000,11.796610169,11.590551181,16.000000000,10.140845070
15.611814346,11.750000000,11.796610169,11.625000000,10.181818182,11.750000000,11.796610169,11.625000000,16.000000000,10.181818182
15.611814346,11.750000000,11.796610169,11.625000000,10.181818182,11.750000000,11.796610169,11.625000000,16.000000000,10.181818182
15.611814346,11.750000000,11.796610169,11.625000000,10.181818182,11.750000000,11.796610169,11.625000000,16.000000000,10.181818182
15.254237288,11.220472441,11.282051282,11.102362205,9.787234043,11.220472441,11.282051282,11.102362205,15.000000000,9.787234043
15.254237288,11.220472441,11.282051282,11.102362205,9.787234043,11.220472441,11.282051282,11.102362205,15.000000000,9.787234043
15.254237288,11.220472441,11.282051282,11.102362205,9.787234043,11.220472441,11.282051282,11.102362205,15.000000000,9.787234043
15.254237288,11.220472441,11.250000000,11.102362205,9.787234043,11.220472441,11.250000000,11.102362205,15.000000000,9.787234043
15.254237288,11.220472441,11.250000000,11.102362205,9.787234043,11.220472441,11.250000000,11.102362205,15.000000000,9.787234043
14.893617021,11.190476190,11.250000000,11.102362205,9.787234043,11.190476190,11.250000000,11.102362205,15.000000000,9.787234043
15.254237288,11.015625000,11.153846154,11.015625000,9.718309859,11.015625000,11.153846154,11.015625000,14.117647059,9.718309859
15.254237288,11.015625000,11.153846154,11.015625000,9.718309859,11.015625000,11.153846154,11.015625000,14.117647059,9.718309859
15.611814346,11.534883721,11.661016949,11.534883721,10.111111111,11.534883721,11.661016949,11.534883721,15.111111111,10.111111111
15.611814346,11.534883721,11.661016949,11.534883721,10.111111111,11.534883721,11.661016949,11.534883721,15.111111111,10.111111111
15.254237288,11.534883721,11.661016949,11.464566929,10.069930070,11.534883721,11.661016949,11.464566929,15.111111111,10.069930070
14.893617021,11.625000000,11.760683761,11.555555556,10.212765957,11.625000000,11.760683761,11.555555556,15.058823529,10.212765957
14.893617021,11.625000000,11.760683761,11.555555556,10.212765957,11.625000000,11.760683761,11.555555556,15.058823529,10.212765957
14.893617021,11.625000000,11.760683761,11.555555556,10.212765957,11.625000000,11.760683761,11.555555556,15.058823529,10.212765957
14.893617021,11.625000000,11.760683761,11.555555556,10.212765957,11.625000000,11.760683761,11.555555556,15.058823529,10.212765957
15.611814346,12.124031008,12.245762712,11.953125000,10.506944444,12.124031008,12.245762712,11.953125000,16.055555556,10.506944444
14.893617021,12.085937500,12.245762712,11.953125000,10.461538462,12.085937500,12.245762712,11.953125000,16.055555556,10.461538462
15.611814346,12.461538462,12.600000000,12.323076923,10.653061224,12.461538462,12.600000000,12.323076923,17.100000000,10.653061224
15.611814346,12.030769231,12.142857143,11.860465116,10.317241379,12.030769231,12.142857143,11.860465116,16.105263158,10.317241379
15.611814346,12.030769231,12.142857143,11.860465116,10.317241379,12.030769231,12.142857143,11.860465116,16.105263158,10.317241379
15.966386555,12.503816794,12.600000000,12.323076923,10.653061224,12.503816794,12.600000000,12.323076923,17.100000000,10.653061224
15.611814346,12.461538462,12.600000000,12.323076923,10.653061224,12.461538462,12.600000000,12.323076923,17.100000000,10.653061224
15.254237288,12.418604651,12.600000000,12.323076923,10.653061224,12.418604651,12.600000000,12.323076923,17.100000000,10.653061224
14.529914530,11.953125000,12.142857143,11.860465116,10.388888889,11.953125000,12.142857143,11.860465116,16.105263158,10.388888889
14.529914530,11.953125000,12.142857143,11.953125000,10.388888889,11.953125000,12.142857143,11.953125000,16.105263158,10.388888889
14.163090129,11.464566929,11.428571429,11.464566929,10.028169014,11.464566929,11.428571429,11.464566929,15.111111111,10.028169014
13.793103448,11.428571429,11.428571429,11.464566929,10.028169014,11.428571429,11.428571429,11.464566929,15.111111111,10.028169014
13.793103448,11.428571429,11.428571429,11.464566929,10.028169014,11.428571429,11.428571429,11.464566929,15.111111111,10.028169014
13.793103448,11.873015873,11.900000000,11.953125000,10.388888889,11.873015873,11.900000000,11.953125000,16.105263158,10.388888889
13.793103448,11.873015873,11.900000000,11.953125000,10.388888889,11.873015873,11.900000000,11.953125000,16.105263158,10.388888889
14.285714286,12.285714286,12.347107438,12.418604651,10.800000000,12.285714286,12.347107438,12.418604651,17.100000000,10.800000000
14.285714286,12.285714286,12.347107438,12.418604651,10.800000000,12.285714286,12.347107438,12.418604651,17.100000000,10.800000000
13.913043478,12.240000000,12.347107438,12.418604651,10.800000000,12.240000000,12.347107438,12.418604651,17.100000000,10.800000000
14.285714286,12.666666667,12.770491803,12.861538462,11.115646259,12.666666667,12.770491803,12.861538462,18.095238095,11.115646259
14.285714286,12.666666667,12.770491803,12.861538462,11.115646259,12.666666667,12.770491803,12.861538462,18.095238095,11.115646259
14.285714286,12.566929134,12.666666667,12.763358779,11.040540541,12.566929134,12.666666667,12.763358779,17.272727273,11.040540541
14.285714286,12.566929134,12.666666667,12.763358779,11.040540541,12.566929134,12.666666667,12.763358779,17.272727273,11.040540541
13.913043478,12.142857143,12.245901639,12.323076923,10.726027397,12.142857143,12.245901639,12.323076923,16.285714286,10.726027397
13.913043478,12.142857143,12.245901639,12.323076923,10.726027397,12.142857143,12.245901639,12.323076923,16.285714286,10.726027397
13.537117904,12.142857143,12.245901639,12.279069767,10.675862069,12.142857143,12.245901639,12.279069767,16.285714286,10.675862069
13.537117904,12.142857143,12.245901639,12.279069767,10.675862069,12.142857143,12.245901639,12.279069767,16.285714286,10.675862069
13.537117904,12.188976378,12.245901639,12.234375000,10.625000000,12.188976378,12.245901639,12.234375000,16.285714286,10.625000000
13.537117904,12.188976378,12.245901639,12.234375000,10.625000000,12.188976378,12.245901639,12.234375000,16.285714286,10.625000000
13.537117904,12.188976378,12.245901639,12.234375000,10.625000000,12.188976378,12.245901639,12.234375000,16.285714286,10.625000000
13.537117904,12.188976378,12.245901639,12.234375000,10.625000000,12.188976378,12.245901639,12.234375000,16.285714286,10.625000000
13.157894737,11.738095238,11.801652893,11.779527559,10.295774648,11.738095238,11.801652893,11.779527559,15.300000000,10.295774648
13.157894737,11.738095238,11.801652893,11.779527559,10.295774648,11.738095238,11.801652893,11.779527559,15.300000000,10.295774648
12.775330396,11.264000000,11.333333333,11.301587302,9.942857143,11.264000000,11.333333333,11.301587302,14.315789474,9.942857143
12.775330396,11.264000000,11.333333333,11.301587302,9.942857143,11.264000000,11.333333333,11.301587302,14.315789474,9.942857143
13.157894737,11.301587302,11.333333333,11.301587302,9.942857143,11.301587302,11.333333333,11.301587302,14.315789474,9.942857143
13.913043478,11.687500000,11.801652893,11.779527559,10.295774648,11.687500000,11.801652893,11.779527559,15.300000000,10.295774648
13.913043478,11.687500000,11.801652893,11.779527559,10.295774648,11.687500000,11.801652893,11.779527559,15.300000000,10.295774648
14.285714286,12.139534884,12.245901639,12.234375000,10.625000000,12.139534884,12.245901639,12.234375000,16.285714286,10.625000000
14.285714286,12.139534884,12.245901639,12.234375000,10.625000000,12.139534884,12.245901639,12.234375000,16.285714286,10.625000000
14.285714286,12.139534884,12.245901639,12.234375000,10.625000000,12.139534884,12.245901639,12.234375000,16.285714286,10.625000000
14.655172414,12.184615385,12.245901639,12.234375000,10.625000000,12.184615385,12.245901639,12.234375000,16.285714286,10.625000000
14.655172414,12.184615385,12.245901639,12.234375000,10.625000000,12.184615385,12.245901639,12.234375000,16.285714286,10.625000000
14.655172414,12.184615385,12.245901639,12.188976378,10.625000000,12.184615385,12.245901639,12.188976378,16.285714286,10.625000000
14.655172414,12.184615385,12.245901639,12.188976378,10.625000000,12.184615385,12.245901639,12.188976378,16.285714286,10.625000000
14.285714286,12.139534884,12.292682927,12.188976378,10.625000000,12.139534884,12.292682927,12.188976378,16.285714286,10.625000000
14.285714286,12.139534884,12.292682927,12.188976378,10.625000000,12.139534884,12.292682927,12.188976378,16.285714286,10.625000000
15.021459227,12.139534884,12.292682927,12.234375000,10.726027397,12.139534884,12.292682927,12.234375000,16.285714286,10.726027397
15.384615385,12.184615385,12.292682927,12.234375000,10.726027397,12.184615385,12.292682927,12.234375000,16.285714286,10.726027397
15.744680851,12.184615385,12.292682927,12.279069767,10.775510204,12.184615385,12.292682927,12.279069767,16.285714286,10.775510204
16.101694915,12.618320611,12.717741935,12.715384615,11.093959732,12.618320611,12.717741935,12.715384615,17.272727273,11.093959732
16.455696203,13.030303030,13.120000000,13.129770992,11.390728477,13.030303030,13.120000000,13.129770992,18.260869565,11.390728477
16.101694915,13.030303030,13.120000000,13.076923077,11.333333333,13.030303030,13.120000000,13.076923077,18.260869565,11.333333333
16.101694915,13.030303030,13.120000000,13.076923077,11.333333333,13.030303030,13.120000000,13.076923077,18.260869565,11.333333333
15.744680851,12.618320611,12.717741935,12.666666667,11.040540541,12.618320611,12.717741935,12.666666667,17.272727273,11.040540541
15.384615385,12.229007634,12.292682927,12.330708661,10.800000000,12.229007634,12.292682927,12.330708661,16.285714286,10.800000000
14.655172414,11.860465116,11.844262295,11.873015873,10.461538462,11.860465116,11.844262295,11.873015873,15.300000000,10.461538462
14.655172414,11.860465116,11.844262295,11.873015873,10.461538462,11.860465116,11.844262295,11.873015873,15.300000000,10.461538462
14.655172414,11.860465116,11.844262295,11.873015873,10.461538462,11.860465116,11.844262295,11.873015873,15.300000000,10.461538462
14.285714286,11.375000000,11.371900826,11.392000000,10.099290780,11.375000000,11.371900826,11.392000000,14.315789474,10.099290780
14.655172414,11.860465116,11.844262295,11.873015873,10.461538462,11.860465116,11.844262295,11.873015873,15.300000000,10.461538462
15.744680851,12.136363636,12.292682927,12.330708661,10.800000000,12.136363636,12.292682927,12.330708661,16.285714286,10.800000000
16.101694915,12.180451128,12.292682927,12.330708661,10.800000000,12.180451128,12.292682927,12.330708661,16.285714286,10.800000000
16.455696203,12.223880597,12.292682927,12.330708661,10.800000000,12.223880597,12.292682927,12.330708661,16.285714286,10.800000000
16.455696203,12.223880597,12.292682927,12.330708661,10.800000000,12.223880597,12.292682927,12.330708661,16.285714286,10.800000000
16.455696203,12.223880597,12.292682927,12.330708661,10.800000000,12.223880597,12.292682927,12.330708661,16.285714286,10.800000000
16.806722689,12.666666667,12.717741935,12.765625000,11.115646259,12.666666667,12.717741935,12.765625000,17.272727273,11.115646259
16.806722689,12.666666667,12.717741935,12.765625000,11.115646259,12.666666667,12.717741935,12.765625000,17.272727273,11.115646259
16.806722689,12.666666667,12.717741935,12.765625000,11.115646259,12.666666667,12.717741935,12.765625000,17.272727273,11.115646259
16.806722689,12.666666667,12.666666667,12.765625000,11.115646259,12.666666667,12.666666667,12.765625000,17.272727273,11.115646259
17.154811715,12.713235294,12.666666667,12.765625000,11.115646259,12.713235294,12.666666667,12.765625000,17.272727273,11.115646259
17.500000000,13.138686131,13.064516129,13.125000000,11.409395973,13.138686131,13.064516129,13.125000000,18.260869565,11.409395973
17.500000000,13.138686131,13.064516129,13.125000000,11.409395973,13.138686131,13.064516129,13.125000000,18.260869565,11.409395973
17.500000000,13.138686131,13.064516129,13.125000000,11.409395973,13.138686131,13.064516129,13.125000000,18.260869565,11.409395973
17.842323651,13.543478261,13.440000000,13.511627907,11.682119205,13.543478261,13.440000000,13.511627907,19.250000000,11.682119205
17.842323651,13.543478261,13.440000000,13.511627907,11.682119205,13.543478261,13.440000000,13.511627907,19.250000000,11.682119205
17.842323651,13.543478261,13.440000000,13.511627907,11.682119205,13.543478261,13.440000000,13.511627907,19.250000000,11.682119205
18.518518519,13.828571429,13.793650794,13.813953488,11.934640523,13.828571429,13.793650794,13.813953488,20.240000000,11.934640523
19.183673469,13.993006993,14.015625000,14.045801527,12.089743590,13.993006993,14.015625000,14.045801527,20.444444444,12.089743590
18.852459016,13.929577465,14.015625000,14.045801527,12.089743590,13.929577465,14.015625000,14.045801527,20.444444444,12.089743590
18.518518519,13.574468085,13.685039370,13.707692308,11.857142857,13.574468085,13.685039370,13.707692308,19.461538462,11.857142857
18.518518519,13.574468085,13.685039370,13.707692308,11.857142857,13.574468085,13.685039370,13.707692308,19.461538462,11.857142857
18.518518519,13.574468085,13.685039370,13.707692308,11.857142857,13.574468085,13.685039370,13.707692308,19.461538462,11.857142857
18.181818182,13.574468085,13.685039370,13.643410853,11.790849673,13.574468085,13.685039370,13.643410853,19.461538462,11.790849673
18.181818182,13.574468085,13.685039370,13.643410853,11.790849673,13.574468085,13.685039370,13.643410853,19.461538462,11.790849673
18.852459016,13.832167832,14.015625000,13.976923077,12.019354839,13.832167832,14.015625000,13.976923077,20.444444444,12.019354839
18.852459016,13.832167832,14.015625000,13.976923077,12.019354839,13.832167832,14.015625000,13.976923077,20.444444444,12.019354839
18.852459016,13.832167832,14.015625000,13.976923077,12.019354839,13.832167832,14.015625000,13.976923077,20.444444444,12.019354839
18.852459016,13.832167832,14.015625000,13.976923077,12.019354839,13.832167832,14.015625000,13.976923077,20.444444444,12.019354839
18.852459016,14.166666667,14.325581395,14.290076336,12.307692308,14.166666667,14.325581395,14.290076336,20.571428571,12.307692308
18.852459016,14.166666667,14.325581395,14.290076336,12.307692308,14.166666667,14.325581395,14.290076336,20.571428571,12.307692308
18.852459016,14.166666667,14.325581395,14.290076336,12.307692308,14.166666667,14.325581395,14.290076336,20.571428571,12.307692308
18.518518519,14.091549296,14.125984252,14.085271318,12.176470588,14.091549296,14.125984252,14.085271318,20.346153846,12.176470588
18.518518519,14.091549296,14.125984252,14.085271318,12.176470588,14.091549296,14.125984252,14.085271318,20.346153846,12.176470588
18.518518519,13.788732394,13.793650794,13.750000000,11.947019868,13.788732394,13.793650794,13.750000000,19.360000000,11.947019868
18.518518519,13.788732394,13.793650794,13.750000000,11.947019868,13.788732394,13.793650794,13.750000000,19.360000000,11.947019868
19.183673469,14.055555556,14.125984252,14.085271318,12.176470588,14.055555556,14.125984252,14.085271318,20.346153846,12.176470588
18.852459016,13.692307692,13.793650794,13.750000000,11.947019868,13.692307692,13.793650794,13.750000000,19.360000000,11.947019868
19.512195122,13.958620690,14.125984252,14.085271318,12.176470588,13.958620690,14.125984252,14.085271318,20.346153846,12.176470588
19.838056680,14.020547945,14.125984252,14.085271318,12.176470588,14.020547945,14.125984252,14.085271318,20.346153846,12.176470588
19.838056680,14.020547945,14.125984252,14.085271318,12.176470588,14.020547945,14.125984252,14.085271318,20.346153846,12.176470588
19.183673469,13.655172414,13.793650794,13.858267717,12.026666667,13.655172414,13.793650794,13.858267717,19.360000000,12.026666667
19.183673469,13.655172414,13.793650794,13.921875000,12.026666667,13.655172414,13.793650794,13.921875000,19.360000000,12.026666667
18.518518519,13.363636364,13.548387097,13.666666667,11.938356164,13.363636364,13.548387097,13.666666667,18.260869565,11.938356164
18.518518519,13.363636364,13.548387097,13.666666667,11.938356164,13.363636364,13.548387097,13.666666667,18.260869565,11.938356164
18.518518519,13.363636364,13.548387097,13.666666667,11.938356164,13.363636364,13.548387097,13.666666667,18.260869565,11.938356164
18.518518519,13.006993007,13.170731707,13.280000000,11.666666667,13.006993007,13.170731707,13.280000000,17.272727273,11.666666667
19.183673469,13.103448276,13.170731707,13.280000000,11.666666667,13.103448276,13.170731707,13.280000000,17.272727273,11.666666667
19.512195122,13.150684932,13.170731707,13.280000000,11.666666667,13.150684932,13.170731707,13.280000000,17.272727273,11.666666667
19.512195122,13.150684932,13.170731707,13.280000000,11.666666667,13.150684932,13.170731707,13.280000000,17.272727273,11.666666667
19.183673469,12.710344828,12.770491803,12.870967742,11.373239437,12.710344828,12.770491803,12.870967742,16.285714286,11.373239437
19.838056680,13.061224490,13.170731707,13.280000000,11.666666667,13.061224490,13.170731707,13.280000000,17.272727273,11.666666667
20.161290323,13.108108108,13.170731707,13.280000000,11.666666667,13.108108108,13.170731707,13.280000000,17.272727273,11.666666667
20.481927711,13.154362416,13.170731707,13.280000000,11.666666667,13.154362416,13.170731707,13.280000000,17.272727273,11.666666667
20.161290323,12.709459459,12.770491803,12.870967742,11.373239437,12.709459459,12.770491803,12.870967742,16.285714286,11.373239437
20.481927711,12.751677852,12.770491803,12.870967742,11.373239437,12.751677852,12.770491803,12.870967742,16.285714286,11.373239437
20.318725100,12.283783784,12.347107438,12.439024390,11.076923077,12.283783784,12.347107438,12.439024390,15.300000000,11.076923077
20.634920635,12.751677852,12.770491803,12.870967742,11.400000000,12.751677852,12.770491803,12.870967742,16.285714286,11.400000000
20.634920635,12.751677852,12.770491803,12.870967742,11.400000000,12.751677852,12.770491803,12.870967742,16.285714286,11.400000000
20.318725100,12.283783784,12.347107438,12.439024390,11.076923077,12.283783784,12.347107438,12.439024390,15.300000000,11.076923077
20.318725100,12.283783784,12.347107438,12.439024390,11.076923077,12.283783784,12.347107438,12.439024390,15.300000000,11.076923077
20.000000000,11.876712329,12.000000000,12.082644628,10.807142857,11.876712329,12.000000000,12.082644628,15.111111111,10.807142857
20.000000000,11.876712329,12.000000000,12.082644628,10.807142857,11.876712329,12.000000000,12.082644628,15.111111111,10.807142857
20.000000000,11.876712329,12.000000000,12.082644628,10.807142857,11.876712329,12.000000000,12.082644628,15.111111111,10.807142857
20.000000000,11.876712329,12.000000000,12.082644628,10.807142857,11.876712329,12.000000000,12.082644628,15.111111111,10.807142857
20.000000000,11.876712329,12.000000000,12.082644628,10.807142857,11.876712329,12.000000000,12.082644628,15.111111111,10.807142857
20.634920635,12.283783784,12.347107438,12.439024390,11.000000000,12.283783784,12.347107438,12.439024390,16.200000000,11.000000000
20.318725100,12.244897959,12.347107438,12.439024390,11.000000000,12.244897959,12.347107438,12.439024390,16.200000000,11.000000000
20.318725100,12.244897959,12.347107438,12.439024390,11.000000000,12.244897959,12.347107438,12.439024390,16.200000000,11.000000000
20.634920635,12.709459459,12.770491803,12.870967742,11.321917808,12.709459459,12.770491803,12.870967742,17.190476190,11.321917808
20.948616601,12.751677852,12.770491803,12.870967742,11.321917808,12.751677852,12.770491803,12.870967742,17.190476190,11.321917808
20.948616601,12.751677852,12.770491803,12.870967742,11.321917808,12.751677852,12.770491803,12.870967742,17.190476190,11.321917808
21.259842520,13.200000000,13.170731707,13.280000000,11.621621622,13.200000000,13.170731707,13.280000000,18.181818182,11.621621622
21.875000000,13.539473684,13.548387097,13.666666667,11.900000000,13.539473684,13.548387097,13.666666667,19.173913043,11.900000000
21.875000000,13.539473684,13.548387097,13.666666667,11.900000000,13.539473684,13.548387097,13.666666667,19.173913043,11.900000000
22.178988327,13.894736842,13.904000000,13.921875000,12.078431373,13.894736842,13.904000000,13.921875000,20.166666667,12.078431373
21.875000000,13.629139073,13.548387097,13.559055118,11.821192053,13.629139073,13.548387097,13.559055118,19.173913043,11.821192053
21.875000000,13.629139073,13.548387097,13.559055118,11.821192053,13.629139073,13.548387097,13.559055118,19.173913043,11.821192053
21.875000000,13.245033113,13.170731707,13.174603175,11.543624161,13.245033113,13.170731707,13.174603175,18.181818182,11.543624161
22.480620155,13.289473684,13.170731707,13.174603175,11.600000000,13.289473684,13.170731707,13.174603175,18.181818182,11.600000000
22.480620155,13.289473684,13.170731707,13.174603175,11.600000000,13.289473684,13.170731707,13.174603175,18.181818182,11.600000000
22.480620155,13.289473684,13.170731707,13.174603175,11.600000000,13.289473684,13.170731707,13.174603175,18.181818182,11.600000000
22.480620155,13.289473684,13.170731707,13.174603175,11.600000000,13.289473684,13.170731707,13.174603175,18.181818182,11.600000000
22.779922780,13.636363636,13.548387097,13.559055118,11.821192053,13.636363636,13.548387097,13.559055118,19.173913043,11.821192053
22.779922780,13.636363636,13.548387097,13.559055118,11.821192053,13.636363636,13.548387097,13.559055118,19.173913043,11.821192053
22.779922780,13.636363636,13.487804878,13.559055118,11.821192053,13.636363636,13.487804878,13.559055118,19.173913043,11.821192053
23.371647510,13.961538462,13.838709677,13.921875000,12.078431373,13.961538462,13.838709677,13.921875000,20.166666667,12.078431373
23.371647510,14.265822785,14.168000000,14.195312500,12.176470588,14.265822785,14.168000000,14.195312500,21.160000000,12.176470588
23.076923077,14.210191083,14.168000000,14.195312500,12.176470588,14.210191083,14.168000000,14.195312500,21.160000000,12.176470588
23.371647510,14.490566038,14.476190476,14.437500000,12.311688312,14.490566038,14.476190476,14.437500000,22.153846154,12.311688312
23.076923077,14.120253165,14.168000000,14.125984252,12.105263158,14.120253165,14.168000000,14.125984252,21.160000000,12.105263158
22.779922780,13.732484076,13.838709677,13.793650794,11.880000000,13.732484076,13.838709677,13.793650794,20.166666667,11.880000000
22.779922780,13.732484076,13.838709677,13.793650794,11.880000000,13.732484076,13.838709677,13.793650794,20.166666667,11.880000000
23.076923077,13.732484076,13.838709677,13.858267717,11.947019868,13.732484076,13.838709677,13.858267717,20.166666667,11.947019868
23.076923077,13.732484076,13.838709677,13.858267717,11.947019868,13.732484076,13.838709677,13.858267717,20.166666667,11.947019868
23.076923077,14.063694268,14.168000000,14.195312500,12.176470588,14.063694268,14.168000000,14.195312500,21.160000000,12.176470588
23.076923077,14.063694268,14.168000000,14.195312500,12.176470588,14.063694268,14.168000000,14.195312500,21.160000000,12.176470588
23.076923077,14.063694268,14.168000000,14.195312500,12.176470588,14.063694268,14.168000000,14.195312500,21.160000000,12.176470588
23.371647510,14.063694268,14.168000000,14.263565891,12.246753247,14.063694268,14.168000000,14.263565891,21.160000000,12.246753247
23.664122137,14.430379747,14.476190476,14.584615385,12.461538462,14.430379747,14.476190476,14.584615385,22.153846154,12.461538462
23.664122137,14.120253165,14.168000000,14.263565891,12.246753247,14.120253165,14.168000000,14.263565891,21.160000000,12.246753247
22.779922780,13.909677419,13.838709677,13.921875000,12.013157895,13.909677419,13.838709677,13.921875000,20.166666667,12.013157895
22.480620155,13.857142857,13.838709677,13.921875000,12.013157895,13.857142857,13.838709677,13.921875000,20.166666667,12.013157895
22.178988327,13.803921569,13.838709677,13.921875000,12.013157895,13.803921569,13.838709677,13.921875000,20.166666667,12.013157895
22.178988327,13.803921569,13.838709677,13.921875000,12.013157895,13.803921569,13.838709677,13.921875000,20.166666667,12.013157895
22.480620155,13.857142857,13.838709677,13.921875000,12.013157895,13.857142857,13.838709677,13.921875000,20.166666667,12.013157895
22.178988327,13.450980392,13.487804878,13.559055118,11.760000000,13.450980392,13.487804878,13.559055118,19.173913043,11.760000000
22.480620155,13.857142857,13.838709677,13.921875000,12.013157895,13.857142857,13.838709677,13.921875000,20.166666667,12.013157895
22.480620155,13.857142857,13.838709677,13.921875000,12.013157895,13.857142857,13.838709677,13.921875000,20.166666667,12.013157895
23.076923077,14.153846154,14.168000000,14.263565891,12.246753247,14.153846154,14.168000000,14.263565891,21.160000000,12.246753247
23.076923077,14.461538462,14.476190476,14.584615385,12.461538462,14.461538462,14.476190476,14.584615385,22.153846154,12.461538462
23.076923077,14.096774194,14.168000000,14.330769231,12.316129032,14.096774194,14.168000000,14.330769231,21.160000000,12.316129032
23.076923077,14.096774194,14.168000000,14.330769231,12.316129032,14.096774194,14.168000000,14.330769231,21.160000000,12.316129032
23.076923077,14.096774194,14.168000000,14.330769231,12.316129032,14.096774194,14.168000000,14.330769231,21.160000000,12.316129032
22.779922780,13.714285714,13.838709677,13.984496124,12.078431373,13.714285714,13.838709677,13.984496124,20.166666667,12.078431373
23.076923077,13.767741935,13.838709677,13.984496124,12.078431373,13.767741935,13.838709677,13.984496124,20.166666667,12.078431373
23.371647510,13.820512821,13.838709677,13.984496124,12.078431373,13.820512821,13.838709677,13.984496124,20.166666667,12.078431373
22.779922780,13.500000000,13.487804878,13.617187500,11.821192053,13.500000000,13.487804878,13.617187500,19.173913043,11.821192053
22.480620155,13.677631579,13.598360656,13.724409449,11.900000000,13.677631579,13.598360656,13.724409449,20.045454545,11.900000000
22.480620155,14.091503268,13.951219512,14.093750000,12.238410596,14.091503268,13.951219512,14.093750000,20.086956522,12.238410596
22.779922780,14.142857143,13.951219512,14.093750000,12.238410596,14.142857143,13.951219512,14.093750000,20.086956522,12.238410596
23.371647510,14.448717949,14.168000000,14.330769231,12.316129032,14.448717949,14.168000000,14.330769231,21.160000000,12.316129032
23.664122137,14.503184713,14.168000000,14.330769231,12.316129032,14.503184713,14.168000000,14.330769231,21.160000000,12.316129032
23.664122137,14.503184713,14.168000000,14.330769231,12.316129032,14.503184713,14.168000000,14.330769231,21.160000000,12.316129032
23.664122137,14.503184713,14.168000000,14.330769231,12.316129032,14.503184713,14.168000000,14.330769231,21.160000000,12.316129032
23.076923077,14.193548387,13.838709677,13.984496124,12.078431373,14.193548387,13.838709677,13.984496124,20.166666667,12.078431373
23.076923077,14.193548387,13.838709677,13.984496124,12.078431373,14.193548387,13.838709677,13.984496124,20.166666667,12.078431373
23.076923077,14.193548387,13.838709677,13.984496124,12.078431373,14.193548387,13.838709677,13.984496124,20.166666667,12.078431373
23.076923077,14.193548387,13.838709677,13.984496124,12.078431373,14.193548387,13.838709677,13.984496124,20.166666667,12.078431373
23.076923077,13.772727273,13.487804878,13.617187500,11.743421053,13.772727273,13.487804878,13.617187500,20.086956522,11.743421053
23.076923077,13.772727273,13.487804878,13.617187500,11.743421053,13.772727273,13.487804878,13.617187500,20.086956522,11.743421053
23.076923077,13.772727273,13.487804878,13.617187500,11.743421053,13.772727273,13.487804878,13.617187500,20.086956522,11.743421053
23.371647510,14.142857143,13.838709677,13.876923077,11.922580645,14.142857143,13.838709677,13.876923077,21.083333333,11.922580645
