"'ChainSuccession(Assign seriousness, Take in charge ticket)'",'AtMostOne(Take in charge ticket)',"'AlternateSuccession(Take in charge ticket, Closed)'","'AlternateSuccession(Take in charge ticket, Resolve ticket)'","'AlternatePrecedence(Assign seriousness, Wait)'","'ChainPrecedence(Take in charge ticket, Wait)'"
79.838709677,72.000000000,86.206896552,85.596707819,70.588235294,70.588235294
79.838709677,72.000000000,86.206896552,85.596707819,70.588235294,70.588235294
79.518072289,72.000000000,86.206896552,85.596707819,70.588235294,70.588235294
79.518072289,72.000000000,86.206896552,85.596707819,70.588235294,70.588235294
79.518072289,72.000000000,86.206896552,85.596707819,70.588235294,70.588235294
79.518072289,72.000000000,86.206896552,85.596707819,70.588235294,70.588235294
79.200000000,72.000000000,86.206896552,85.596707819,70.588235294,70.588235294
78.571428571,71.000000000,85.836909871,85.245901639,71.428571429,71.428571429
77.343750000,70.000000000,84.388185654,83.870967742,66.666666667,69.230769231
77.343750000,70.000000000,84.388185654,83.870967742,66.666666667,69.230769231
77.343750000,70.000000000,84.388185654,83.870967742,66.666666667,69.230769231
77.042801556,70.000000000,84.388185654,83.870967742,66.666666667,69.230769231
77.647058824,71.000000000,84.388185654,84.210526316,65.789473684,68.421052632
77.647058824,71.000000000,84.388185654,84.210526316,65.789473684,68.421052632
76.447876448,70.000000000,83.682008368,83.534136546,65.000000000,70.000000000
76.447876448,70.000000000,83.682008368,83.534136546,65.000000000,70.000000000
76.744186047,70.000000000,83.682008368,83.534136546,65.000000000,70.000000000
77.343750000,71.000000000,84.033613445,83.400809717,65.000000000,70.000000000
77.042801556,70.000000000,83.682008368,83.064516129,64.285714286,69.047619048
77.042801556,70.000000000,83.682008368,83.064516129,64.285714286,69.047619048
77.042801556,70.000000000,83.682008368,83.064516129,64.285714286,69.047619048
76.447876448,69.000000000,82.987551867,82.400000000,63.636363636,70.454545455
76.447876448,69.000000000,82.987551867,82.400000000,63.636363636,70.454545455
76.447876448,69.000000000,82.987551867,82.400000000,63.636363636,70.454545455
76.447876448,70.000000000,83.333333333,82.730923695,62.790697674,69.767441860
76.447876448,70.000000000,83.333333333,82.730923695,62.790697674,69.767441860
75.384615385,69.000000000,82.987551867,82.400000000,62.222222222,68.888888889
75.384615385,69.000000000,82.987551867,82.400000000,62.222222222,68.888888889
75.384615385,69.000000000,82.987551867,82.400000000,62.222222222,68.888888889
74.329501916,68.000000000,82.644628099,82.071713147,61.702127660,68.085106383
74.329501916,68.000000000,82.644628099,82.071713147,61.702127660,68.085106383
74.329501916,68.000000000,82.644628099,82.071713147,61.702127660,68.085106383
74.045801527,68.000000000,82.644628099,82.071713147,61.702127660,68.085106383
74.045801527,68.000000000,82.644628099,82.071713147,61.702127660,68.085106383
74.045801527,68.000000000,82.644628099,82.071713147,61.702127660,68.085106383
74.045801527,68.000000000,82.644628099,82.071713147,61.702127660,68.085106383
74.615384615,69.000000000,83.333333333,82.730923695,62.222222222,66.666666667
74.329501916,69.000000000,83.333333333,82.730923695,62.222222222,66.666666667
74.329501916,69.000000000,83.333333333,82.730923695,62.222222222,66.666666667
74.329501916,69.000000000,83.333333333,82.730923695,62.222222222,66.666666667
74.045801527,68.000000000,82.987551867,82.400000000,63.043478261,67.391304348
74.045801527,68.000000000,82.987551867,82.400000000,63.043478261,67.391304348
74.045801527,68.000000000,82.987551867,82.400000000,63.043478261,67.391304348
74.045801527,68.000000000,82.987551867,82.400000000,63.043478261,67.391304348
74.045801527,68.000000000,82.987551867,82.400000000,63.043478261,67.391304348
74.329501916,68.000000000,82.987551867,82.400000000,63.043478261,67.391304348
74.329501916,68.000000000,82.987551867,82.400000000,63.043478261,67.391304348
74.045801527,67.000000000,82.644628099,82.539682540,63.043478261,67.391304348
74.045801527,67.000000000,82.644628099,82.539682540,64.444444444,68.888888889
75.095785441,67.000000000,82.644628099,82.539682540,63.636363636,70.454545455
75.095785441,67.000000000,82.644628099,82.539682540,63.636363636,70.454545455
75.095785441,67.000000000,82.644628099,82.868525896,63.636363636,70.454545455
75.384615385,68.000000000,82.987551867,83.400809717,63.636363636,70.454545455
75.675675676,69.000000000,83.333333333,83.739837398,62.790697674,69.767441860
75.968992248,70.000000000,83.682008368,84.081632653,63.414634146,70.731707317
74.809160305,70.000000000,82.644628099,84.000000000,62.790697674,72.093023256
75.095785441,71.000000000,82.987551867,85.020242915,63.414634146,73.170731707
75.384615385,72.000000000,83.333333333,85.365853659,62.500000000,72.500000000
75.675675676,73.000000000,83.682008368,85.714285714,61.538461538,71.794871795
76.264591440,74.000000000,84.388185654,86.419753086,63.888888889,72.222222222
76.264591440,74.000000000,84.388185654,86.419753086,63.888888889,72.222222222
76.562500000,75.000000000,84.745762712,86.776859504,62.857142857,71.428571429
76.862745098,75.000000000,84.745762712,86.776859504,62.857142857,71.428571429
76.862745098,75.000000000,84.745762712,86.776859504,62.857142857,71.428571429
77.165354331,76.000000000,85.106382979,87.136929461,61.764705882,70.588235294
77.165354331,76.000000000,85.106382979,87.136929461,61.764705882,70.588235294
77.165354331,76.000000000,85.106382979,87.136929461,61.764705882,70.588235294
77.165354331,76.000000000,85.106382979,87.136929461,61.764705882,70.588235294
77.165354331,76.000000000,85.106382979,87.136929461,61.764705882,70.588235294
77.777777778,77.000000000,85.470085470,87.500000000,60.606060606,69.696969697
77.470355731,77.000000000,85.470085470,87.500000000,60.606060606,69.696969697
78.087649402,78.000000000,85.836909871,87.866108787,59.375000000,71.875000000
78.087649402,78.000000000,85.836909871,87.866108787,59.375000000,71.875000000
77.777777778,77.000000000,85.470085470,87.500000000,60.606060606,72.727272727
78.400000000,78.000000000,86.206896552,88.235294118,59.375000000,71.875000000
78.400000000,78.000000000,86.206896552,88.235294118,59.375000000,71.875000000
78.400000000,78.000000000,86.206896552,88.235294118,59.375000000,71.875000000
78.087649402,78.000000000,86.206896552,88.235294118,59.375000000,71.875000000
78.087649402,78.000000000,86.206896552,88.235294118,59.375000000,71.875000000
78.400000000,79.000000000,86.580086580,88.607594937,58.064516129,70.967741935
78.400000000,80.000000000,86.956521739,88.983050847,58.620689655,72.413793103
78.714859438,81.000000000,87.336244541,89.361702128,59.259259259,74.074074074
78.714859438,81.000000000,87.336244541,89.361702128,59.259259259,74.074074074
78.714859438,81.000000000,87.336244541,88.888888889,60.714285714,75.000000000
79.032258065,81.000000000,87.336244541,88.888888889,60.714285714,75.000000000
79.032258065,80.000000000,86.956521739,88.510638298,62.068965517,75.862068966
79.032258065,80.000000000,86.956521739,88.510638298,62.068965517,75.862068966
79.032258065,80.000000000,86.956521739,88.510638298,62.068965517,75.862068966
79.032258065,80.000000000,86.956521739,88.510638298,64.285714286,78.571428571
79.352226721,81.000000000,87.719298246,89.270386266,65.384615385,80.769230769
79.352226721,81.000000000,87.719298246,89.270386266,65.384615385,80.769230769
79.032258065,80.000000000,87.336244541,88.888888889,66.666666667,81.481481481
79.032258065,80.000000000,87.336244541,88.888888889,66.666666667,81.481481481
79.352226721,80.000000000,87.336244541,89.270386266,66.666666667,81.481481481
79.674796748,81.000000000,87.719298246,89.655172414,65.384615385,80.769230769
79.352226721,80.000000000,87.336244541,89.270386266,66.666666667,81.481481481
79.352226721,80.000000000,87.336244541,89.270386266,66.666666667,81.481481481
79.674796748,81.000000000,87.719298246,89.565217391,66.666666667,81.481481481
80.000000000,81.000000000,87.336244541,89.565217391,66.666666667,81.481481481
80.327868852,81.000000000,87.336244541,89.565217391,66.666666667,81.481481481
80.000000000,81.000000000,87.336244541,89.565217391,66.666666667,81.481481481
79.674796748,80.000000000,86.956521739,89.177489177,67.857142857,82.142857143
80.327868852,81.000000000,87.336244541,89.565217391,66.666666667,81.481481481
80.327868852,81.000000000,87.336244541,89.565217391,66.666666667,81.481481481
80.327868852,81.000000000,87.336244541,89.565217391,66.666666667,81.481481481
80.000000000,80.000000000,86.956521739,89.270386266,66.666666667,81.481481481
79.674796748,79.000000000,86.206896552,88.510638298,65.517241379,82.758620690
80.327868852,80.000000000,86.580086580,88.888888889,64.285714286,82.142857143
81.666666667,81.000000000,88.105726872,90.434782609,70.833333333,87.500000000
81.666666667,81.000000000,88.105726872,90.434782609,70.833333333,87.500000000
81.666666667,81.000000000,88.105726872,90.434782609,70.833333333,87.500000000
81.327800830,80.000000000,87.719298246,90.043290043,70.833333333,87.500000000
81.327800830,80.000000000,88.105726872,90.043290043,70.833333333,87.500000000
81.327800830,79.000000000,87.719298246,89.655172414,72.000000000,88.000000000
82.700421941,80.000000000,88.495575221,90.434782609,73.913043478,86.956521739
83.050847458,80.000000000,88.495575221,90.434782609,73.913043478,86.956521739
82.700421941,80.000000000,88.495575221,90.434782609,73.913043478,86.956521739
82.352941176,80.000000000,88.495575221,90.434782609,73.913043478,86.956521739
82.008368201,80.000000000,88.105726872,90.043290043,77.272727273,90.909090909
81.666666667,79.000000000,87.719298246,89.270386266,78.260869565,91.304347826
81.327800830,78.000000000,85.973684211,88.888888889,79.166666667,91.666666667
81.666666667,79.000000000,86.734513274,89.655172414,81.818181818,90.909090909
81.666666667,79.000000000,86.734513274,89.655172414,81.818181818,90.909090909
81.327800830,79.000000000,86.734513274,89.655172414,81.818181818,90.909090909
81.666666667,79.000000000,86.734513274,89.655172414,81.818181818,90.909090909
81.327800830,79.000000000,86.734513274,89.655172414,81.818181818,90.909090909
82.500000000,80.000000000,87.120000000,90.043290043,85.000000000,95.000000000
82.157676349,80.000000000,87.120000000,90.043290043,85.000000000,95.000000000
82.157676349,80.000000000,87.120000000,90.043290043,85.000000000,95.000000000
83.333333333,81.000000000,87.508928571,90.434782609,88.888888889,100.000000000
82.987551867,80.000000000,87.120000000,90.043290043,89.473684211,100.000000000
82.987551867,80.000000000,87.120000000,90.043290043,89.473684211,100.000000000
82.987551867,79.000000000,86.734513274,89.655172414,90.000000000,100.000000000
82.987551867,79.000000000,86.734513274,89.655172414,90.000000000,100.000000000
82.644628099,78.000000000,86.352422907,89.743589744,90.000000000,100.000000000
82.644628099,78.000000000,86.352422907,89.743589744,90.000000000,100.000000000
82.304526749,77.000000000,85.973684211,89.830508475,90.000000000,100.000000000
82.644628099,77.000000000,85.973684211,89.830508475,90.000000000,100.000000000
82.644628099,77.000000000,85.973684211,89.830508475,90.000000000,100.000000000
82.644628099,77.000000000,85.973684211,89.830508475,90.000000000,100.000000000
82.644628099,77.000000000,85.973684211,89.830508475,90.000000000,100.000000000
82.644628099,77.000000000,85.973684211,89.830508475,90.000000000,100.000000000
82.304526749,76.000000000,85.598253275,89.451476793,90.476190476,100.000000000
82.304526749,76.000000000,85.598253275,89.451476793,90.476190476,100.000000000
82.304526749,76.000000000,85.598253275,89.451476793,90.476190476,100.000000000
82.304526749,76.000000000,85.598253275,89.451476793,90.476190476,100.000000000
82.304526749,76.000000000,85.598253275,89.451476793,90.476190476,100.000000000
82.644628099,77.000000000,85.973684211,89.361702128,90.476190476,100.000000000
82.987551867,78.000000000,86.352422907,89.743589744,90.000000000,100.000000000
82.987551867,78.000000000,86.352422907,89.743589744,90.000000000,100.000000000
82.987551867,78.000000000,86.352422907,89.743589744,90.000000000,100.000000000
82.987551867,78.000000000,86.352422907,89.743589744,90.000000000,100.000000000
82.644628099,77.000000000,85.973684211,89.830508475,90.000000000,100.000000000
82.644628099,77.000000000,85.973684211,89.830508475,90.000000000,100.000000000
82.304526749,77.000000000,85.973684211,89.830508475,90.000000000,100.000000000
84.033613445,78.000000000,87.508928571,90.434782609,94.444444444,100.000000000
84.033613445,78.000000000,87.508928571,90.434782609,94.444444444,100.000000000
84.033613445,78.000000000,87.508928571,90.434782609,94.444444444,100.000000000
84.033613445,78.000000000,87.508928571,90.434782609,94.444444444,100.000000000
84.033613445,78.000000000,87.508928571,90.434782609,94.444444444,100.000000000
84.033613445,78.000000000,87.508928571,90.434782609,94.444444444,100.000000000
83.682008368,77.000000000,87.120000000,90.517241379,94.444444444,100.000000000
83.682008368,77.000000000,87.120000000,90.517241379,94.444444444,100.000000000
83.333333333,76.000000000,86.734513274,90.128755365,94.736842105,100.000000000
82.644628099,75.000000000,85.973684211,89.830508475,95.000000000,100.000000000
81.967213115,74.000000000,85.598253275,89.451476793,95.238095238,100.000000000
81.967213115,74.000000000,85.598253275,89.451476793,95.238095238,100.000000000
81.967213115,74.000000000,85.598253275,89.451476793,95.238095238,100.000000000
81.632653061,73.000000000,85.226086957,89.075630252,95.454545455,100.000000000
81.632653061,73.000000000,85.226086957,89.075630252,95.454545455,100.000000000
82.304526749,74.000000000,85.598253275,89.451476793,95.238095238,100.000000000
82.644628099,74.000000000,85.598253275,89.451476793,95.238095238,100.000000000
82.644628099,74.000000000,85.598253275,89.451476793,95.238095238,100.000000000
82.987551867,75.000000000,85.973684211,89.830508475,95.000000000,100.000000000
82.987551867,75.000000000,85.973684211,89.830508475,95.000000000,100.000000000
82.987551867,75.000000000,85.973684211,89.830508475,95.000000000,100.000000000
82.987551867,75.000000000,85.973684211,89.830508475,95.000000000,100.000000000
83.333333333,75.000000000,85.973684211,89.830508475,95.000000000,100.000000000
83.333333333,75.000000000,85.598253275,89.830508475,95.000000000,100.000000000
83.333333333,75.000000000,85.598253275,89.830508475,95.000000000,100.000000000
83.682008368,75.000000000,85.598253275,89.451476793,95.000000000,100.000000000
83.682008368,75.000000000,85.598253275,89.451476793,95.000000000,100.000000000
83.682008368,75.000000000,85.598253275,89.451476793,95.000000000,100.000000000
84.033613445,76.000000000,85.973684211,89.830508475,94.736842105,100.000000000
84.033613445,76.000000000,85.973684211,89.830508475,94.736842105,100.000000000
84.388185654,77.000000000,86.352422907,90.212765957,94.444444444,100.000000000
84.388185654,77.000000000,86.352422907,89.830508475,94.444444444,100.000000000
84.388185654,77.000000000,86.352422907,89.830508475,94.444444444,100.000000000
84.388185654,78.000000000,86.734513274,90.212765957,94.117647059,100.000000000
84.388185654,77.000000000,86.352422907,89.830508475,94.444444444,100.000000000
84.388185654,77.000000000,86.352422907,89.830508475,94.444444444,100.000000000
84.745762712,78.000000000,86.734513274,90.212765957,94.117647059,100.000000000
84.388185654,77.000000000,86.352422907,90.295358650,94.117647059,100.000000000
84.388185654,77.000000000,86.352422907,90.295358650,94.117647059,100.000000000
84.388185654,77.000000000,86.352422907,90.295358650,94.117647059,100.000000000
84.745762712,78.000000000,86.734513274,90.677966102,93.750000000,100.000000000
84.745762712,78.000000000,86.734513274,90.677966102,93.750000000,100.000000000
84.745762712,78.000000000,86.734513274,90.677966102,93.750000000,100.000000000
84.745762712,78.000000000,87.120000000,90.677966102,93.750000000,100.000000000
84.745762712,78.000000000,87.120000000,90.677966102,93.750000000,100.000000000
85.106382979,78.000000000,87.120000000,90.677966102,93.750000000,100.000000000
84.745762712,78.000000000,87.120000000,90.677966102,88.235294118,94.117647059
84.745762712,78.000000000,87.120000000,90.677966102,88.235294118,94.117647059
84.388185654,77.000000000,86.734513274,90.295358650,88.888888889,94.444444444
84.388185654,77.000000000,86.734513274,90.295358650,88.888888889,94.444444444
84.745762712,78.000000000,87.120000000,90.598290598,88.888888889,94.444444444
85.106382979,78.000000000,87.508928571,90.987124464,94.117647059,94.117647059
85.106382979,78.000000000,87.508928571,90.987124464,94.117647059,94.117647059
85.106382979,78.000000000,87.508928571,90.987124464,94.117647059,94.117647059
85.106382979,78.000000000,87.508928571,90.987124464,94.117647059,94.117647059
84.388185654,77.000000000,86.734513274,90.677966102,94.444444444,94.444444444
85.106382979,78.000000000,87.120000000,91.063829787,94.444444444,94.444444444
84.388185654,77.000000000,86.352422907,90.295358650,90.000000000,95.000000000
84.388185654,78.000000000,86.734513274,90.677966102,89.473684211,94.736842105
84.388185654,78.000000000,86.734513274,90.677966102,89.473684211,94.736842105
84.033613445,77.000000000,86.352422907,90.295358650,90.000000000,95.000000000
84.388185654,77.000000000,86.352422907,90.295358650,90.000000000,95.000000000
84.745762712,77.000000000,86.352422907,90.295358650,90.000000000,95.000000000
85.470085470,78.000000000,87.120000000,91.063829787,89.473684211,94.736842105
85.470085470,78.000000000,87.120000000,91.452991453,89.473684211,94.736842105
85.836909871,79.000000000,88.888888889,91.845493562,88.888888889,94.444444444
86.206896552,79.000000000,88.888888889,91.845493562,88.888888889,94.444444444
86.206896552,79.000000000,88.888888889,91.845493562,88.888888889,94.444444444
86.206896552,78.000000000,88.495575221,91.452991453,89.473684211,94.736842105
86.206896552,78.000000000,88.495575221,91.452991453,89.473684211,94.736842105
85.714285714,78.000000000,88.495575221,91.452991453,90.000000000,90.000000000
85.714285714,78.000000000,88.495575221,91.452991453,90.000000000,90.000000000
86.086956522,78.000000000,88.495575221,91.452991453,90.000000000,90.000000000
85.714285714,77.000000000,88.105726872,91.063829787,90.476190476,90.476190476
85.714285714,77.000000000,88.105726872,91.063829787,90.476190476,90.476190476
85.714285714,77.000000000,88.105726872,91.063829787,86.363636364,86.363636364
85.714285714,77.000000000,88.105726872,91.063829787,86.363636364,86.363636364
86.086956522,78.000000000,88.495575221,91.452991453,85.714285714,85.714285714
86.086956522,78.000000000,88.495575221,91.452991453,85.714285714,85.714285714
86.462882096,79.000000000,88.888888889,91.379310345,85.714285714,85.714285714
86.462882096,79.000000000,88.888888889,91.379310345,85.714285714,85.714285714
86.462882096,80.000000000,89.285714286,91.304347826,85.714285714,85.714285714
86.462882096,80.000000000,89.285714286,91.304347826,85.714285714,85.714285714
86.462882096,80.000000000,89.285714286,91.304347826,85.714285714,85.714285714
86.462882096,80.000000000,89.285714286,91.304347826,85.714285714,85.714285714
86.842105263,81.000000000,89.686098655,91.703056769,85.000000000,85.000000000
86.842105263,81.000000000,89.686098655,91.703056769,85.000000000,85.000000000
87.224669604,82.000000000,90.090090090,92.105263158,84.210526316,84.210526316
87.224669604,82.000000000,90.090090090,92.105263158,84.210526316,84.210526316
86.842105263,82.000000000,90.090090090,92.105263158,84.210526316,84.210526316
86.086956522,81.000000000,89.686098655,91.703056769,85.000000000,85.000000000
86.086956522,81.000000000,89.686098655,91.703056769,85.000000000,85.000000000
85.714285714,80.000000000,89.285714286,91.304347826,85.714285714,85.714285714
85.714285714,80.000000000,89.285714286,91.304347826,85.714285714,85.714285714
85.714285714,80.000000000,89.285714286,91.304347826,85.714285714,85.714285714
85.344827586,80.000000000,89.285714286,91.304347826,85.714285714,85.714285714
85.344827586,80.000000000,89.285714286,91.304347826,85.714285714,85.714285714
85.344827586,80.000000000,89.285714286,90.829694323,85.714285714,85.714285714
85.344827586,80.000000000,89.285714286,90.829694323,85.714285714,85.714285714
85.714285714,80.000000000,88.888888889,90.829694323,85.714285714,85.714285714
85.714285714,80.000000000,88.888888889,90.829694323,85.714285714,85.714285714
84.978540773,79.000000000,88.105726872,90.517241379,85.714285714,85.714285714
84.615384615,79.000000000,88.105726872,90.517241379,85.714285714,85.714285714
84.255319149,78.000000000,87.719298246,90.598290598,85.714285714,85.714285714
83.898305085,77.000000000,87.336244541,90.212765957,86.363636364,86.363636364
83.544303797,76.000000000,86.956521739,89.830508475,86.956521739,86.956521739
83.898305085,77.000000000,87.336244541,89.743589744,86.956521739,86.956521739
83.898305085,77.000000000,87.336244541,89.743589744,86.956521739,86.956521739
84.255319149,78.000000000,87.719298246,90.128755365,86.363636364,86.363636364
84.615384615,79.000000000,88.495575221,90.434782609,85.714285714,85.714285714
85.344827586,80.000000000,88.888888889,90.829694323,85.000000000,85.000000000
85.344827586,80.000000000,88.888888889,90.829694323,85.000000000,85.000000000
85.344827586,80.000000000,88.888888889,90.829694323,85.000000000,85.000000000
85.714285714,81.000000000,89.285714286,91.228070175,84.210526316,84.210526316
85.344827586,80.000000000,88.888888889,90.829694323,85.000000000,85.000000000
84.255319149,79.000000000,88.495575221,90.434782609,85.714285714,85.714285714
83.898305085,79.000000000,88.495575221,90.434782609,85.714285714,85.714285714
83.544303797,79.000000000,88.495575221,90.434782609,85.714285714,85.714285714
83.544303797,79.000000000,88.495575221,90.434782609,85.714285714,85.714285714
83.544303797,79.000000000,88.495575221,90.434782609,85.714285714,85.714285714
83.193277311,78.000000000,88.105726872,90.043290043,86.363636364,86.363636364
83.193277311,78.000000000,88.105726872,90.043290043,86.363636364,86.363636364
83.193277311,78.000000000,88.105726872,90.043290043,86.363636364,86.363636364
83.193277311,78.000000000,88.495575221,90.043290043,86.363636364,86.363636364
82.845188285,78.000000000,88.495575221,90.043290043,86.363636364,86.363636364
82.500000000,77.000000000,88.105726872,90.043290043,86.956521739,86.956521739
82.500000000,77.000000000,88.105726872,90.043290043,86.956521739,86.956521739
82.500000000,77.000000000,88.105726872,90.043290043,86.956521739,86.956521739
82.157676349,76.000000000,87.719298246,89.655172414,87.500000000,87.500000000
82.157676349,76.000000000,87.719298246,89.655172414,87.500000000,87.500000000
82.157676349,76.000000000,87.719298246,89.655172414,87.500000000,87.500000000
81.481481481,75.000000000,87.336244541,89.655172414,88.000000000,88.000000000
80.816326531,74.000000000,86.956521739,89.270386266,85.185185185,85.185185185
81.147540984,74.000000000,86.956521739,89.270386266,85.185185185,85.185185185
81.481481481,75.000000000,87.336244541,89.655172414,84.615384615,84.615384615
81.481481481,75.000000000,87.336244541,89.655172414,84.615384615,84.615384615
81.481481481,75.000000000,87.336244541,89.655172414,84.615384615,84.615384615
81.818181818,76.000000000,87.719298246,89.565217391,84.615384615,84.615384615
81.818181818,76.000000000,87.719298246,89.565217391,84.615384615,84.615384615
81.147540984,75.000000000,87.336244541,89.177489177,85.185185185,85.185185185
81.147540984,75.000000000,87.336244541,89.177489177,85.185185185,85.185185185
81.147540984,75.000000000,87.336244541,89.177489177,85.185185185,85.185185185
81.147540984,75.000000000,87.336244541,89.177489177,85.185185185,85.185185185
81.147540984,75.000000000,87.336244541,89.177489177,85.714285714,85.714285714
81.147540984,75.000000000,87.336244541,89.177489177,85.714285714,85.714285714
81.147540984,75.000000000,87.336244541,89.177489177,85.714285714,85.714285714
81.481481481,76.000000000,87.719298246,89.565217391,88.461538462,88.461538462
81.481481481,76.000000000,87.719298246,89.565217391,88.461538462,88.461538462
81.481481481,77.000000000,88.105726872,89.956331878,88.000000000,88.000000000
81.481481481,77.000000000,88.105726872,89.956331878,88.000000000,88.000000000
80.816326531,76.000000000,87.719298246,89.565217391,88.461538462,88.461538462
81.147540984,77.000000000,88.105726872,89.956331878,88.000000000,88.000000000
80.487804878,76.000000000,87.719298246,89.565217391,88.461538462,88.461538462
80.161943320,76.000000000,87.719298246,89.565217391,88.461538462,88.461538462
80.161943320,76.000000000,87.719298246,89.565217391,88.461538462,88.461538462
80.816326531,77.000000000,88.495575221,89.867841410,88.000000000,88.000000000
80.816326531,77.000000000,88.495575221,89.473684211,88.000000000,88.000000000
81.481481481,78.000000000,89.285714286,90.265486726,91.304347826,86.956521739
81.481481481,78.000000000,89.285714286,90.265486726,91.304347826,86.956521739
81.481481481,78.000000000,89.285714286,90.265486726,91.304347826,86.956521739
81.481481481,79.000000000,89.686098655,90.666666667,90.909090909,86.363636364
80.816326531,79.000000000,89.686098655,90.666666667,90.909090909,86.363636364
80.487804878,79.000000000,89.686098655,90.666666667,90.909090909,86.363636364
80.487804878,79.000000000,89.686098655,90.666666667,90.909090909,86.363636364
80.816326531,80.000000000,90.090090090,91.071428571,90.476190476,85.714285714
80.161943320,79.000000000,89.686098655,90.666666667,90.909090909,86.363636364
79.838709677,79.000000000,89.686098655,90.666666667,90.909090909,86.363636364
79.518072289,79.000000000,89.686098655,90.666666667,90.909090909,86.363636364
79.838709677,80.000000000,90.090090090,91.071428571,90.476190476,85.714285714
79.518072289,80.000000000,90.090090090,91.071428571,90.476190476,85.714285714
79.681274900,79.000000000,89.285714286,90.265486726,90.000000000,90.000000000
79.365079365,78.000000000,88.888888889,89.867841410,90.476190476,90.476190476
79.365079365,78.000000000,88.888888889,89.867841410,90.476190476,90.476190476
79.681274900,79.000000000,89.285714286,90.265486726,90.000000000,90.000000000
79.681274900,79.000000000,89.285714286,90.265486726,90.000000000,90.000000000
80.000000000,80.000000000,89.686098655,90.666666667,94.444444444,94.444444444
80.000000000,80.000000000,89.686098655,90.666666667,94.444444444,94.444444444
80.000000000,80.000000000,89.686098655,90.666666667,94.444444444,94.444444444
80.000000000,80.000000000,89.686098655,90.666666667,94.444444444,94.444444444
80.000000000,80.000000000,89.686098655,90.666666667,94.444444444,94.444444444
79.365079365,79.000000000,88.888888889,89.867841410,90.000000000,95.000000000
79.681274900,79.000000000,88.888888889,89.867841410,90.000000000,95.000000000
79.681274900,79.000000000,88.888888889,89.867841410,90.000000000,95.000000000
79.365079365,78.000000000,88.495575221,89.473684211,90.476190476,95.238095238
79.051383399,78.000000000,88.495575221,89.473684211,90.476190476,95.238095238
79.051383399,78.000000000,88.495575221,89.473684211,90.476190476,95.238095238
78.740157480,77.000000000,88.105726872,89.082969432,90.909090909,95.454545455
78.125000000,76.000000000,87.719298246,88.695652174,91.304347826,95.652173913
78.125000000,76.000000000,87.719298246,88.695652174,91.304347826,95.652173913
77.821011673,75.000000000,86.956521739,88.412017167,91.666666667,95.833333333
78.125000000,76.000000000,87.336244541,88.793103448,91.304347826,95.652173913
78.125000000,76.000000000,87.336244541,88.793103448,91.304347826,95.652173913
78.125000000,77.000000000,87.719298246,89.177489177,90.909090909,95.454545455
77.519379845,76.000000000,87.336244541,88.793103448,90.909090909,95.454545455
77.519379845,76.000000000,87.336244541,88.793103448,90.909090909,95.454545455
77.519379845,76.000000000,87.336244541,88.793103448,90.909090909,95.454545455
77.519379845,76.000000000,87.336244541,88.793103448,90.909090909,95.454545455
77.220077220,76.000000000,87.336244541,88.793103448,91.304347826,95.652173913
77.220077220,76.000000000,87.336244541,88.793103448,91.304347826,95.652173913
77.220077220,76.000000000,87.719298246,88.793103448,91.304347826,95.652173913
76.628352490,75.000000000,87.336244541,88.412017167,91.666666667,95.833333333
76.628352490,75.000000000,87.719298246,88.311688312,92.000000000,96.000000000
76.923076923,75.000000000,87.719298246,88.311688312,92.000000000,96.000000000
76.628352490,75.000000000,87.719298246,87.826086957,92.307692308,96.153846154
76.923076923,76.000000000,88.105726872,88.209606987,92.000000000,96.000000000
77.220077220,77.000000000,88.495575221,88.596491228,91.666666667,95.833333333
77.220077220,77.000000000,88.495575221,88.596491228,91.666666667,95.833333333
76.923076923,76.000000000,88.105726872,88.695652174,91.666666667,95.833333333
76.923076923,76.000000000,88.105726872,88.695652174,91.666666667,95.833333333
76.923076923,75.000000000,87.719298246,88.311688312,92.000000000,96.000000000
76.923076923,75.000000000,87.719298246,88.311688312,92.000000000,96.000000000
76.923076923,75.000000000,87.719298246,88.311688312,92.000000000,96.000000000
76.628352490,74.000000000,87.336244541,88.412017167,92.000000000,96.000000000
76.335877863,73.000000000,86.956521739,88.034188034,92.307692308,96.153846154
76.335877863,74.000000000,87.336244541,88.412017167,92.000000000,96.000000000
77.220077220,75.000000000,87.719298246,88.793103448,91.666666667,95.833333333
77.519379845,75.000000000,87.719298246,88.793103448,91.666666667,95.833333333
77.821011673,75.000000000,87.719298246,88.793103448,91.666666667,95.833333333
77.821011673,75.000000000,87.719298246,88.793103448,91.666666667,95.833333333
77.519379845,75.000000000,87.719298246,88.793103448,91.666666667,95.833333333
77.821011673,76.000000000,88.105726872,89.177489177,91.304347826,95.652173913
77.519379845,75.000000000,87.719298246,88.793103448,91.666666667,95.833333333
77.519379845,75.000000000,87.719298246,88.793103448,91.666666667,95.833333333
76.923076923,74.000000000,87.336244541,88.412017167,92.000000000,96.000000000
76.923076923,73.000000000,86.956521739,88.034188034,92.307692308,96.153846154
76.923076923,73.000000000,86.956521739,88.510638298,92.000000000,96.000000000
76.923076923,73.000000000,86.956521739,88.510638298,92.000000000,96.000000000
76.923076923,73.000000000,86.956521739,88.510638298,92.000000000,96.000000000
77.220077220,74.000000000,87.336244541,88.888888889,91.666666667,95.833333333
