'AtMostOne(Assign seriousness)','Init(Assign seriousness)',"'AlternateSuccession(Assign seriousness, Closed)'","'NotChainSuccession(Assign seriousness, Closed)'","'AlternateSuccession(Assign seriousness, Resolve ticket)'",'End(Closed)',"'CoExistence(Closed, Assign seriousness)'","'NotSuccession(Closed, Assign seriousness)'","'NotSuccession(Closed, Resolve ticket)'",'AtMostOne(Resolve ticket)','Participation(Resolve ticket)',"'NotSuccession(Resolve ticket, Assign seriousness)'","'ChainSuccession(Resolve ticket, Closed)'"
86.000000000,94.000000000,93.023255814,100.000000000,88.888888889,100.000000000,100.000000000,100.000000000,100.000000000,91.000000000,100.000000000,100.000000000,95.238095238
87.000000000,93.000000000,93.457943925,100.000000000,89.285714286,100.000000000,100.000000000,100.000000000,100.000000000,91.000000000,100.000000000,100.000000000,95.238095238
88.000000000,94.000000000,93.896713615,100.000000000,89.686098655,100.000000000,100.000000000,100.000000000,100.000000000,91.000000000,100.000000000,100.000000000,95.238095238
88.000000000,95.000000000,93.457943925,100.000000000,89.285714286,100.000000000,100.000000000,100.000000000,100.000000000,91.000000000,100.000000000,100.000000000,95.238095238
87.000000000,95.000000000,93.023255814,100.000000000,88.495575221,100.000000000,100.000000000,100.000000000,100.000000000,90.000000000,100.000000000,100.000000000,94.786729858
87.000000000,95.000000000,93.023255814,100.000000000,88.105726872,100.000000000,100.000000000,100.000000000,100.000000000,89.000000000,100.000000000,100.000000000,94.339622642
87.000000000,95.000000000,93.023255814,100.000000000,88.105726872,100.000000000,100.000000000,100.000000000,100.000000000,89.000000000,100.000000000,100.000000000,94.339622642
87.000000000,95.000000000,93.023255814,100.000000000,88.105726872,100.000000000,100.000000000,100.000000000,100.000000000,89.000000000,100.000000000,100.000000000,94.339622642
88.000000000,94.000000000,93.896713615,100.000000000,89.686098655,100.000000000,100.000000000,100.000000000,100.000000000,90.000000000,100.000000000,100.000000000,95.238095238
88.000000000,94.000000000,93.896713615,100.000000000,90.090090090,100.000000000,100.000000000,100.000000000,100.000000000,91.000000000,100.000000000,100.000000000,95.693779904
88.000000000,94.000000000,93.896713615,100.000000000,90.090090090,100.000000000,100.000000000,100.000000000,100.000000000,91.000000000,100.000000000,100.000000000,95.693779904
88.000000000,94.000000000,93.896713615,100.000000000,90.090090090,100.000000000,100.000000000,100.000000000,100.000000000,91.000000000,100.000000000,100.000000000,95.693779904
87.000000000,94.000000000,93.457943925,100.000000000,89.686098655,100.000000000,100.000000000,100.000000000,100.000000000,91.000000000,100.000000000,100.000000000,95.693779904
87.000000000,94.000000000,93.457943925,100.000000000,89.686098655,100.000000000,100.000000000,100.000000000,100.000000000,91.000000000,100.000000000,100.000000000,95.693779904
87.000000000,94.000000000,93.457943925,100.000000000,89.686098655,100.000000000,100.000000000,100.000000000,100.000000000,91.000000000,100.000000000,100.000000000,95.693779904
87.000000000,94.000000000,93.457943925,100.000000000,89.686098655,100.000000000,100.000000000,100.000000000,100.000000000,91.000000000,100.000000000,100.000000000,95.693779904
86.000000000,94.000000000,93.023255814,100.000000000,89.285714286,100.000000000,100.000000000,100.000000000,100.000000000,91.000000000,100.000000000,100.000000000,95.693779904
86.000000000,94.000000000,93.023255814,100.000000000,89.285714286,100.000000000,100.000000000,100.000000000,100.000000000,91.000000000,100.000000000,100.000000000,95.693779904
86.000000000,94.000000000,93.023255814,100.000000000,89.285714286,100.000000000,100.000000000,100.000000000,100.000000000,91.000000000,100.000000000,100.000000000,95.693779904
86.000000000,94.000000000,93.023255814,100.000000000,89.285714286,100.000000000,100.000000000,100.000000000,100.000000000,91.000000000,100.000000000,100.000000000,95.693779904
86.000000000,94.000000000,93.023255814,100.000000000,89.285714286,100.000000000,100.000000000,100.000000000,100.000000000,91.000000000,100.000000000,100.000000000,95.693779904
86.000000000,94.000000000,93.023255814,100.000000000,89.285714286,100.000000000,100.000000000,100.000000000,100.000000000,91.000000000,100.000000000,100.000000000,95.693779904
86.000000000,94.000000000,93.023255814,100.000000000,89.285714286,100.000000000,100.000000000,100.000000000,100.000000000,91.000000000,100.000000000,100.000000000,95.693779904
86.000000000,94.000000000,93.023255814,100.000000000,89.285714286,100.000000000,100.000000000,100.000000000,100.000000000,91.000000000,100.000000000,100.000000000,95.693779904
86.000000000,94.000000000,93.023255814,100.000000000,89.285714286,100.000000000,100.000000000,100.000000000,100.000000000,91.000000000,100.000000000,100.000000000,95.693779904
86.000000000,94.000000000,93.023255814,100.000000000,89.285714286,100.000000000,100.000000000,100.000000000,100.000000000,91.000000000,100.000000000,100.000000000,95.693779904
86.000000000,94.000000000,93.023255814,100.000000000,89.285714286,100.000000000,100.000000000,100.000000000,100.000000000,91.000000000,100.000000000,100.000000000,95.693779904
85.000000000,94.000000000,92.592592593,100.000000000,88.888888889,100.000000000,100.000000000,100.000000000,100.000000000,91.000000000,100.000000000,100.000000000,95.693779904
85.000000000,94.000000000,92.592592593,100.000000000,89.285714286,100.000000000,100.000000000,100.000000000,100.000000000,92.000000000,100.000000000,100.000000000,96.153846154
85.000000000,94.000000000,92.592592593,100.000000000,89.285714286,100.000000000,100.000000000,100.000000000,100.000000000,92.000000000,100.000000000,100.000000000,96.153846154
84.000000000,93.000000000,91.324200913,100.000000000,88.105726872,100.000000000,100.000000000,100.000000000,100.000000000,92.000000000,100.000000000,100.000000000,96.153846154
84.000000000,93.000000000,91.324200913,100.000000000,88.105726872,100.000000000,100.000000000,100.000000000,100.000000000,92.000000000,100.000000000,100.000000000,96.153846154
83.000000000,93.000000000,90.909090909,100.000000000,87.719298246,100.000000000,100.000000000,100.000000000,100.000000000,92.000000000,100.000000000,100.000000000,96.153846154
82.000000000,93.000000000,90.497737557,100.000000000,87.336244541,100.000000000,100.000000000,100.000000000,100.000000000,92.000000000,100.000000000,100.000000000,96.153846154
82.000000000,93.000000000,90.497737557,100.000000000,87.336244541,100.000000000,100.000000000,100.000000000,100.000000000,92.000000000,100.000000000,100.000000000,96.153846154
81.000000000,93.000000000,90.090090090,100.000000000,86.956521739,100.000000000,100.000000000,100.000000000,100.000000000,92.000000000,100.000000000,100.000000000,96.153846154
82.000000000,93.000000000,90.497737557,100.000000000,87.336244541,100.000000000,100.000000000,100.000000000,100.000000000,92.000000000,100.000000000,100.000000000,96.153846154
82.000000000,92.000000000,90.497737557,100.000000000,86.956521739,100.000000000,100.000000000,100.000000000,100.000000000,91.000000000,100.000000000,100.000000000,95.693779904
82.000000000,92.000000000,90.497737557,100.000000000,86.956521739,100.000000000,100.000000000,100.000000000,100.000000000,91.000000000,100.000000000,100.000000000,95.693779904
82.000000000,92.000000000,90.497737557,100.000000000,86.956521739,100.000000000,100.000000000,100.000000000,100.000000000,91.000000000,100.000000000,100.000000000,95.693779904
82.000000000,92.000000000,90.497737557,100.000000000,86.956521739,100.000000000,100.000000000,100.000000000,100.000000000,91.000000000,100.000000000,100.000000000,95.693779904
82.000000000,92.000000000,90.497737557,100.000000000,86.206896552,100.000000000,100.000000000,100.000000000,100.000000000,90.000000000,100.000000000,100.000000000,94.786729858
83.000000000,92.000000000,90.909090909,100.000000000,86.580086580,100.000000000,100.000000000,100.000000000,100.000000000,90.000000000,100.000000000,100.000000000,94.786729858
83.000000000,93.000000000,90.909090909,100.000000000,86.580086580,100.000000000,100.000000000,100.000000000,100.000000000,90.000000000,100.000000000,100.000000000,94.786729858
83.000000000,93.000000000,90.909090909,100.000000000,86.580086580,100.000000000,100.000000000,100.000000000,100.000000000,90.000000000,100.000000000,100.000000000,94.786729858
83.000000000,93.000000000,90.909090909,100.000000000,86.580086580,100.000000000,100.000000000,100.000000000,100.000000000,90.000000000,100.000000000,100.000000000,94.786729858
83.000000000,93.000000000,90.909090909,100.000000000,86.580086580,100.000000000,100.000000000,100.000000000,100.000000000,90.000000000,100.000000000,100.000000000,94.786729858
83.000000000,93.000000000,90.909090909,100.000000000,86.206896552,100.000000000,100.000000000,100.000000000,100.000000000,89.000000000,100.000000000,100.000000000,94.339622642
84.000000000,92.000000000,91.324200913,100.000000000,86.580086580,100.000000000,100.000000000,100.000000000,100.000000000,89.000000000,100.000000000,100.000000000,94.339622642
84.000000000,92.000000000,91.324200913,100.000000000,86.580086580,100.000000000,100.000000000,100.000000000,100.000000000,89.000000000,100.000000000,100.000000000,94.339622642
84.000000000,92.000000000,91.324200913,100.000000000,86.580086580,100.000000000,100.000000000,100.000000000,100.000000000,89.000000000,100.000000000,100.000000000,94.339622642
84.000000000,92.000000000,91.324200913,100.000000000,86.580086580,100.000000000,100.000000000,100.000000000,100.000000000,89.000000000,100.000000000,100.000000000,94.339622642
84.000000000,91.000000000,91.324200913,100.000000000,86.580086580,100.000000000,100.000000000,100.000000000,100.000000000,89.000000000,100.000000000,100.000000000,94.339622642
83.000000000,91.000000000,90.909090909,100.000000000,86.206896552,100.000000000,100.000000000,100.000000000,100.000000000,89.000000000,100.000000000,100.000000000,94.339622642
83.000000000,91.000000000,90.909090909,100.000000000,86.206896552,100.000000000,100.000000000,100.000000000,100.000000000,89.000000000,100.000000000,100.000000000,94.339622642
83.000000000,91.000000000,90.909090909,100.000000000,86.206896552,100.000000000,100.000000000,100.000000000,100.000000000,89.000000000,100.000000000,100.000000000,94.339622642
84.000000000,91.000000000,91.324200913,100.000000000,86.580086580,100.000000000,100.000000000,100.000000000,100.000000000,89.000000000,100.000000000,100.000000000,94.339622642
83.000000000,90.000000000,90.497737557,100.000000000,85.836909871,100.000000000,100.000000000,100.000000000,100.000000000,89.000000000,100.000000000,100.000000000,94.339622642
82.000000000,91.000000000,90.090090090,100.000000000,85.470085470,100.000000000,100.000000000,100.000000000,100.000000000,89.000000000,100.000000000,100.000000000,94.339622642
81.000000000,91.000000000,89.686098655,100.000000000,84.745762712,100.000000000,100.000000000,100.000000000,100.000000000,88.000000000,100.000000000,100.000000000,93.896713615
81.000000000,91.000000000,89.686098655,100.000000000,84.745762712,100.000000000,100.000000000,100.000000000,100.000000000,88.000000000,100.000000000,100.000000000,93.896713615
81.000000000,91.000000000,89.686098655,100.000000000,84.745762712,100.000000000,100.000000000,100.000000000,100.000000000,88.000000000,100.000000000,100.000000000,93.896713615
81.000000000,91.000000000,89.686098655,100.000000000,84.745762712,100.000000000,100.000000000,100.000000000,100.000000000,88.000000000,100.000000000,100.000000000,93.896713615
81.000000000,91.000000000,89.686098655,100.000000000,84.745762712,100.000000000,100.000000000,100.000000000,100.000000000,88.000000000,100.000000000,100.000000000,93.896713615
81.000000000,91.000000000,89.686098655,100.000000000,84.745762712,100.000000000,100.000000000,100.000000000,100.000000000,88.000000000,100.000000000,100.000000000,93.896713615
82.000000000,91.000000000,90.090090090,100.000000000,85.106382979,100.000000000,100.000000000,100.000000000,100.000000000,88.000000000,100.000000000,100.000000000,93.896713615
83.000000000,91.000000000,90.497737557,100.000000000,85.470085470,100.000000000,100.000000000,100.000000000,100.000000000,88.000000000,100.000000000,100.000000000,93.896713615
83.000000000,91.000000000,90.497737557,100.000000000,85.470085470,100.000000000,100.000000000,100.000000000,100.000000000,88.000000000,100.000000000,100.000000000,93.896713615
83.000000000,92.000000000,90.497737557,100.000000000,85.470085470,100.000000000,100.000000000,100.000000000,100.000000000,88.000000000,100.000000000,100.000000000,93.896713615
82.000000000,92.000000000,89.686098655,100.000000000,85.106382979,100.000000000,100.000000000,100.000000000,100.000000000,89.000000000,100.000000000,100.000000000,94.339622642
82.000000000,92.000000000,89.686098655,100.000000000,85.106382979,100.000000000,100.000000000,100.000000000,100.000000000,89.000000000,100.000000000,100.000000000,94.339622642
83.000000000,92.000000000,90.090090090,100.000000000,85.470085470,100.000000000,100.000000000,100.000000000,100.000000000,89.000000000,100.000000000,100.000000000,94.339622642
82.000000000,92.000000000,89.686098655,100.000000000,85.106382979,100.000000000,100.000000000,100.000000000,100.000000000,89.000000000,100.000000000,100.000000000,94.339622642
81.000000000,92.000000000,89.285714286,100.000000000,84.745762712,100.000000000,100.000000000,100.000000000,100.000000000,89.000000000,100.000000000,100.000000000,94.339622642
81.000000000,92.000000000,89.285714286,100.000000000,85.106382979,100.000000000,100.000000000,100.000000000,100.000000000,90.000000000,100.000000000,100.000000000,94.786729858
81.000000000,92.000000000,89.285714286,100.000000000,85.106382979,100.000000000,100.000000000,100.000000000,100.000000000,90.000000000,100.000000000,100.000000000,94.786729858
81.000000000,92.000000000,89.285714286,100.000000000,85.106382979,100.000000000,100.000000000,100.000000000,100.000000000,90.000000000,100.000000000,100.000000000,94.786729858
81.000000000,92.000000000,89.285714286,100.000000000,85.106382979,100.000000000,100.000000000,100.000000000,100.000000000,90.000000000,100.000000000,100.000000000,94.786729858
82.000000000,92.000000000,89.686098655,100.000000000,85.470085470,100.000000000,100.000000000,100.000000000,100.000000000,90.000000000,100.000000000,100.000000000,94.786729858
82.000000000,92.000000000,89.686098655,100.000000000,85.470085470,100.000000000,100.000000000,100.000000000,100.000000000,90.000000000,100.000000000,100.000000000,94.786729858
82.000000000,92.000000000,89.686098655,100.000000000,85.470085470,100.000000000,100.000000000,100.000000000,100.000000000,90.000000000,100.000000000,100.000000000,94.786729858
82.000000000,92.000000000,89.686098655,100.000000000,85.470085470,100.000000000,100.000000000,100.000000000,100.000000000,90.000000000,100.000000000,100.000000000,94.786729858
82.000000000,92.000000000,89.686098655,100.000000000,85.470085470,100.000000000,100.000000000,100.000000000,100.000000000,90.000000000,100.000000000,100.000000000,94.786729858
82.000000000,92.000000000,89.686098655,100.000000000,85.470085470,100.000000000,100.000000000,100.000000000,100.000000000,90.000000000,100.000000000,100.000000000,94.786729858
82.000000000,92.000000000,89.686098655,100.000000000,85.470085470,100.000000000,100.000000000,100.000000000,100.000000000,90.000000000,100.000000000,100.000000000,94.786729858
82.000000000,92.000000000,89.686098655,100.000000000,85.470085470,100.000000000,100.000000000,100.000000000,100.000000000,90.000000000,100.000000000,100.000000000,94.786729858
81.000000000,92.000000000,89.285714286,100.000000000,85.106382979,100.000000000,100.000000000,100.000000000,100.000000000,90.000000000,100.000000000,100.000000000,94.786729858
81.000000000,91.000000000,89.285714286,100.000000000,85.106382979,100.000000000,100.000000000,100.000000000,100.000000000,90.000000000,100.000000000,100.000000000,94.786729858
82.000000000,91.000000000,89.686098655,100.000000000,85.836909871,100.000000000,100.000000000,100.000000000,100.000000000,91.000000000,100.000000000,100.000000000,95.238095238
82.000000000,92.000000000,89.686098655,100.000000000,85.836909871,100.000000000,100.000000000,100.000000000,100.000000000,91.000000000,100.000000000,100.000000000,95.238095238
82.000000000,92.000000000,89.686098655,100.000000000,85.836909871,100.000000000,100.000000000,100.000000000,100.000000000,91.000000000,100.000000000,100.000000000,95.238095238
82.000000000,91.000000000,89.686098655,100.000000000,85.836909871,100.000000000,100.000000000,100.000000000,100.000000000,91.000000000,100.000000000,100.000000000,95.238095238
82.000000000,91.000000000,89.686098655,100.000000000,85.836909871,100.000000000,100.000000000,100.000000000,100.000000000,91.000000000,100.000000000,100.000000000,95.238095238
81.000000000,90.000000000,88.888888889,100.000000000,85.106382979,100.000000000,100.000000000,100.000000000,100.000000000,91.000000000,100.000000000,100.000000000,95.238095238
81.000000000,90.000000000,88.888888889,100.000000000,85.106382979,100.000000000,100.000000000,100.000000000,100.000000000,91.000000000,100.000000000,100.000000000,95.238095238
81.000000000,90.000000000,88.888888889,100.000000000,85.470085470,100.000000000,100.000000000,100.000000000,100.000000000,92.000000000,100.000000000,100.000000000,95.693779904
81.000000000,90.000000000,88.888888889,100.000000000,85.470085470,100.000000000,100.000000000,100.000000000,100.000000000,92.000000000,100.000000000,100.000000000,95.693779904
81.000000000,90.000000000,88.888888889,100.000000000,85.836909871,100.000000000,100.000000000,100.000000000,100.000000000,93.000000000,100.000000000,100.000000000,96.153846154
81.000000000,90.000000000,88.888888889,100.000000000,85.836909871,100.000000000,100.000000000,100.000000000,100.000000000,93.000000000,100.000000000,100.000000000,96.153846154
81.000000000,90.000000000,88.888888889,100.000000000,85.836909871,100.000000000,100.000000000,100.000000000,100.000000000,93.000000000,100.000000000,100.000000000,96.153846154
81.000000000,90.000000000,88.888888889,100.000000000,86.206896552,100.000000000,100.000000000,100.000000000,100.000000000,94.000000000,100.000000000,100.000000000,96.618357488
81.000000000,91.000000000,88.888888889,100.000000000,86.206896552,100.000000000,100.000000000,100.000000000,100.000000000,94.000000000,100.000000000,100.000000000,96.618357488
81.000000000,91.000000000,88.888888889,100.000000000,86.206896552,100.000000000,100.000000000,100.000000000,100.000000000,94.000000000,100.000000000,100.000000000,96.618357488
82.000000000,91.000000000,89.686098655,100.000000000,86.956521739,100.000000000,100.000000000,100.000000000,100.000000000,94.000000000,100.000000000,100.000000000,96.618357488
83.000000000,90.000000000,90.090090090,100.000000000,87.719298246,100.000000000,100.000000000,100.000000000,100.000000000,95.000000000,100.000000000,100.000000000,97.087378641
83.000000000,90.000000000,90.090090090,100.000000000,88.105726872,100.000000000,100.000000000,100.000000000,100.000000000,96.000000000,100.000000000,100.000000000,97.560975610
82.000000000,90.000000000,89.686098655,100.000000000,87.719298246,100.000000000,100.000000000,100.000000000,100.000000000,96.000000000,100.000000000,100.000000000,97.560975610
81.000000000,90.000000000,89.285714286,100.000000000,87.336244541,100.000000000,100.000000000,100.000000000,100.000000000,96.000000000,100.000000000,100.000000000,97.560975610
81.000000000,91.000000000,89.285714286,100.000000000,87.336244541,100.000000000,100.000000000,100.000000000,100.000000000,96.000000000,100.000000000,100.000000000,97.560975610
80.000000000,91.000000000,88.888888889,100.000000000,86.956521739,100.000000000,100.000000000,100.000000000,100.000000000,96.000000000,100.000000000,100.000000000,97.560975610
79.000000000,91.000000000,88.495575221,100.000000000,86.580086580,100.000000000,100.000000000,100.000000000,100.000000000,96.000000000,100.000000000,100.000000000,97.560975610
78.000000000,91.000000000,88.105726872,100.000000000,85.836909871,100.000000000,100.000000000,100.000000000,100.000000000,95.000000000,100.000000000,100.000000000,97.087378641
79.000000000,90.000000000,88.495575221,100.000000000,86.206896552,100.000000000,100.000000000,100.000000000,100.000000000,95.000000000,100.000000000,100.000000000,97.087378641
79.000000000,90.000000000,88.495575221,100.000000000,86.206896552,100.000000000,100.000000000,100.000000000,100.000000000,95.000000000,100.000000000,100.000000000,97.087378641
79.000000000,90.000000000,88.495575221,100.000000000,86.206896552,100.000000000,100.000000000,100.000000000,100.000000000,95.000000000,100.000000000,100.000000000,97.087378641
79.000000000,90.000000000,88.495575221,100.000000000,86.206896552,100.000000000,100.000000000,100.000000000,100.000000000,95.000000000,100.000000000,100.000000000,97.087378641
80.000000000,90.000000000,88.888888889,100.000000000,86.580086580,100.000000000,100.000000000,100.000000000,100.000000000,95.000000000,100.000000000,100.000000000,97.087378641
80.000000000,89.000000000,88.888888889,100.000000000,86.580086580,100.000000000,100.000000000,100.000000000,100.000000000,95.000000000,100.000000000,100.000000000,97.087378641
80.000000000,89.000000000,88.888888889,100.000000000,86.580086580,100.000000000,100.000000000,100.000000000,100.000000000,95.000000000,100.000000000,100.000000000,97.087378641
80.000000000,89.000000000,88.888888889,100.000000000,86.580086580,100.000000000,100.000000000,100.000000000,100.000000000,95.000000000,100.000000000,100.000000000,97.087378641
80.000000000,89.000000000,88.888888889,100.000000000,86.580086580,100.000000000,100.000000000,100.000000000,100.000000000,95.000000000,100.000000000,100.000000000,97.087378641
80.000000000,89.000000000,88.888888889,100.000000000,86.580086580,100.000000000,100.000000000,100.000000000,100.000000000,95.000000000,100.000000000,100.000000000,97.087378641
80.000000000,89.000000000,88.888888889,100.000000000,86.580086580,100.000000000,100.000000000,100.000000000,100.000000000,95.000000000,100.000000000,100.000000000,97.087378641
80.000000000,89.000000000,88.888888889,100.000000000,86.580086580,100.000000000,100.000000000,100.000000000,100.000000000,95.000000000,100.000000000,100.000000000,97.087378641
80.000000000,89.000000000,88.888888889,100.000000000,86.580086580,100.000000000,100.000000000,100.000000000,100.000000000,95.000000000,100.000000000,100.000000000,97.087378641
80.000000000,89.000000000,88.888888889,100.000000000,86.580086580,100.000000000,100.000000000,100.000000000,100.000000000,95.000000000,100.000000000,100.000000000,97.087378641
80.000000000,89.000000000,88.888888889,100.000000000,86.580086580,100.000000000,100.000000000,100.000000000,100.000000000,95.000000000,100.000000000,100.000000000,97.087378641
81.000000000,89.000000000,89.285714286,100.000000000,86.956521739,100.000000000,100.000000000,100.000000000,100.000000000,95.000000000,100.000000000,100.000000000,97.087378641
81.000000000,89.000000000,89.285714286,100.000000000,86.956521739,100.000000000,100.000000000,100.000000000,100.000000000,95.000000000,100.000000000,100.000000000,97.087378641
81.000000000,89.000000000,89.285714286,100.000000000,86.956521739,100.000000000,100.000000000,100.000000000,100.000000000,95.000000000,100.000000000,100.000000000,97.087378641
82.000000000,90.000000000,90.497737557,100.000000000,88.105726872,100.000000000,100.000000000,100.000000000,100.000000000,95.000000000,100.000000000,100.000000000,97.087378641
82.000000000,90.000000000,90.497737557,100.000000000,88.105726872,100.000000000,100.000000000,100.000000000,100.000000000,95.000000000,100.000000000,100.000000000,97.087378641
83.000000000,90.000000000,90.909090909,100.000000000,88.495575221,100.000000000,100.000000000,100.000000000,100.000000000,95.000000000,100.000000000,100.000000000,97.087378641
84.000000000,90.000000000,91.324200913,100.000000000,88.888888889,100.000000000,100.000000000,100.000000000,100.000000000,95.000000000,100.000000000,100.000000000,97.087378641
84.000000000,90.000000000,91.324200913,100.000000000,88.888888889,100.000000000,100.000000000,100.000000000,100.000000000,95.000000000,100.000000000,100.000000000,97.087378641
85.000000000,89.000000000,91.743119266,100.000000000,89.285714286,100.000000000,100.000000000,100.000000000,100.000000000,95.000000000,100.000000000,100.000000000,97.087378641
85.000000000,89.000000000,91.743119266,100.000000000,89.285714286,100.000000000,100.000000000,100.000000000,100.000000000,95.000000000,100.000000000,100.000000000,97.087378641
85.000000000,90.000000000,91.743119266,100.000000000,89.686098655,100.000000000,100.000000000,100.000000000,100.000000000,96.000000000,100.000000000,100.000000000,97.560975610
85.000000000,90.000000000,91.743119266,100.000000000,89.686098655,100.000000000,100.000000000,100.000000000,100.000000000,96.000000000,100.000000000,100.000000000,97.560975610
84.000000000,90.000000000,91.324200913,100.000000000,89.285714286,100.000000000,100.000000000,100.000000000,100.000000000,96.000000000,100.000000000,100.000000000,97.560975610
84.000000000,90.000000000,91.324200913,100.000000000,89.285714286,100.000000000,100.000000000,100.000000000,100.000000000,96.000000000,100.000000000,100.000000000,97.560975610
84.000000000,90.000000000,91.324200913,100.000000000,90.090090090,100.000000000,100.000000000,100.000000000,100.000000000,97.000000000,100.000000000,100.000000000,98.522167488
84.000000000,90.000000000,91.324200913,100.000000000,90.090090090,100.000000000,100.000000000,100.000000000,100.000000000,97.000000000,100.000000000,100.000000000,98.522167488
83.000000000,90.000000000,90.909090909,100.000000000,89.686098655,100.000000000,100.000000000,100.000000000,100.000000000,97.000000000,100.000000000,100.000000000,98.522167488
84.000000000,89.000000000,91.324200913,100.000000000,90.090090090,100.000000000,100.000000000,100.000000000,100.000000000,97.000000000,100.000000000,100.000000000,98.522167488
84.000000000,89.000000000,91.324200913,100.000000000,89.686098655,100.000000000,100.000000000,100.000000000,100.000000000,96.000000000,100.000000000,100.000000000,98.039215686
84.000000000,89.000000000,91.324200913,100.000000000,88.495575221,100.000000000,100.000000000,100.000000000,100.000000000,95.000000000,100.000000000,100.000000000,96.618357488
84.000000000,89.000000000,91.324200913,100.000000000,88.888888889,100.000000000,100.000000000,100.000000000,100.000000000,96.000000000,100.000000000,100.000000000,97.087378641
84.000000000,90.000000000,91.324200913,100.000000000,88.888888889,100.000000000,100.000000000,100.000000000,100.000000000,96.000000000,100.000000000,100.000000000,97.087378641
84.000000000,90.000000000,91.324200913,100.000000000,88.888888889,100.000000000,100.000000000,100.000000000,100.000000000,96.000000000,100.000000000,100.000000000,97.087378641
84.000000000,90.000000000,91.324200913,100.000000000,88.105726872,100.000000000,100.000000000,100.000000000,100.000000000,95.000000000,100.000000000,100.000000000,96.153846154
84.000000000,90.000000000,91.324200913,100.000000000,88.105726872,100.000000000,100.000000000,100.000000000,100.000000000,95.000000000,100.000000000,100.000000000,96.153846154
84.000000000,91.000000000,91.324200913,100.000000000,88.105726872,100.000000000,100.000000000,100.000000000,100.000000000,95.000000000,100.000000000,100.000000000,96.153846154
85.000000000,91.000000000,91.743119266,100.000000000,88.495575221,100.000000000,100.000000000,100.000000000,100.000000000,95.000000000,100.000000000,100.000000000,96.153846154
85.000000000,91.000000000,91.743119266,100.000000000,88.495575221,100.000000000,100.000000000,100.000000000,100.000000000,95.000000000,100.000000000,100.000000000,96.153846154
85.000000000,91.000000000,91.743119266,100.000000000,88.495575221,100.000000000,100.000000000,100.000000000,100.000000000,95.000000000,100.000000000,100.000000000,96.153846154
84.000000000,91.000000000,91.324200913,100.000000000,88.105726872,100.000000000,100.000000000,100.000000000,100.000000000,95.000000000,100.000000000,100.000000000,96.153846154
85.000000000,92.000000000,92.165898618,100.000000000,88.888888889,100.000000000,100.000000000,100.000000000,100.000000000,95.000000000,100.000000000,100.000000000,96.153846154
86.000000000,92.000000000,92.592592593,100.000000000,89.285714286,100.000000000,100.000000000,100.000000000,100.000000000,95.000000000,100.000000000,100.000000000,96.153846154
87.000000000,92.000000000,93.023255814,100.000000000,90.090090090,100.000000000,100.000000000,100.000000000,100.000000000,96.000000000,100.000000000,100.000000000,96.618357488
87.000000000,92.000000000,93.023255814,100.000000000,90.090090090,100.000000000,100.000000000,100.000000000,100.000000000,96.000000000,100.000000000,100.000000000,96.618357488
87.000000000,92.000000000,93.023255814,100.000000000,90.090090090,100.000000000,100.000000000,100.000000000,100.000000000,96.000000000,100.000000000,100.000000000,96.618357488
87.000000000,92.000000000,93.023255814,100.000000000,90.090090090,100.000000000,100.000000000,100.000000000,100.000000000,96.000000000,100.000000000,100.000000000,96.618357488
86.000000000,92.000000000,92.592592593,100.000000000,89.686098655,100.000000000,100.000000000,100.000000000,100.000000000,96.000000000,100.000000000,100.000000000,96.618357488
86.000000000,92.000000000,92.592592593,100.000000000,89.686098655,100.000000000,100.000000000,100.000000000,100.000000000,96.000000000,100.000000000,100.000000000,96.618357488
85.000000000,91.000000000,91.743119266,100.000000000,88.888888889,100.000000000,100.000000000,100.000000000,100.000000000,96.000000000,100.000000000,100.000000000,96.618357488
85.000000000,91.000000000,91.743119266,100.000000000,88.888888889,100.000000000,100.000000000,100.000000000,100.000000000,96.000000000,100.000000000,100.000000000,96.618357488
85.000000000,91.000000000,91.743119266,100.000000000,88.888888889,100.000000000,100.000000000,100.000000000,100.000000000,96.000000000,100.000000000,100.000000000,96.618357488
85.000000000,91.000000000,91.743119266,100.000000000,88.888888889,100.000000000,100.000000000,100.000000000,100.000000000,96.000000000,100.000000000,100.000000000,96.618357488
86.000000000,91.000000000,92.592592593,100.000000000,89.686098655,100.000000000,100.000000000,100.000000000,100.000000000,96.000000000,100.000000000,100.000000000,96.618357488
86.000000000,91.000000000,92.592592593,100.000000000,89.686098655,100.000000000,100.000000000,100.000000000,100.000000000,96.000000000,100.000000000,100.000000000,96.618357488
86.000000000,91.000000000,92.592592593,100.000000000,89.686098655,100.000000000,100.000000000,100.000000000,100.000000000,96.000000000,100.000000000,100.000000000,96.618357488
87.000000000,91.000000000,93.023255814,100.000000000,90.090090090,100.000000000,100.000000000,100.000000000,100.000000000,96.000000000,100.000000000,100.000000000,96.618357488
88.000000000,91.000000000,93.457943925,100.000000000,90.497737557,100.000000000,100.000000000,100.000000000,100.000000000,96.000000000,100.000000000,100.000000000,96.618357488
88.000000000,91.000000000,93.457943925,100.000000000,90.497737557,100.000000000,100.000000000,100.000000000,100.000000000,96.000000000,100.000000000,100.000000000,96.618357488
88.000000000,91.000000000,93.457943925,100.000000000,90.497737557,100.000000000,100.000000000,100.000000000,100.000000000,96.000000000,100.000000000,100.000000000,96.618357488
