"'NotChainSuccession(Assign seriousness, Resolve ticket)'","'Succession(Assign seriousness, Take in charge ticket)'","'CoExistence(Closed, Take in charge ticket)'","'NotSuccession(Closed, Take in charge ticket)'","'AlternatePrecedence(Take in charge ticket, Closed)'","'CoExistence(Resolve ticket, Take in charge ticket)'","'NotSuccession(Resolve ticket, Take in charge ticket)'","'AlternatePrecedence(Take in charge ticket, Resolve ticket)'",'Participation(Take in charge ticket)',"'CoExistence(Take in charge ticket, Assign seriousness)'","'NotSuccession(Take in charge ticket, Assign seriousness)'","'Succession(Take in charge ticket, Closed)'","'NotChainSuccession(Take in charge ticket, Closed)'","'Succession(Take in charge ticket, Resolve ticket)'","'Precedence(Take in charge ticket, Wait)'"
100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,92.369477912,99.074074074,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,97.058823529
100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,92.369477912,99.074074074,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,97.058823529
100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,92.338709677,99.074074074,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,96.969696970
100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,92.338709677,99.074074074,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,96.969696970
100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,94.628099174,99.056603774,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000
100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,94.605809129,99.056603774,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000
100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,94.583333333,99.056603774,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000
100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,95.798319328,99.047619048,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000
100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,95.798319328,99.047619048,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000
100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,95.798319328,99.047619048,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000
100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,95.798319328,99.047619048,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000
100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,95.798319328,99.047619048,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,96.666666667
100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,95.780590717,99.047619048,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,96.551724138
100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,95.762711864,99.047619048,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,96.428571429
100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,95.762711864,99.047619048,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,96.428571429
100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,95.762711864,99.047619048,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,90.000000000
100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,95.780590717,99.047619048,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,90.322580645
100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,95.798319328,98.113207547,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,90.322580645
100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,95.798319328,98.113207547,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,90.322580645
100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,95.780590717,98.113207547,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,90.000000000
100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,95.762711864,98.113207547,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,89.285714286
100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,95.762711864,98.113207547,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,89.285714286
100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,95.762711864,98.113207547,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,89.285714286
100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,95.762711864,98.113207547,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,89.285714286
100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,94.979079498,98.130841121,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,89.655172414
100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,94.979079498,98.130841121,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,89.655172414
100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,94.957983193,98.130841121,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,89.285714286
100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,94.957983193,98.130841121,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,89.655172414
100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,94.957983193,98.130841121,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,89.655172414
100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,94.957983193,97.222222222,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,86.206896552
100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,94.936708861,97.222222222,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,85.714285714
100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,94.936708861,97.222222222,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,85.714285714
100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,94.936708861,97.222222222,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,85.714285714
100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,96.170212766,96.296296296,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,85.185185185
100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,96.995708155,96.261682243,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,85.185185185
100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,96.982758621,96.261682243,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,85.185185185
100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,96.995708155,96.261682243,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,85.714285714
100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,97.033898305,96.261682243,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,86.666666667
100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,97.033898305,96.261682243,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,86.666666667
100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,96.218487395,96.296296296,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,86.666666667
100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,96.234309623,96.296296296,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,87.500000000
100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,96.234309623,96.296296296,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,87.500000000
100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,96.234309623,96.296296296,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,87.500000000
100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,96.250000000,96.296296296,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,87.500000000
100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,96.250000000,96.296296296,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,87.500000000
100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,96.234309623,96.296296296,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,87.096774194
100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,96.234309623,96.296296296,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,87.096774194
100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,96.250000000,96.296296296,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,87.500000000
100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,96.250000000,96.296296296,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,87.500000000
100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,96.296296296,96.296296296,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,88.571428571
100.000000000,100.000000000,100.000000000,100.000000000,99.009900990,100.000000000,96.296296296,96.296296296,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,88.571428571
100.000000000,100.000000000,100.000000000,100.000000000,99.009900990,100.000000000,95.510204082,96.330275229,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,88.571428571
100.000000000,100.000000000,100.000000000,100.000000000,99.009900990,100.000000000,95.510204082,96.330275229,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,88.571428571
100.000000000,100.000000000,100.000000000,100.000000000,99.009900990,100.000000000,95.510204082,96.330275229,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,88.571428571
100.000000000,100.000000000,100.000000000,100.000000000,99.009900990,100.000000000,95.510204082,96.330275229,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,88.571428571
100.000000000,100.000000000,100.000000000,100.000000000,99.009900990,100.000000000,95.528455285,96.330275229,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,88.888888889
100.000000000,100.000000000,100.000000000,100.000000000,99.009900990,100.000000000,95.528455285,96.330275229,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,88.888888889
100.000000000,100.000000000,100.000000000,100.000000000,99.009900990,100.000000000,95.528455285,96.330275229,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,88.888888889
100.000000000,100.000000000,100.000000000,100.000000000,99.009900990,100.000000000,95.510204082,97.222222222,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,88.888888889
100.000000000,100.000000000,100.000000000,100.000000000,99.009900990,100.000000000,95.510204082,97.222222222,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,88.888888889
100.000000000,100.000000000,100.000000000,100.000000000,99.009900990,100.000000000,95.510204082,97.222222222,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,88.888888889
100.000000000,100.000000000,100.000000000,100.000000000,99.009900990,100.000000000,95.510204082,97.222222222,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,88.888888889
100.000000000,100.000000000,100.000000000,100.000000000,99.009900990,100.000000000,95.491803279,97.222222222,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,88.571428571
100.000000000,100.000000000,100.000000000,100.000000000,99.009900990,100.000000000,95.510204082,97.222222222,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,88.888888889
100.000000000,100.000000000,100.000000000,100.000000000,99.009900990,100.000000000,95.510204082,97.222222222,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,88.888888889
99.000000000,97.772727273,100.000000000,100.000000000,99.009900990,100.000000000,94.354838710,97.247706422,100.000000000,97.772727273,99.000000000,100.000000000,100.000000000,100.000000000,89.189189189
99.000000000,97.782786885,100.000000000,100.000000000,99.009900990,100.000000000,94.400000000,97.247706422,100.000000000,97.782786885,99.000000000,100.000000000,100.000000000,100.000000000,89.189189189
99.000000000,97.782786885,100.000000000,100.000000000,99.009900990,100.000000000,94.400000000,97.247706422,100.000000000,97.782786885,99.000000000,100.000000000,100.000000000,100.000000000,89.189189189
99.000000000,97.782786885,100.000000000,100.000000000,99.009900990,100.000000000,94.400000000,97.247706422,100.000000000,97.782786885,99.000000000,100.000000000,100.000000000,100.000000000,89.189189189
99.000000000,97.792682927,100.000000000,100.000000000,99.009900990,100.000000000,94.444444444,97.247706422,100.000000000,97.792682927,99.000000000,100.000000000,100.000000000,100.000000000,89.473684211
99.000000000,97.797570850,100.000000000,100.000000000,99.009900990,100.000000000,94.466403162,97.247706422,100.000000000,97.797570850,99.000000000,100.000000000,100.000000000,100.000000000,89.743589744
99.000000000,97.802419355,100.000000000,100.000000000,99.009900990,100.000000000,93.725490196,97.272727273,100.000000000,97.802419355,99.000000000,100.000000000,100.000000000,100.000000000,89.743589744
99.000000000,97.807228916,100.000000000,100.000000000,99.009900990,100.000000000,93.750000000,97.272727273,100.000000000,97.807228916,99.000000000,100.000000000,100.000000000,100.000000000,90.000000000
99.000000000,97.812000000,100.000000000,100.000000000,99.009900990,100.000000000,93.774319066,97.272727273,100.000000000,97.812000000,99.000000000,100.000000000,100.000000000,100.000000000,90.243902439
99.000000000,97.807228916,100.000000000,100.000000000,99.009900990,100.000000000,93.750000000,97.272727273,100.000000000,97.807228916,99.000000000,100.000000000,100.000000000,100.000000000,90.000000000
99.000000000,97.807228916,100.000000000,100.000000000,99.009900990,100.000000000,93.750000000,97.272727273,100.000000000,97.807228916,99.000000000,100.000000000,100.000000000,100.000000000,90.000000000
99.000000000,97.802419355,100.000000000,100.000000000,99.009900990,100.000000000,93.725490196,97.272727273,100.000000000,97.802419355,99.000000000,100.000000000,100.000000000,100.000000000,89.743589744
99.000000000,97.797570850,100.000000000,100.000000000,99.009900990,100.000000000,93.700787402,97.272727273,100.000000000,97.797570850,99.000000000,100.000000000,100.000000000,100.000000000,89.473684211
99.000000000,97.797570850,100.000000000,100.000000000,99.009900990,100.000000000,93.700787402,97.272727273,100.000000000,97.797570850,99.000000000,100.000000000,100.000000000,100.000000000,89.473684211
99.000000000,97.802419355,100.000000000,100.000000000,99.009900990,100.000000000,93.725490196,97.272727273,100.000000000,97.802419355,99.000000000,100.000000000,100.000000000,100.000000000,89.473684211
99.000000000,97.802419355,100.000000000,100.000000000,99.009900990,100.000000000,93.725490196,97.272727273,100.000000000,97.802419355,99.000000000,100.000000000,100.000000000,100.000000000,89.743589744
99.000000000,97.802419355,100.000000000,100.000000000,99.009900990,100.000000000,93.725490196,97.272727273,100.000000000,97.802419355,99.000000000,100.000000000,100.000000000,100.000000000,90.000000000
99.000000000,97.797570850,100.000000000,100.000000000,99.009900990,100.000000000,94.466403162,97.247706422,100.000000000,97.797570850,99.000000000,100.000000000,100.000000000,100.000000000,90.000000000
99.000000000,97.792682927,100.000000000,100.000000000,99.009900990,100.000000000,94.444444444,97.247706422,100.000000000,97.792682927,99.000000000,100.000000000,100.000000000,100.000000000,89.743589744
99.000000000,97.782786885,100.000000000,100.000000000,99.009900990,100.000000000,94.400000000,97.247706422,100.000000000,97.782786885,99.000000000,100.000000000,100.000000000,100.000000000,89.189189189
99.000000000,97.782786885,100.000000000,100.000000000,99.009900990,100.000000000,94.400000000,97.247706422,100.000000000,97.782786885,99.000000000,100.000000000,100.000000000,100.000000000,89.189189189
99.000000000,97.782786885,100.000000000,100.000000000,99.009900990,100.000000000,94.400000000,97.247706422,100.000000000,97.782786885,99.000000000,100.000000000,100.000000000,100.000000000,89.189189189
99.000000000,97.787755102,100.000000000,100.000000000,99.009900990,100.000000000,94.422310757,97.247706422,100.000000000,97.787755102,99.000000000,100.000000000,100.000000000,100.000000000,89.189189189
99.000000000,97.782786885,100.000000000,100.000000000,99.009900990,100.000000000,94.400000000,97.247706422,100.000000000,97.782786885,99.000000000,100.000000000,100.000000000,100.000000000,88.888888889
99.000000000,97.782786885,100.000000000,100.000000000,99.009900990,100.000000000,94.400000000,97.247706422,100.000000000,97.782786885,99.000000000,100.000000000,100.000000000,100.000000000,88.888888889
99.000000000,97.762500000,100.000000000,100.000000000,99.009900990,100.000000000,95.510204082,97.222222222,100.000000000,97.762500000,99.000000000,100.000000000,100.000000000,100.000000000,88.235294118
99.000000000,97.762500000,100.000000000,100.000000000,99.009900990,100.000000000,95.510204082,97.222222222,100.000000000,97.762500000,99.000000000,100.000000000,100.000000000,100.000000000,88.235294118
99.000000000,97.762500000,100.000000000,100.000000000,99.009900990,100.000000000,95.510204082,97.222222222,100.000000000,97.762500000,99.000000000,100.000000000,100.000000000,100.000000000,88.235294118
99.000000000,97.762500000,100.000000000,100.000000000,99.009900990,100.000000000,95.510204082,97.222222222,100.000000000,97.762500000,99.000000000,100.000000000,100.000000000,100.000000000,88.235294118
99.000000000,97.767634855,100.000000000,100.000000000,99.009900990,100.000000000,95.528455285,97.222222222,100.000000000,97.767634855,99.000000000,100.000000000,100.000000000,100.000000000,88.571428571
99.000000000,97.767634855,100.000000000,100.000000000,99.009900990,100.000000000,95.528455285,97.222222222,100.000000000,97.767634855,99.000000000,100.000000000,100.000000000,100.000000000,88.571428571
99.000000000,97.767634855,100.000000000,100.000000000,99.009900990,100.000000000,95.528455285,97.222222222,100.000000000,97.767634855,99.000000000,100.000000000,100.000000000,100.000000000,88.571428571
99.000000000,97.787755102,100.000000000,100.000000000,99.009900990,100.000000000,94.422310757,97.247706422,100.000000000,97.787755102,99.000000000,100.000000000,100.000000000,100.000000000,89.473684211
99.000000000,97.782786885,100.000000000,100.000000000,99.009900990,100.000000000,94.400000000,97.247706422,100.000000000,97.782786885,99.000000000,100.000000000,100.000000000,100.000000000,89.189189189
99.000000000,97.782786885,100.000000000,100.000000000,99.009900990,100.000000000,94.400000000,97.247706422,100.000000000,97.782786885,99.000000000,100.000000000,100.000000000,100.000000000,89.473684211
99.000000000,97.792682927,100.000000000,100.000000000,99.009900990,100.000000000,94.444444444,97.247706422,100.000000000,97.792682927,99.000000000,100.000000000,100.000000000,100.000000000,89.473684211
99.000000000,97.792682927,100.000000000,100.000000000,99.009900990,100.000000000,94.444444444,97.247706422,100.000000000,97.792682927,99.000000000,100.000000000,100.000000000,100.000000000,89.473684211
99.000000000,97.797570850,100.000000000,100.000000000,99.009900990,100.000000000,94.466403162,97.247706422,100.000000000,97.797570850,99.000000000,100.000000000,100.000000000,100.000000000,89.743589744
99.000000000,97.802419355,100.000000000,100.000000000,99.009900990,100.000000000,94.488188976,97.247706422,100.000000000,97.802419355,99.000000000,100.000000000,100.000000000,100.000000000,90.000000000
99.000000000,97.797570850,100.000000000,100.000000000,99.009900990,100.000000000,94.466403162,97.247706422,100.000000000,97.797570850,99.000000000,100.000000000,100.000000000,100.000000000,89.743589744
99.000000000,97.797570850,100.000000000,100.000000000,99.009900990,100.000000000,94.466403162,97.247706422,100.000000000,97.797570850,99.000000000,100.000000000,100.000000000,100.000000000,89.743589744
99.000000000,97.797570850,100.000000000,100.000000000,99.009900990,100.000000000,94.466403162,97.247706422,100.000000000,97.797570850,99.000000000,100.000000000,100.000000000,100.000000000,89.743589744
99.000000000,97.787755102,100.000000000,100.000000000,99.009900990,100.000000000,94.444444444,97.247706422,100.000000000,97.787755102,99.000000000,100.000000000,100.000000000,100.000000000,89.473684211
99.000000000,97.787755102,100.000000000,100.000000000,99.009900990,100.000000000,94.444444444,97.247706422,100.000000000,97.787755102,99.000000000,100.000000000,100.000000000,100.000000000,89.473684211
99.000000000,97.782786885,100.000000000,100.000000000,99.009900990,100.000000000,94.444444444,97.247706422,100.000000000,97.782786885,99.000000000,100.000000000,100.000000000,100.000000000,89.473684211
99.000000000,97.782786885,100.000000000,100.000000000,99.009900990,100.000000000,94.444444444,97.247706422,100.000000000,97.782786885,99.000000000,100.000000000,100.000000000,100.000000000,89.189189189
99.000000000,97.772727273,100.000000000,100.000000000,99.009900990,100.000000000,94.422310757,97.247706422,100.000000000,97.772727273,99.000000000,100.000000000,100.000000000,100.000000000,91.428571429
99.000000000,97.777777778,100.000000000,100.000000000,99.009900990,100.000000000,94.444444444,97.247706422,100.000000000,97.777777778,99.000000000,100.000000000,100.000000000,100.000000000,91.666666667
99.000000000,97.782786885,100.000000000,100.000000000,99.009900990,100.000000000,94.466403162,97.247706422,100.000000000,97.782786885,99.000000000,100.000000000,100.000000000,100.000000000,91.891891892
99.000000000,97.787755102,100.000000000,100.000000000,99.009900990,100.000000000,94.488188976,97.247706422,100.000000000,97.787755102,99.000000000,100.000000000,100.000000000,100.000000000,92.105263158
99.000000000,97.792682927,100.000000000,100.000000000,99.009900990,100.000000000,94.509803922,97.247706422,100.000000000,97.792682927,99.000000000,100.000000000,100.000000000,100.000000000,97.297297297
99.000000000,97.787755102,100.000000000,100.000000000,99.009900990,100.000000000,94.509803922,97.247706422,100.000000000,97.787755102,99.000000000,100.000000000,100.000000000,100.000000000,97.297297297
99.000000000,97.787755102,100.000000000,100.000000000,99.009900990,100.000000000,94.488188976,98.148148148,100.000000000,97.787755102,99.000000000,100.000000000,100.000000000,100.000000000,97.297297297
99.000000000,97.792682927,100.000000000,100.000000000,99.009900990,100.000000000,94.509803922,98.148148148,100.000000000,97.792682927,99.000000000,100.000000000,100.000000000,100.000000000,97.368421053
99.000000000,97.807228916,100.000000000,100.000000000,99.009900990,100.000000000,93.436293436,98.165137615,100.000000000,97.807228916,99.000000000,100.000000000,100.000000000,100.000000000,97.500000000
99.000000000,97.816733068,100.000000000,100.000000000,99.009900990,100.000000000,93.486590038,98.165137615,100.000000000,97.816733068,99.000000000,100.000000000,100.000000000,100.000000000,97.500000000
99.000000000,97.816733068,100.000000000,100.000000000,99.009900990,100.000000000,93.486590038,98.165137615,100.000000000,97.816733068,99.000000000,100.000000000,100.000000000,100.000000000,97.500000000
99.000000000,97.821428571,100.000000000,100.000000000,98.039215686,100.000000000,93.511450382,98.165137615,100.000000000,97.821428571,99.000000000,100.000000000,100.000000000,100.000000000,97.560975610
99.000000000,97.826086957,100.000000000,100.000000000,98.039215686,100.000000000,93.536121673,98.165137615,100.000000000,97.826086957,99.000000000,100.000000000,100.000000000,100.000000000,97.619047619
99.000000000,97.816733068,100.000000000,100.000000000,98.039215686,100.000000000,94.230769231,98.148148148,100.000000000,97.816733068,99.000000000,100.000000000,100.000000000,100.000000000,97.560975610
99.000000000,97.816733068,100.000000000,100.000000000,98.039215686,100.000000000,94.230769231,98.148148148,100.000000000,97.816733068,99.000000000,100.000000000,100.000000000,100.000000000,97.560975610
99.000000000,97.816733068,100.000000000,100.000000000,98.039215686,100.000000000,94.230769231,98.148148148,100.000000000,97.816733068,99.000000000,100.000000000,100.000000000,100.000000000,97.560975610
99.000000000,97.816733068,100.000000000,100.000000000,98.039215686,100.000000000,94.230769231,98.148148148,100.000000000,97.816733068,99.000000000,100.000000000,100.000000000,100.000000000,97.500000000
99.000000000,97.830708661,100.000000000,100.000000000,98.039215686,100.000000000,93.181818182,98.165137615,100.000000000,97.830708661,99.000000000,100.000000000,100.000000000,100.000000000,97.619047619
99.000000000,97.830708661,100.000000000,100.000000000,98.039215686,100.000000000,93.155893536,99.074074074,100.000000000,97.830708661,99.000000000,100.000000000,100.000000000,100.000000000,100.000000000
99.000000000,97.830708661,100.000000000,100.000000000,98.039215686,100.000000000,93.155893536,99.074074074,100.000000000,97.830708661,99.000000000,100.000000000,100.000000000,100.000000000,100.000000000
99.000000000,97.839843750,100.000000000,100.000000000,98.039215686,100.000000000,93.207547170,99.074074074,100.000000000,97.839843750,99.000000000,100.000000000,100.000000000,100.000000000,100.000000000
99.000000000,97.844357977,100.000000000,100.000000000,98.039215686,100.000000000,93.233082707,99.074074074,100.000000000,97.844357977,99.000000000,100.000000000,100.000000000,100.000000000,100.000000000
99.000000000,97.844357977,100.000000000,100.000000000,98.039215686,100.000000000,93.207547170,100.000000000,100.000000000,97.844357977,99.000000000,100.000000000,100.000000000,100.000000000,100.000000000
99.000000000,97.848837209,100.000000000,100.000000000,98.039215686,100.000000000,93.233082707,100.000000000,100.000000000,97.848837209,99.000000000,100.000000000,100.000000000,100.000000000,100.000000000
99.000000000,97.848837209,100.000000000,100.000000000,98.039215686,100.000000000,93.233082707,100.000000000,100.000000000,97.848837209,99.000000000,100.000000000,100.000000000,100.000000000,100.000000000
99.000000000,97.844357977,100.000000000,100.000000000,98.039215686,100.000000000,93.207547170,100.000000000,100.000000000,97.844357977,99.000000000,100.000000000,100.000000000,100.000000000,100.000000000
99.000000000,97.830708661,100.000000000,100.000000000,98.039215686,100.000000000,93.129770992,100.000000000,100.000000000,97.830708661,99.000000000,100.000000000,100.000000000,100.000000000,100.000000000
99.000000000,97.830708661,100.000000000,100.000000000,98.039215686,100.000000000,93.129770992,100.000000000,100.000000000,97.830708661,99.000000000,100.000000000,100.000000000,100.000000000,100.000000000
99.000000000,97.830708661,100.000000000,100.000000000,98.039215686,100.000000000,93.869731801,100.000000000,100.000000000,97.830708661,99.000000000,100.000000000,100.000000000,100.000000000,100.000000000
99.000000000,97.830708661,100.000000000,100.000000000,98.039215686,100.000000000,93.869731801,100.000000000,100.000000000,97.830708661,99.000000000,100.000000000,100.000000000,100.000000000,100.000000000
99.000000000,97.835294118,100.000000000,100.000000000,98.039215686,100.000000000,93.893129771,100.000000000,100.000000000,97.835294118,99.000000000,100.000000000,100.000000000,100.000000000,100.000000000
99.000000000,97.835294118,100.000000000,100.000000000,98.039215686,100.000000000,93.893129771,100.000000000,100.000000000,97.835294118,99.000000000,100.000000000,100.000000000,100.000000000,100.000000000
99.000000000,97.830708661,100.000000000,100.000000000,98.039215686,100.000000000,93.869731801,100.000000000,100.000000000,97.830708661,99.000000000,100.000000000,100.000000000,100.000000000,100.000000000
99.000000000,97.830708661,100.000000000,100.000000000,98.039215686,100.000000000,93.869731801,100.000000000,100.000000000,97.830708661,99.000000000,100.000000000,100.000000000,100.000000000,100.000000000
99.000000000,97.830708661,100.000000000,100.000000000,98.039215686,100.000000000,93.869731801,100.000000000,100.000000000,97.830708661,99.000000000,100.000000000,100.000000000,100.000000000,100.000000000
99.000000000,97.830708661,100.000000000,100.000000000,98.039215686,100.000000000,93.869731801,100.000000000,100.000000000,97.830708661,99.000000000,100.000000000,100.000000000,100.000000000,100.000000000
99.000000000,97.826086957,100.000000000,100.000000000,98.039215686,100.000000000,93.846153846,100.000000000,100.000000000,97.826086957,99.000000000,100.000000000,100.000000000,100.000000000,100.000000000
99.000000000,97.826086957,100.000000000,100.000000000,98.039215686,100.000000000,93.846153846,100.000000000,100.000000000,97.826086957,99.000000000,100.000000000,100.000000000,100.000000000,100.000000000
99.000000000,97.816733068,100.000000000,100.000000000,98.039215686,100.000000000,93.798449612,100.000000000,100.000000000,97.816733068,99.000000000,100.000000000,100.000000000,100.000000000,100.000000000
99.000000000,97.812000000,100.000000000,100.000000000,99.009900990,100.000000000,93.774319066,100.000000000,100.000000000,97.812000000,99.000000000,100.000000000,100.000000000,100.000000000,100.000000000
