"'AlternateResponse(Assign seriousness, Wait)'","'NotChainSuccession(Assign seriousness, Wait)'","'RespondedExistence(Closed, Wait)'","'NotSuccession(Closed, Wait)'","'RespondedExistence(Resolve ticket, Wait)'","'NotSuccession(Resolve ticket, Wait)'","'ChainResponse(Take in charge ticket, Wait)'",'AtMostOne(Wait)',"'RespondedExistence(Wait, Assign seriousness)'","'NotSuccession(Wait, Assign seriousness)'","'AlternateResponse(Wait, Closed)'","'NotChainSuccession(Wait, Closed)'","'AlternateResponse(Wait, Resolve ticket)'","'RespondedExistence(Wait, Take in charge ticket)'","'NotSuccession(Wait, Take in charge ticket)'"
24.786324786,26.680000000,29.000000000,29.000000000,33.035714286,27.000000000,19.565217391,27.840000000,29.000000000,29.000000000,25.484848485,29.000000000,25.484848485,29.000000000,17.467836257
25.641025641,27.615894040,30.000000000,30.000000000,34.513274336,27.551020408,20.000000000,28.800000000,30.000000000,30.000000000,26.470588235,30.000000000,26.470588235,30.000000000,17.931034483
25.641025641,27.615894040,30.000000000,30.000000000,33.928571429,27.534246575,20.143884892,28.800000000,30.000000000,30.000000000,26.470588235,30.000000000,26.470588235,30.000000000,18.034682081
25.641025641,27.615894040,30.000000000,30.000000000,33.928571429,27.534246575,20.143884892,28.800000000,30.000000000,30.000000000,26.470588235,30.000000000,26.470588235,30.000000000,18.034682081
24.786324786,26.680000000,29.000000000,29.000000000,33.035714286,26.600000000,19.565217391,27.840000000,29.000000000,29.000000000,25.484848485,29.000000000,25.484848485,29.000000000,17.637426901
24.576271186,26.695364238,29.000000000,29.000000000,33.035714286,26.600000000,19.565217391,27.840000000,29.000000000,29.000000000,25.484848485,29.000000000,25.484848485,29.000000000,17.637426901
25.000000000,26.664429530,29.000000000,29.000000000,32.432432432,26.986111111,19.708029197,27.840000000,29.000000000,29.000000000,25.484848485,29.000000000,25.484848485,29.000000000,17.570588235
26.086956522,27.181208054,30.000000000,30.000000000,33.333333333,27.931034483,19.708029197,28.800000000,30.000000000,30.000000000,26.470588235,30.000000000,26.470588235,30.000000000,17.894736842
25.217391304,26.256756757,29.000000000,29.000000000,31.818181818,27.377622378,19.259259259,27.840000000,29.000000000,29.000000000,25.484848485,29.000000000,25.484848485,29.000000000,17.434523810
26.086956522,27.181208054,30.000000000,30.000000000,32.727272727,28.333333333,19.852941176,28.800000000,30.000000000,30.000000000,26.470588235,30.000000000,26.470588235,30.000000000,17.823529412
26.086956522,27.181208054,30.000000000,30.000000000,32.727272727,28.333333333,19.852941176,28.800000000,30.000000000,30.000000000,26.470588235,30.000000000,26.470588235,30.000000000,17.823529412
25.438596491,26.238095238,29.000000000,29.000000000,31.192660550,27.366197183,19.259259259,27.840000000,29.000000000,29.000000000,25.484848485,29.000000000,25.484848485,29.000000000,17.434523810
26.315789474,27.162162162,30.000000000,30.000000000,32.110091743,28.321678322,19.852941176,28.800000000,30.000000000,30.000000000,26.470588235,30.000000000,26.470588235,30.000000000,17.823529412
26.315789474,27.162162162,30.000000000,30.000000000,32.110091743,28.321678322,19.852941176,28.800000000,30.000000000,30.000000000,26.470588235,30.000000000,26.470588235,30.000000000,17.823529412
26.315789474,27.162162162,30.000000000,30.000000000,31.481481481,28.732394366,20.000000000,28.800000000,30.000000000,30.000000000,26.470588235,30.000000000,26.470588235,30.000000000,17.751479290
26.086956522,27.181208054,30.000000000,30.000000000,31.481481481,28.732394366,20.000000000,28.800000000,30.000000000,30.000000000,26.470588235,30.000000000,26.470588235,30.000000000,17.751479290
26.086956522,27.181208054,30.000000000,30.000000000,31.481481481,28.732394366,20.000000000,28.800000000,30.000000000,30.000000000,26.470588235,30.000000000,26.470588235,30.000000000,17.751479290
26.086956522,27.181208054,30.000000000,30.000000000,31.481481481,28.732394366,20.000000000,28.800000000,30.000000000,30.000000000,26.470588235,30.000000000,26.470588235,30.000000000,17.751479290
26.086956522,27.181208054,30.000000000,30.000000000,31.481481481,28.732394366,20.000000000,28.800000000,30.000000000,30.000000000,26.470588235,30.000000000,26.470588235,30.000000000,17.751479290
26.086956522,27.181208054,30.000000000,30.000000000,31.481481481,28.732394366,20.000000000,28.800000000,30.000000000,30.000000000,26.470588235,30.000000000,26.470588235,30.000000000,17.751479290
26.956521739,28.106666667,31.000000000,31.000000000,32.407407407,29.699300699,20.588235294,29.760000000,31.000000000,31.000000000,27.457142857,31.000000000,27.457142857,31.000000000,18.128654971
26.086956522,27.181208054,30.000000000,30.000000000,30.841121495,28.723404255,20.149253731,28.800000000,30.000000000,30.000000000,26.470588235,30.000000000,26.470588235,30.000000000,17.857142857
26.086956522,27.567567568,30.000000000,30.000000000,31.481481481,28.297872340,20.000000000,29.100000000,30.000000000,30.000000000,27.272727273,30.000000000,27.272727273,30.000000000,18.214285714
26.086956522,27.567567568,30.000000000,30.000000000,31.481481481,28.297872340,20.000000000,29.100000000,30.000000000,30.000000000,27.272727273,30.000000000,27.272727273,30.000000000,18.214285714
26.956521739,28.503355705,31.000000000,31.000000000,33.027522936,29.265734266,20.588235294,30.070000000,31.000000000,31.000000000,28.264705882,31.000000000,28.264705882,31.000000000,18.600000000
26.086956522,27.567567568,30.000000000,30.000000000,32.110091743,28.309859155,20.000000000,29.100000000,30.000000000,30.000000000,27.272727273,30.000000000,27.272727273,30.000000000,18.214285714
26.086956522,27.567567568,30.000000000,30.000000000,32.110091743,28.309859155,20.000000000,29.100000000,30.000000000,30.000000000,27.272727273,30.000000000,27.272727273,30.000000000,18.214285714
26.956521739,28.503355705,31.000000000,31.000000000,33.636363636,28.847222222,20.437956204,30.070000000,31.000000000,31.000000000,28.264705882,31.000000000,28.264705882,31.000000000,18.672514620
27.192982456,28.503355705,31.000000000,31.000000000,33.636363636,28.862068966,20.437956204,29.760000000,31.000000000,31.000000000,27.457142857,31.000000000,27.457142857,31.000000000,18.563953488
26.548672566,27.551020408,30.000000000,30.000000000,32.727272727,27.916666667,19.852941176,28.800000000,30.000000000,30.000000000,26.470588235,30.000000000,26.470588235,30.000000000,18.176470588
26.315789474,27.583892617,30.000000000,30.000000000,32.727272727,27.931034483,20.437956204,28.500000000,30.000000000,30.000000000,25.714285714,30.000000000,25.714285714,30.000000000,17.965116279
26.956521739,28.552631579,31.000000000,31.000000000,34.234234234,28.486486486,21.428571429,29.140000000,31.000000000,31.000000000,25.972972973,31.000000000,26.810810811,31.000000000,18.039548023
26.956521739,28.552631579,31.000000000,31.000000000,33.928571429,28.503355705,21.428571429,29.140000000,31.000000000,31.000000000,25.972972973,31.000000000,26.810810811,31.000000000,18.039548023
26.086956522,27.615894040,30.000000000,30.000000000,33.035714286,27.567567568,20.863309353,28.200000000,30.000000000,30.000000000,25.000000000,30.000000000,25.833333333,30.000000000,17.657142857
26.086956522,27.615894040,30.000000000,30.000000000,33.035714286,27.567567568,20.863309353,28.200000000,30.000000000,30.000000000,25.000000000,30.000000000,25.833333333,30.000000000,17.657142857
26.548672566,27.583892617,30.000000000,30.000000000,33.636363636,27.534246575,21.167883212,28.200000000,30.000000000,30.000000000,25.000000000,30.000000000,25.833333333,30.000000000,17.514450867
26.548672566,27.583892617,30.000000000,30.000000000,33.944954128,27.517241379,21.323529412,28.200000000,30.000000000,30.000000000,25.000000000,30.000000000,25.833333333,30.000000000,17.441860465
26.548672566,27.631578947,30.000000000,30.000000000,33.944954128,27.567567568,23.021582734,27.900000000,30.000000000,30.000000000,23.076923077,30.000000000,23.846153846,30.000000000,16.853932584
26.548672566,27.631578947,30.000000000,30.000000000,33.944954128,27.567567568,23.021582734,27.900000000,30.000000000,30.000000000,23.076923077,30.000000000,23.846153846,30.000000000,16.853932584
25.438596491,27.092105263,29.000000000,29.000000000,33.027522936,26.632653061,23.021582734,26.970000000,29.000000000,29.000000000,22.131578947,29.000000000,22.894736842,29.000000000,16.548022599
25.438596491,27.092105263,29.000000000,29.000000000,33.027522936,26.632653061,23.021582734,26.970000000,29.000000000,29.000000000,22.131578947,29.000000000,22.894736842,29.000000000,16.548022599
25.438596491,27.092105263,29.000000000,29.000000000,33.027522936,26.632653061,23.021582734,26.970000000,29.000000000,29.000000000,22.131578947,29.000000000,22.894736842,29.000000000,16.548022599
26.315789474,28.039215686,30.000000000,30.000000000,33.944954128,27.567567568,23.571428571,27.900000000,30.000000000,30.000000000,23.076923077,30.000000000,23.846153846,30.000000000,16.927374302
25.217391304,27.473684211,29.000000000,29.000000000,33.027522936,26.616438356,23.021582734,27.260000000,29.000000000,29.000000000,22.729729730,29.000000000,23.513513514,29.000000000,16.806818182
25.217391304,27.855263158,29.000000000,29.000000000,33.027522936,26.616438356,23.571428571,27.260000000,29.000000000,29.000000000,22.729729730,29.000000000,23.513513514,29.000000000,16.875706215
24.347826087,26.887417219,28.000000000,28.000000000,32.110091743,25.682758621,23.021582734,26.320000000,28.000000000,28.000000000,21.777777778,28.000000000,22.555555556,28.000000000,16.480000000
24.347826087,26.887417219,28.000000000,28.000000000,32.110091743,25.682758621,23.021582734,26.320000000,28.000000000,28.000000000,21.777777778,28.000000000,22.555555556,28.000000000,16.480000000
25.217391304,27.862745098,29.000000000,29.000000000,33.027522936,26.632653061,24.113475177,26.970000000,29.000000000,29.000000000,22.131578947,29.000000000,22.894736842,29.000000000,16.687150838
25.217391304,27.862745098,29.000000000,29.000000000,33.027522936,26.632653061,24.113475177,26.970000000,29.000000000,29.000000000,22.131578947,29.000000000,22.894736842,29.000000000,16.687150838
25.217391304,27.862745098,29.000000000,29.000000000,33.027522936,26.632653061,24.113475177,26.970000000,29.000000000,29.000000000,22.131578947,29.000000000,22.894736842,29.000000000,16.687150838
25.217391304,27.862745098,29.000000000,29.000000000,33.027522936,26.632653061,23.943661972,26.970000000,29.000000000,29.000000000,22.131578947,29.000000000,22.894736842,29.000000000,16.755555556
25.217391304,27.862745098,29.000000000,29.000000000,33.027522936,26.632653061,23.943661972,26.970000000,29.000000000,29.000000000,22.131578947,29.000000000,22.894736842,29.000000000,16.755555556
25.217391304,27.862745098,29.000000000,29.000000000,33.027522936,26.632653061,23.943661972,26.970000000,29.000000000,29.000000000,22.131578947,29.000000000,22.894736842,29.000000000,16.755555556
26.086956522,28.831168831,30.000000000,30.000000000,33.944954128,27.567567568,24.475524476,27.900000000,30.000000000,30.000000000,23.076923077,30.000000000,23.846153846,30.000000000,17.142857143
25.862068966,28.838709677,30.000000000,30.000000000,33.944954128,27.567567568,24.475524476,27.900000000,30.000000000,30.000000000,23.076923077,30.000000000,23.846153846,30.000000000,17.142857143
25.862068966,28.838709677,30.000000000,30.000000000,34.259259259,27.551020408,24.647887324,27.900000000,30.000000000,30.000000000,23.076923077,30.000000000,23.846153846,30.000000000,17.071823204
25.862068966,28.838709677,30.000000000,30.000000000,34.259259259,27.551020408,24.647887324,27.900000000,30.000000000,30.000000000,23.076923077,30.000000000,23.846153846,30.000000000,17.071823204
25.210084034,28.860759494,30.000000000,30.000000000,34.259259259,27.551020408,24.647887324,27.900000000,30.000000000,30.000000000,23.076923077,30.000000000,23.846153846,30.000000000,17.071823204
24.369747899,28.261146497,29.000000000,29.000000000,33.333333333,26.616438356,24.647887324,26.970000000,29.000000000,29.000000000,22.131578947,29.000000000,22.894736842,29.000000000,16.755555556
24.166666667,28.265822785,29.000000000,29.000000000,33.333333333,26.616438356,24.647887324,26.970000000,29.000000000,29.000000000,22.131578947,29.000000000,22.894736842,29.000000000,16.755555556
23.966942149,28.270440252,29.000000000,29.000000000,33.333333333,26.616438356,24.647887324,26.970000000,29.000000000,29.000000000,22.131578947,29.000000000,22.894736842,29.000000000,16.755555556
23.966942149,28.270440252,29.000000000,29.000000000,33.333333333,26.616438356,24.647887324,26.970000000,29.000000000,29.000000000,22.131578947,29.000000000,22.894736842,29.000000000,16.755555556
22.950819672,27.295597484,28.000000000,28.000000000,32.407407407,25.682758621,24.113475177,26.040000000,28.000000000,28.000000000,21.189189189,28.000000000,21.945945946,28.000000000,16.359550562
23.140495868,27.291139241,28.000000000,28.000000000,32.407407407,25.682758621,24.113475177,26.040000000,28.000000000,28.000000000,21.189189189,28.000000000,21.945945946,28.000000000,16.359550562
23.140495868,27.291139241,28.000000000,28.000000000,32.110091743,25.698630137,23.943661972,26.040000000,28.000000000,28.000000000,21.189189189,28.000000000,21.945945946,28.000000000,16.424581006
23.140495868,27.291139241,28.000000000,28.000000000,32.110091743,25.698630137,23.943661972,26.040000000,28.000000000,28.000000000,21.189189189,28.000000000,21.945945946,28.000000000,16.424581006
23.140495868,27.291139241,28.000000000,28.000000000,32.110091743,25.698630137,23.943661972,26.040000000,28.000000000,28.000000000,21.189189189,28.000000000,21.945945946,28.000000000,16.424581006
23.140495868,27.291139241,28.000000000,28.000000000,32.110091743,25.698630137,23.943661972,26.040000000,28.000000000,28.000000000,21.189189189,28.000000000,21.945945946,28.000000000,16.424581006
23.140495868,27.291139241,28.000000000,28.000000000,31.531531532,25.729729730,23.611111111,26.040000000,28.000000000,28.000000000,21.189189189,28.000000000,21.945945946,28.000000000,16.552486188
23.333333333,27.286624204,28.000000000,28.000000000,31.531531532,25.729729730,23.611111111,26.040000000,28.000000000,28.000000000,21.189189189,28.000000000,21.945945946,28.000000000,16.552486188
24.166666667,28.265822785,29.000000000,29.000000000,32.432432432,26.664429530,24.137931034,26.970000000,29.000000000,29.000000000,22.131578947,29.000000000,22.894736842,29.000000000,16.956284153
24.166666667,28.265822785,29.000000000,29.000000000,32.432432432,26.664429530,24.137931034,26.970000000,29.000000000,29.000000000,22.131578947,29.000000000,22.894736842,29.000000000,16.956284153
24.166666667,28.265822785,29.000000000,29.000000000,32.432432432,26.664429530,24.137931034,26.970000000,29.000000000,29.000000000,22.131578947,29.000000000,22.894736842,29.000000000,16.956284153
24.166666667,28.265822785,29.000000000,29.000000000,32.432432432,26.664429530,24.137931034,26.970000000,29.000000000,29.000000000,22.131578947,29.000000000,22.894736842,29.000000000,16.956284153
24.166666667,28.265822785,29.000000000,29.000000000,32.142857143,26.680000000,23.972602740,26.970000000,29.000000000,29.000000000,22.131578947,29.000000000,22.894736842,29.000000000,17.021739130
24.369747899,28.261146497,29.000000000,29.000000000,32.142857143,26.680000000,23.972602740,26.970000000,29.000000000,29.000000000,22.131578947,29.000000000,22.894736842,29.000000000,17.021739130
24.369747899,28.261146497,29.000000000,29.000000000,32.142857143,26.680000000,23.972602740,26.970000000,29.000000000,29.000000000,22.131578947,29.000000000,22.894736842,29.000000000,17.021739130
24.369747899,28.261146497,29.000000000,29.000000000,32.142857143,26.680000000,23.972602740,26.970000000,29.000000000,29.000000000,22.131578947,29.000000000,22.894736842,29.000000000,17.021739130
25.210084034,29.245283019,30.000000000,30.000000000,33.035714286,27.631578947,25.000000000,27.600000000,30.000000000,30.000000000,22.500000000,30.000000000,23.250000000,30.000000000,17.234042553
25.210084034,29.245283019,30.000000000,30.000000000,33.035714286,27.631578947,25.000000000,27.600000000,30.000000000,30.000000000,22.500000000,30.000000000,23.250000000,30.000000000,17.234042553
24.166666667,28.270440252,29.000000000,29.000000000,32.142857143,26.695364238,24.489795918,26.680000000,29.000000000,29.000000000,21.564102564,29.000000000,22.307692308,29.000000000,16.838709677
24.166666667,28.270440252,29.000000000,29.000000000,32.142857143,26.695364238,24.489795918,26.680000000,29.000000000,29.000000000,21.564102564,29.000000000,22.307692308,29.000000000,16.838709677
24.166666667,28.270440252,29.000000000,29.000000000,32.142857143,26.695364238,24.489795918,26.680000000,29.000000000,29.000000000,21.564102564,29.000000000,22.307692308,29.000000000,16.838709677
24.369747899,28.265822785,29.000000000,29.000000000,32.142857143,26.695364238,24.489795918,26.680000000,29.000000000,29.000000000,21.564102564,29.000000000,22.307692308,29.000000000,16.838709677
23.140495868,27.295597484,28.000000000,28.000000000,31.250000000,25.760000000,23.972602740,25.760000000,28.000000000,28.000000000,20.631578947,28.000000000,21.368421053,28.000000000,16.434782609
22.950819672,27.300000000,28.000000000,28.000000000,31.250000000,25.760000000,23.972602740,25.760000000,28.000000000,28.000000000,20.631578947,28.000000000,21.368421053,28.000000000,16.434782609
22.764227642,27.304347826,28.000000000,28.000000000,30.973451327,25.774834437,23.972602740,25.760000000,28.000000000,28.000000000,20.631578947,28.000000000,21.368421053,28.000000000,16.434782609
21.951219512,26.325000000,27.000000000,27.000000000,30.088495575,24.840000000,23.448275862,24.840000000,27.000000000,27.000000000,19.702702703,27.000000000,20.432432432,27.000000000,16.021978022
21.951219512,26.325000000,27.000000000,27.000000000,30.088495575,24.840000000,23.448275862,24.840000000,27.000000000,27.000000000,19.702702703,27.000000000,20.432432432,27.000000000,16.021978022
21.138211382,25.670886076,26.000000000,26.000000000,29.203539823,23.891891892,22.916666667,24.180000000,26.000000000,26.000000000,19.314285714,26.000000000,20.057142857,26.000000000,15.832402235
21.951219512,26.660377358,27.000000000,27.000000000,30.088495575,24.825503356,23.448275862,25.110000000,27.000000000,27.000000000,20.250000000,27.000000000,21.000000000,27.000000000,16.259668508
22.764227642,27.300000000,28.000000000,28.000000000,30.973451327,25.760000000,23.448275862,26.040000000,28.000000000,28.000000000,21.189189189,28.000000000,21.945945946,28.000000000,16.615384615
22.950819672,27.295597484,28.000000000,28.000000000,30.973451327,25.760000000,23.448275862,26.040000000,28.000000000,28.000000000,21.189189189,28.000000000,21.945945946,28.000000000,16.615384615
23.140495868,27.291139241,28.000000000,28.000000000,30.973451327,25.760000000,23.448275862,26.040000000,28.000000000,28.000000000,21.189189189,28.000000000,21.945945946,28.000000000,16.615384615
23.140495868,27.291139241,28.000000000,28.000000000,30.973451327,25.760000000,23.448275862,26.040000000,28.000000000,28.000000000,21.189189189,28.000000000,21.945945946,28.000000000,16.615384615
23.140495868,27.291139241,28.000000000,28.000000000,30.973451327,25.760000000,23.448275862,26.040000000,28.000000000,28.000000000,21.189189189,28.000000000,21.945945946,28.000000000,16.615384615
21.951219512,26.320754717,27.000000000,27.000000000,29.464285714,25.175675676,23.076923077,25.110000000,27.000000000,27.000000000,20.250000000,27.000000000,21.000000000,27.000000000,16.139664804
21.951219512,26.320754717,27.000000000,27.000000000,29.464285714,25.175675676,23.076923077,25.110000000,27.000000000,27.000000000,20.250000000,27.000000000,21.000000000,27.000000000,16.139664804
21.311475410,25.333333333,26.000000000,26.000000000,28.571428571,24.219178082,21.985815603,24.440000000,26.000000000,26.000000000,19.882352941,26.000000000,20.647058824,26.000000000,15.897142857
21.138211382,25.337579618,26.000000000,26.000000000,28.571428571,24.219178082,21.985815603,24.440000000,26.000000000,26.000000000,19.882352941,26.000000000,20.647058824,26.000000000,15.897142857
20.161290323,24.363057325,25.000000000,25.000000000,27.678571429,23.275862069,21.428571429,23.500000000,25.000000000,25.000000000,18.939393939,25.000000000,19.696969697,25.000000000,15.462427746
20.161290323,24.367088608,25.000000000,25.000000000,27.027027027,23.620689655,22.142857143,23.250000000,25.000000000,25.000000000,18.382352941,25.000000000,19.117647059,25.000000000,15.229885057
20.161290323,24.367088608,25.000000000,25.000000000,27.027027027,23.620689655,21.830985915,23.250000000,25.000000000,25.000000000,18.382352941,25.000000000,19.117647059,25.000000000,15.340909091
20.161290323,24.367088608,25.000000000,25.000000000,27.027027027,23.620689655,21.830985915,23.250000000,25.000000000,25.000000000,18.382352941,25.000000000,19.117647059,25.000000000,15.340909091
20.967741935,25.350000000,26.000000000,26.000000000,27.927927928,24.585034014,22.377622378,23.920000000,26.000000000,26.000000000,18.777777778,26.000000000,19.500000000,26.000000000,15.687150838
21.951219512,26.329192547,27.000000000,27.000000000,28.828828829,25.550335570,23.448275862,24.570000000,27.000000000,27.000000000,19.184210526,27.000000000,19.894736842,27.000000000,15.934426230
21.138211382,25.350000000,26.000000000,26.000000000,27.927927928,24.594594595,22.916666667,23.660000000,26.000000000,26.000000000,18.270270270,26.000000000,18.972972973,26.000000000,15.513812155
20.325203252,24.685534591,25.000000000,25.000000000,27.027027027,23.639455782,22.916666667,22.750000000,25.000000000,25.000000000,17.361111111,25.000000000,18.055555556,25.000000000,15.138888889
20.325203252,24.685534591,25.000000000,25.000000000,27.027027027,23.639455782,22.916666667,22.750000000,25.000000000,25.000000000,17.361111111,25.000000000,18.055555556,25.000000000,15.138888889
19.512195122,23.696202532,24.000000000,24.000000000,26.126126126,22.684931507,22.377622378,21.840000000,24.000000000,24.000000000,16.457142857,24.000000000,17.142857143,24.000000000,14.696629213
19.512195122,23.696202532,24.000000000,24.000000000,26.126126126,22.684931507,22.377622378,21.840000000,24.000000000,24.000000000,16.457142857,24.000000000,17.142857143,24.000000000,14.696629213
20.325203252,24.685534591,25.000000000,25.000000000,27.027027027,23.639455782,22.916666667,22.750000000,25.000000000,25.000000000,17.361111111,25.000000000,18.055555556,25.000000000,15.138888889
19.512195122,23.696202532,24.000000000,24.000000000,26.126126126,22.684931507,22.377622378,21.840000000,24.000000000,24.000000000,16.457142857,24.000000000,17.142857143,24.000000000,14.696629213
20.161290323,24.687500000,25.000000000,25.000000000,27.027027027,23.639455782,22.916666667,22.750000000,25.000000000,25.000000000,17.361111111,25.000000000,18.055555556,25.000000000,15.138888889
19.354838710,23.698113208,24.000000000,24.000000000,26.126126126,22.684931507,22.377622378,21.840000000,24.000000000,24.000000000,16.457142857,24.000000000,17.142857143,24.000000000,14.696629213
18.699186992,22.707006369,23.000000000,23.000000000,24.545454545,22.041666667,21.985815603,20.930000000,23.000000000,23.000000000,15.558823529,23.000000000,16.235294118,23.000000000,14.194285714
19.512195122,23.696202532,24.000000000,24.000000000,25.454545455,23.006896552,22.535211268,21.840000000,24.000000000,24.000000000,16.457142857,24.000000000,17.142857143,24.000000000,14.644067797
19.512195122,23.696202532,24.000000000,24.000000000,25.454545455,23.006896552,22.535211268,21.840000000,24.000000000,24.000000000,16.457142857,24.000000000,17.142857143,24.000000000,14.644067797
19.512195122,23.696202532,24.000000000,24.000000000,25.454545455,23.006896552,22.535211268,21.840000000,24.000000000,24.000000000,16.457142857,24.000000000,17.142857143,24.000000000,14.644067797
19.512195122,23.696202532,24.000000000,24.000000000,25.454545455,23.006896552,22.535211268,21.840000000,24.000000000,24.000000000,16.457142857,24.000000000,17.142857143,24.000000000,14.644067797
18.400000000,22.710691824,23.000000000,23.000000000,24.545454545,22.041666667,21.985815603,20.930000000,23.000000000,23.000000000,15.558823529,23.000000000,16.235294118,23.000000000,14.194285714
18.400000000,22.710691824,23.000000000,23.000000000,24.545454545,22.041666667,21.985815603,20.930000000,23.000000000,23.000000000,15.558823529,23.000000000,16.235294118,23.000000000,14.194285714
17.600000000,21.721518987,22.000000000,22.000000000,22.935779817,21.380281690,21.582733813,20.020000000,22.000000000,22.000000000,14.666666667,22.000000000,15.333333333,22.000000000,13.686046512
18.400000000,22.710691824,23.000000000,23.000000000,23.853211009,22.356643357,22.142857143,20.930000000,23.000000000,23.000000000,15.558823529,23.000000000,16.235294118,23.000000000,14.143678161
17.600000000,21.721518987,22.000000000,22.000000000,22.222222222,21.375886525,21.582733813,20.020000000,22.000000000,22.000000000,14.666666667,22.000000000,15.333333333,22.000000000,13.686046512
17.600000000,21.721518987,22.000000000,22.000000000,22.222222222,21.375886525,21.582733813,20.020000000,22.000000000,22.000000000,14.666666667,22.000000000,15.333333333,22.000000000,13.686046512
17.600000000,21.721518987,22.000000000,22.000000000,22.222222222,21.375886525,21.582733813,20.020000000,22.000000000,22.000000000,14.666666667,22.000000000,15.333333333,22.000000000,13.686046512
16.800000000,20.732484076,21.000000000,21.000000000,20.560747664,20.697841727,21.167883212,19.110000000,21.000000000,21.000000000,13.781250000,21.000000000,14.437500000,21.000000000,13.171597633
16.000000000,19.741935484,20.000000000,20.000000000,19.626168224,19.708029197,20.588235294,18.400000000,20.000000000,20.000000000,13.333333333,20.000000000,14.000000000,20.000000000,12.771084337
16.000000000,19.741935484,20.000000000,20.000000000,19.626168224,19.708029197,20.588235294,18.400000000,20.000000000,20.000000000,13.333333333,20.000000000,14.000000000,20.000000000,12.771084337
15.447154472,18.748344371,19.000000000,19.000000000,18.691588785,18.718518519,19.402985075,17.670000000,19.000000000,19.000000000,12.892857143,19.000000000,13.571428571,19.000000000,12.432098765
14.754098361,17.756756757,18.000000000,18.000000000,16.981132075,18.000000000,18.320610687,16.920000000,18.000000000,18.000000000,12.461538462,18.000000000,12.461538462,18.000000000,12.152866242
14.754098361,17.756756757,18.000000000,18.000000000,17.142857143,18.000000000,18.320610687,16.920000000,18.000000000,18.000000000,12.461538462,18.000000000,12.461538462,18.000000000,12.152866242
15.447154472,18.746666667,19.000000000,19.000000000,18.095238095,19.000000000,18.939393939,17.860000000,19.000000000,19.000000000,13.370370370,19.000000000,13.370370370,19.000000000,12.666666667
15.322580645,18.748344371,19.000000000,19.000000000,18.095238095,19.000000000,18.939393939,17.860000000,19.000000000,19.000000000,13.370370370,19.000000000,13.370370370,19.000000000,12.666666667
15.322580645,18.748344371,19.000000000,19.000000000,18.095238095,19.000000000,18.939393939,17.860000000,19.000000000,19.000000000,13.370370370,19.000000000,13.370370370,19.000000000,12.666666667
15.200000000,18.750000000,19.000000000,19.000000000,18.095238095,19.000000000,18.939393939,17.860000000,19.000000000,19.000000000,13.370370370,19.000000000,13.370370370,19.000000000,12.666666667
14.285714286,17.758389262,18.000000000,18.000000000,17.142857143,18.000000000,16.406250000,17.100000000,18.000000000,18.000000000,14.086956522,18.000000000,14.086956522,18.000000000,12.635761589
14.173228346,17.760000000,18.000000000,18.000000000,16.981132075,18.000000000,16.279069767,17.100000000,18.000000000,18.000000000,14.086956522,18.000000000,14.086956522,18.000000000,12.671052632
14.285714286,17.758389262,18.000000000,18.000000000,16.981132075,18.000000000,16.279069767,17.100000000,18.000000000,18.000000000,14.086956522,18.000000000,14.086956522,18.000000000,12.671052632
14.285714286,17.758389262,18.000000000,18.000000000,16.981132075,18.000000000,16.279069767,17.100000000,18.000000000,18.000000000,14.086956522,18.000000000,14.086956522,18.000000000,12.671052632
14.285714286,17.758389262,18.000000000,18.000000000,16.981132075,18.000000000,16.279069767,17.100000000,18.000000000,18.000000000,14.086956522,18.000000000,14.086956522,18.000000000,12.671052632
13.492063492,16.770270270,17.000000000,17.000000000,16.037735849,17.000000000,15.625000000,16.150000000,17.000000000,17.000000000,13.136363636,17.000000000,13.136363636,17.000000000,12.126666667
13.600000000,16.768707483,17.000000000,17.000000000,16.037735849,17.000000000,15.625000000,16.150000000,17.000000000,17.000000000,13.136363636,17.000000000,13.136363636,17.000000000,12.126666667
12.800000000,15.780821918,16.000000000,16.000000000,15.094339623,16.000000000,14.960629921,15.200000000,16.000000000,16.000000000,12.190476190,16.000000000,12.190476190,16.000000000,11.567567568
13.600000000,16.768707483,17.000000000,17.000000000,16.037735849,17.000000000,15.625000000,16.150000000,17.000000000,17.000000000,13.136363636,17.000000000,13.136363636,17.000000000,12.126666667
13.600000000,16.768707483,17.000000000,17.000000000,16.037735849,17.000000000,15.625000000,16.150000000,17.000000000,17.000000000,13.136363636,17.000000000,13.136363636,17.000000000,12.126666667
12.800000000,15.779310345,16.000000000,16.000000000,15.094339623,16.000000000,14.285714286,15.360000000,16.000000000,16.000000000,12.800000000,16.000000000,12.800000000,16.000000000,11.726027397
12.800000000,15.779310345,16.000000000,16.000000000,15.094339623,16.000000000,14.285714286,15.360000000,16.000000000,16.000000000,12.800000000,16.000000000,12.800000000,16.000000000,11.726027397
12.800000000,15.779310345,16.000000000,16.000000000,15.094339623,16.000000000,14.285714286,15.360000000,16.000000000,16.000000000,12.800000000,16.000000000,12.800000000,16.000000000,11.726027397
12.800000000,15.779310345,16.000000000,16.000000000,15.094339623,16.000000000,14.400000000,15.360000000,16.000000000,16.000000000,12.800000000,16.000000000,12.800000000,16.000000000,11.696551724
