Case ID,Activity,Resource,Complete Timestamp,Variant,Variant index,concept:name,impact,lifecycle:transition,oranization country,org:group,org:role,organization country,organization involved,product,resource country
1-573830584,Accepted-Assigned,Mikael,2012/01/18 12:54:46.000,Variant 85,85,Accepted,Major,Assigned,se,Org line C,E_6,,,PROD148,Sweden
1-573830584,Accepted-In Progress,Lena,2012/01/18 12:54:47.000,Variant 85,85,Accepted,Major,In Progress,se,Org line C,E_6,,,PROD148,Sweden
1-573830584,Accepted-Assigned,Mikael,2012/03/30 11:13:30.000,Variant 85,85,Accepted,Major,Assigned,se,Org line C,E_6,,,PROD148,Sweden
1-573830584,Accepted-Assigned,Lena,2012/03/30 13:56:49.000,Variant 85,85,Accepted,Major,Assigned,se,Org line C,E_6,,,PROD148,Sweden
1-573830584,Accepted-Assigned,Lena,2012/03/30 14:05:12.000,Variant 85,85,Accepted,Major,Assigned,se,Org line C,E_6,,,PROD148,Sweden
1-573830584,Accepted-In Progress,Lena,2012/03/30 15:58:40.000,Variant 85,85,Accepted,Major,In Progress,se,Org line C,E_6,,,PROD148,Sweden
1-573830584,Completed-Closed,Lena,2012/03/30 15:58:45.000,Variant 85,85,Completed,Major,Closed,se,Org line C,E_6,,,PROD148,Sweden
1-574222268,Accepted-In Progress,David,2011/09/14 16:33:52.000,Variant 86,86,Accepted,Medium,In Progress,se,Org line G4,,,,PROD412,Sweden
1-574222268,Accepted-Assigned,David,2012/01/30 13:41:47.000,Variant 86,86,Accepted,Medium,Assigned,se,Org line G4,,,,PROD412,Sweden
1-574222268,Accepted-Assigned,David,2012/01/30 13:41:48.000,Variant 86,86,Accepted,Medium,Assigned,se,Org line G4,,,,PROD412,Sweden
1-574222268,Accepted-Assigned,David,2012/01/30 21:44:11.000,Variant 86,86,Accepted,Medium,Assigned,se,Org line G4,,,,PROD412,Sweden
1-574222268,Accepted-In Progress,David,2012/01/30 21:46:13.000,Variant 86,86,Accepted,Medium,In Progress,se,Org line G4,,,,PROD412,Sweden
1-574222268,Completed-Closed,David,2012/01/30 21:46:22.000,Variant 86,86,Completed,Medium,Closed,se,Org line G4,,,,PROD412,Sweden
1-574623837,Accepted-In Progress,Radoslaw,2011/09/15 15:59:18.000,Variant 9,9,Accepted,Major,In Progress,pl,Org line A2,A2_3,,,PROD791,POLAND
1-574623837,Accepted-Assigned,Radoslaw,2011/10/12 13:02:06.000,Variant 9,9,Accepted,Major,Assigned,pl,Org line A2,A2_3,,,PROD791,POLAND
1-574623837,Accepted-In Progress,Radoslaw,2012/01/19 13:05:18.000,Variant 9,9,Accepted,Major,In Progress,pl,Org line A2,A2_3,,,PROD791,POLAND
1-574623837,Completed-Closed,Radoslaw,2012/01/19 13:08:49.000,Variant 9,9,Completed,Major,Closed,pl,Org line A2,A2_3,,,PROD791,POLAND
1-575690736,Accepted-In Progress,Wim,2011/09/19 15:44:47.000,Variant 87,87,Accepted,High,In Progress,us,Org line D,D_2,,,PROD618,Belgium
1-575690736,Accepted-In Progress,Wim,2011/09/20 15:06:13.000,Variant 87,87,Accepted,High,In Progress,us,Org line D,D_2,,,PROD618,Belgium
1-575690736,Accepted-In Progress,Wim,2011/09/21 10:44:31.000,Variant 87,87,Accepted,High,In Progress,us,Org line D,D_2,,,PROD618,Belgium
1-575690736,Completed-Closed,Wim,2012/03/23 10:52:42.000,Variant 87,87,Completed,High,Closed,us,Org line D,D_2,,,PROD618,Belgium
1-577996886,Accepted-In Progress,Ing-Marie,2011/09/27 04:53:16.000,Variant 88,88,Accepted,Major,In Progress,in,Org line G4,,,,PROD597,Sweden
1-577996886,Queued-Awaiting Assignment,Ing-Marie,2011/10/06 13:46:24.000,Variant 88,88,Queued,Major,Awaiting Assignment,in,Org line G4,,,,PROD597,Sweden
1-577996886,Queued-Awaiting Assignment,Ing-Marie,2011/10/18 16:00:00.000,Variant 88,88,Queued,Major,Awaiting Assignment,in,Org line G4,,,,PROD597,Sweden
1-577996886,Queued-Awaiting Assignment,Peter,2011/12/16 18:27:10.000,Variant 88,88,Queued,Major,Awaiting Assignment,in,Org line C,E_1,,,PROD597,Belgium
1-577996886,Queued-Awaiting Assignment,Peter,2012/01/17 15:31:59.000,Variant 88,88,Queued,Major,Awaiting Assignment,in,Org line C,C_1,,,PROD597,Belgium
1-577996886,Accepted-In Progress,Anup,2012/05/23 13:26:26.000,Variant 88,88,Accepted,Major,In Progress,in,Org line C,E_8,,,PROD597,INDIA
1-577996886,Completed-Closed,Anup,2012/05/23 13:26:40.000,Variant 88,88,Completed,Major,Closed,in,Org line C,E_8,,,PROD597,INDIA
1-578105842,Accepted-In Progress,Robert,2011/09/27 09:38:17.000,Variant 24,24,Accepted,High,In Progress,fr,Org line C,E_4,,,PROD348,USA
1-578105842,Queued-Awaiting Assignment,Robert,2011/09/27 09:41:46.000,Variant 24,24,Queued,High,Awaiting Assignment,fr,Org line C,E_4,,,PROD348,USA
1-578105842,Queued-Awaiting Assignment,Robert,2011/09/28 04:11:27.000,Variant 24,24,Queued,High,Awaiting Assignment,fr,Org line C,E_4,,,PROD348,USA
1-578252937,Accepted-In Progress,Lars-Ove,2011/09/27 14:03:45.000,Variant 1,1,Accepted,Low,In Progress,us,Org line C,E_4,,,PROD348,Sweden
1-578252937,Completed-Closed,Lars-Ove,2012/04/17 12:36:39.000,Variant 1,1,Completed,Low,Closed,us,Org line C,E_4,,,PROD348,Sweden
1-578612990,Accepted-In Progress,Peter,2011/09/28 11:10:15.000,Variant 35,35,Accepted,High,In Progress,be,Org line C,E_1,,,PROD745,Belgium
1-578612990,Accepted-In Progress,Peter,2011/09/28 11:11:24.000,Variant 35,35,Accepted,High,In Progress,be,Org line C,E_1,,,PROD745,Belgium
1-578612990,Queued-Awaiting Assignment,Peter,2011/09/29 22:24:51.000,Variant 35,35,Queued,High,Awaiting Assignment,be,Org line C,E_1,,,PROD745,Belgium
1-578612990,Accepted-Assigned,Jörgen,2011/10/13 14:29:22.000,Variant 35,35,Accepted,High,Assigned,be,Org line C,E_1,,,PROD745,Sweden
1-578612990,Accepted-In Progress,Jörgen,2011/12/14 16:01:57.000,Variant 35,35,Accepted,High,In Progress,be,Org line C,E_1,,,PROD745,Sweden
1-578612990,Completed-Closed,Jörgen,2012/02/29 14:57:57.000,Variant 35,35,Completed,High,Closed,be,Org line C,E_1,,,PROD745,Sweden
1-577737791,Queued-Awaiting Assignment,Robert,2011/09/29 13:32:15.000,Variant 7,7,Queued,Medium,Awaiting Assignment,us,Org line C,E_4,,,PROD348,USA
1-579250167,Accepted-In Progress,Hineesh,2011/09/30 04:22:34.000,Variant 6,6,Accepted,Medium,In Progress,us,Org line C,E_4,,,PROD793,INDIA
1-579250167,Accepted-Wait,Hineesh,2012/01/05 21:58:23.000,Variant 6,6,Accepted,Medium,Wait,us,Org line C,E_4,,,PROD793,INDIA
1-579250167,Completed-Closed,Hineesh,2012/04/12 14:37:07.000,Variant 6,6,Completed,Medium,Closed,us,Org line C,E_4,,,PROD793,INDIA
1-579636429,Accepted-In Progress,Roland,2011/09/30 21:11:41.000,Variant 1,1,Accepted,Medium,In Progress,se,Org line G4,,,,PROD374,Sweden
1-579636429,Completed-Closed,Roland,2012/01/26 11:38:12.000,Variant 1,1,Completed,Medium,Closed,se,Org line G4,,,,PROD374,Sweden
1-580464971,Accepted-In Progress,Carlos,2011/10/03 22:02:40.000,Variant 26,26,Accepted,High,In Progress,se,Org line A2,A2_3,,,PROD412,Brazil
1-580464971,Queued-Awaiting Assignment,Carlos,2011/12/09 12:34:50.000,Variant 26,26,Queued,High,Awaiting Assignment,se,Org line A2,A2_3,,,PROD412,Brazil
1-580464971,Accepted-In Progress,Thiago,2011/12/19 13:54:48.000,Variant 26,26,Accepted,High,In Progress,se,Org line B,E_6,,,PROD412,Brazil
1-580464971,Queued-Awaiting Assignment,Viktoria,2011/12/19 14:01:51.000,Variant 26,26,Queued,High,Awaiting Assignment,se,Org line A2,A2_3,,,PROD412,Sweden
1-580464971,Accepted-In Progress,Adam,2012/02/20 10:41:00.000,Variant 26,26,Accepted,High,In Progress,se,Org line G4,,,,PROD412,Sweden
1-524375607,Accepted-Assigned,Els,2011/10/05 08:38:35.000,Variant 78,78,Accepted,Medium,Assigned,be,Org line C,C_2,,,PROD330,Belgium
1-524375607,Accepted-Assigned,Jo,2011/10/05 09:03:00.000,Variant 78,78,Accepted,Medium,Assigned,be,Org line C,C_2,,,PROD330,Belgium
1-524375607,Accepted-In Progress,Jo,2011/11/08 14:44:51.000,Variant 78,78,Accepted,Medium,In Progress,be,Org line C,C_2,,,PROD330,Belgium
1-524375607,Completed-Closed,Jo,2012/04/10 17:19:54.000,Variant 78,78,Completed,Medium,Closed,be,Org line C,C_2,,,PROD330,Belgium
1-581740771,Accepted-In Progress,Peter,2011/10/05 15:24:45.000,Variant 1,1,Accepted,Medium,In Progress,se,Org line C,E_7,,,PROD671,Sweden
1-581740771,Completed-Closed,Peter,2012/02/01 21:18:12.000,Variant 1,1,Completed,Medium,Closed,se,Org line C,E_7,,,PROD671,Sweden
1-581898739,Accepted-In Progress,Ann-Charlotte,2011/10/06 02:09:03.000,Variant 89,89,Accepted,Medium,In Progress,se,Org line C,E_10,,,PROD802,Sweden
1-581898739,Queued-Awaiting Assignment,Ann-Charlotte,2011/10/06 02:22:29.000,Variant 89,89,Queued,Medium,Awaiting Assignment,se,Org line C,E_10,,,PROD802,Sweden
1-581898739,Accepted-In Progress,Mats,2011/10/06 10:17:16.000,Variant 89,89,Accepted,Medium,In Progress,se,Org line C,E_10,,,PROD802,Sweden
1-581898739,Queued-Awaiting Assignment,Martin,2011/10/06 10:17:30.000,Variant 89,89,Queued,Medium,Awaiting Assignment,se,Org line C,C_6,,,PROD802,Sweden
1-581898739,Queued-Awaiting Assignment,Praveen,2011/10/25 15:10:44.000,Variant 89,89,Queued,Medium,Awaiting Assignment,se,Org line C,E_10,,,PROD802,Sweden
1-581898739,Queued-Awaiting Assignment,Ann-Charlotte,2011/10/25 15:11:48.000,Variant 89,89,Queued,Medium,Awaiting Assignment,se,Org line C,E_10,,,PROD802,Sweden
1-581898739,Accepted-In Progress,Mats,2011/10/25 15:13:13.000,Variant 89,89,Accepted,Medium,In Progress,se,Org line C,E_10,,,PROD802,Sweden
1-581898739,Completed-Closed,Mats,2011/10/25 15:14:37.000,Variant 89,89,Completed,Medium,Closed,se,Org line C,E_10,,,PROD802,Sweden
1-581898739,Accepted-In Progress,Mats,2011/10/28 16:00:48.000,Variant 89,89,Accepted,Medium,In Progress,se,Org line C,E_10,,,PROD802,Sweden
1-582296121,Accepted-In Progress,Olle,2011/10/06 11:02:06.000,Variant 1,1,Accepted,Medium,In Progress,se,Org line C,E_2,,,PROD327,Sweden
1-582296121,Completed-Closed,Olle,2012/02/08 11:01:57.000,Variant 1,1,Completed,Medium,Closed,se,Org line C,E_2,,,PROD327,Sweden
1-583931536,Accepted-In Progress,Richard,2011/10/10 07:38:10.000,Variant 1,1,Accepted,Major,In Progress,se,Org line C,V3_2,,,PROD535,Sweden
1-583931536,Completed-Closed,Richard,2012/02/02 15:25:02.000,Variant 1,1,Completed,Major,Closed,se,Org line C,V3_2,,,PROD535,Sweden
1-584776062,Accepted-In Progress,Samira,2011/10/11 15:38:52.000,Variant 6,6,Accepted,High,In Progress,se,Org line G4,,,,PROD448,Sweden
1-584776062,Accepted-Wait,Samira,2011/12/09 10:26:24.000,Variant 6,6,Accepted,High,Wait,se,Org line G4,,,,PROD448,Sweden
1-584776062,Completed-Closed,Samira,2012/02/15 17:20:49.000,Variant 6,6,Completed,High,Closed,se,Org line G4,,,,PROD448,Sweden
1-584812041,Accepted-In Progress,Ian,2011/10/11 16:57:41.000,Variant 3,3,Accepted,Low,In Progress,gb,Org line A2,A2_1,,,PROD235,United Kingdom
1-584812041,Accepted-Assigned,Ian,2011/10/11 17:01:05.000,Variant 3,3,Accepted,Low,Assigned,gb,Org line A2,A2_1,,,PROD235,United Kingdom
1-587383007,Accepted-In Progress,Vikrant,2011/10/14 17:06:14.000,Variant 1,1,Accepted,Medium,In Progress,se,Org line A2,A2_4,,,PROD337,Sweden
1-587383007,Completed-Closed,Vikrant,2012/01/04 12:07:10.000,Variant 1,1,Completed,Medium,Closed,se,Org line A2,A2_4,,,PROD337,Sweden
1-588543315,Accepted-In Progress,Vikrant,2011/10/17 16:05:05.000,Variant 1,1,Accepted,Medium,In Progress,se,Org line A2,A2_4,,,PROD337,Sweden
1-588543315,Completed-Closed,Vikrant,2012/01/25 14:26:37.000,Variant 1,1,Completed,Medium,Closed,se,Org line A2,A2_4,,,PROD337,Sweden
1-588712865,Accepted-In Progress,Kymaria,2011/10/17 19:46:10.000,Variant 47,47,Accepted,High,In Progress,us,Org line C,V3_3,,,PROD671,USA
1-588712865,Queued-Awaiting Assignment,Kymaria,2011/10/17 20:40:08.000,Variant 47,47,Queued,High,Awaiting Assignment,us,Org line C,V3_3,,,PROD671,USA
1-588712865,Queued-Awaiting Assignment,Kymaria,2011/10/17 20:40:09.000,Variant 47,47,Queued,High,Awaiting Assignment,us,Org line C,V3_3,,,PROD671,USA
1-588712865,Accepted-In Progress,Kymaria,2011/10/18 14:39:20.000,Variant 47,47,Accepted,High,In Progress,us,Org line C,V3_3,,,PROD671,USA
1-588712865,Accepted-Wait,Kymaria,2011/10/18 20:49:58.000,Variant 47,47,Accepted,High,Wait,us,Org line C,V3_3,,,PROD671,USA
1-588712865,Completed-Closed,Kymaria,2012/01/06 15:50:17.000,Variant 47,47,Completed,High,Closed,us,Org line C,V3_3,,,PROD671,USA
1-589370341,Accepted-In Progress,Agneta,2011/10/18 16:07:28.000,Variant 34,34,Accepted,Medium,In Progress,se,Org line A2,A2_3,,,PROD802,Sweden
1-589370341,Accepted-In Progress,Agneta,2011/10/18 16:07:50.000,Variant 34,34,Accepted,Medium,In Progress,se,Org line A2,A2_3,,,PROD802,Sweden
1-589370341,Queued-Awaiting Assignment,Agneta,2011/10/18 16:10:17.000,Variant 34,34,Queued,Medium,Awaiting Assignment,se,Org line A2,A2_3,,,PROD802,Sweden
1-589370341,Accepted-In Progress,Agneta,2011/11/28 13:46:11.000,Variant 34,34,Accepted,Medium,In Progress,se,Org line A2,A2_3,,,PROD802,Sweden
1-589421537,Accepted-In Progress,Nicolas,2011/10/18 16:37:21.000,Variant 1,1,Accepted,High,In Progress,fr,Org line C,C_6,,,PROD804,France
1-589421537,Completed-Closed,Nicolas,2012/03/30 12:43:20.000,Variant 1,1,Completed,High,Closed,fr,Org line C,C_6,,,PROD804,France
1-589962550,Accepted-In Progress,Stefan,2011/10/19 15:02:57.000,Variant 1,1,Accepted,Medium,In Progress,se,Org line A2,D_1,,,PROD607,Sweden
1-589962550,Completed-Closed,Stefan,2012/02/22 10:50:42.000,Variant 1,1,Completed,Medium,Closed,se,Org line A2,D_1,,,PROD607,Sweden
1-590574771,Queued-Awaiting Assignment,Robert,2011/10/19 21:47:58.000,Variant 31,31,Queued,High,Awaiting Assignment,us,Org line C,E_4,,,PROD348,USA
1-590574771,Accepted-In Progress,Ramith,2011/10/20 11:38:25.000,Variant 31,31,Accepted,High,In Progress,us,Org line C,E_4,,,PROD348,INDIA
1-590574771,Completed-Closed,Ramith,2011/11/06 19:42:28.000,Variant 31,31,Completed,High,Closed,us,Org line C,E_4,,,PROD348,INDIA
1-590574771,Accepted-In Progress,Ramith,2011/11/11 15:47:02.000,Variant 31,31,Accepted,High,In Progress,us,Org line C,E_4,,,PROD348,INDIA
1-590574771,Completed-Closed,Ramith,2012/01/04 07:12:48.000,Variant 31,31,Completed,High,Closed,us,Org line C,E_4,,,PROD348,INDIA
1-590579544,Accepted-In Progress,Roland,2011/10/19 21:55:35.000,Variant 1,1,Accepted,High,In Progress,se,Org line G4,,,,PROD374,Sweden
1-590579544,Completed-Closed,Roland,2012/01/26 11:18:45.000,Variant 1,1,Completed,High,Closed,se,Org line G4,,,,PROD374,Sweden
1-591627183,Accepted-In Progress,Srinivasan,2011/10/21 05:54:48.000,Variant 15,15,Accepted,Medium,In Progress,in,Org line B,E_10,,,PROD424,INDIA
1-591627183,Queued-Awaiting Assignment,Srinivasan,2011/10/21 05:56:45.000,Variant 15,15,Queued,Medium,Awaiting Assignment,in,Org line B,E_10,,,PROD424,INDIA
1-591627183,Accepted-In Progress,Rijin,2011/10/22 20:51:42.000,Variant 15,15,Accepted,Medium,In Progress,in,Org line B,E_10,,,PROD424,INDIA
1-591627183,Completed-Closed,Rijin,2012/03/13 11:34:52.000,Variant 15,15,Completed,Medium,Closed,in,Org line B,E_10,,,PROD424,INDIA
1-593312167,Accepted-In Progress,Ian,2011/10/24 09:11:07.000,Variant 4,4,Accepted,Medium,In Progress,gb,Org line A2,A2_1,,,PROD236,United Kingdom
1-593312167,Accepted-Wait,Ian,2011/10/24 09:14:00.000,Variant 4,4,Accepted,Medium,Wait,gb,Org line A2,A2_1,,,PROD236,United Kingdom
1-594472343,Accepted-Wait,Urban,2011/10/25 14:12:06.000,Variant 90,90,Accepted,Low,Wait,se,Org line A2,A2_3,,,PROD551,Sweden
1-594472343,Accepted-Assigned,Urban,2011/11/28 11:10:24.000,Variant 90,90,Accepted,Low,Assigned,se,Org line A2,A2_3,,,PROD551,Sweden
1-594472343,Accepted-In Progress,Urban,2012/02/29 14:03:00.000,Variant 90,90,Accepted,Low,In Progress,se,Org line A2,A2_3,,,PROD551,Sweden
1-594472343,Completed-Closed,Urban,2012/02/29 14:03:01.000,Variant 90,90,Completed,Low,Closed,se,Org line A2,A2_3,,,PROD551,Sweden
1-594666837,Accepted-In Progress,Jörgen,2011/10/25 15:23:06.000,Variant 1,1,Accepted,Medium,In Progress,us,Org line C,E_4,,,PROD348,Sweden
1-594666837,Completed-Closed,Jörgen,2012/02/28 16:00:13.000,Variant 1,1,Completed,Medium,Closed,us,Org line C,E_4,,,PROD348,Sweden
1-595293983,Queued-Awaiting Assignment,Srinivasan,2011/10/26 10:56:21.000,Variant 31,31,Queued,Medium,Awaiting Assignment,in,Org line B,E_10,,,PROD424,INDIA
1-595293983,Accepted-In Progress,Rijin,2011/10/27 13:50:17.000,Variant 31,31,Accepted,Medium,In Progress,in,Org line B,E_10,,,PROD424,INDIA
1-595293983,Completed-Closed,Rijin,2011/12/30 05:05:05.000,Variant 31,31,Completed,Medium,Closed,in,Org line B,E_10,,,PROD424,INDIA
1-595293983,Accepted-In Progress,Rijin,2011/12/30 05:36:51.000,Variant 31,31,Accepted,Medium,In Progress,in,Org line B,E_10,,,PROD424,INDIA
1-595293983,Completed-Closed,Rijin,2012/01/31 12:56:19.000,Variant 31,31,Completed,Medium,Closed,in,Org line B,E_10,,,PROD424,INDIA
1-596251950,Accepted-In Progress,Christer,2011/10/27 09:39:11.000,Variant 9,9,Accepted,Medium,In Progress,se,Org line G4,,,,PROD408,Sweden
1-596251950,Accepted-Assigned,Christer,2011/10/27 12:37:42.000,Variant 9,9,Accepted,Medium,Assigned,se,Org line G4,,,,PROD408,Sweden
1-596251950,Accepted-In Progress,Christer,2012/03/23 13:52:39.000,Variant 9,9,Accepted,Medium,In Progress,se,Org line G4,,,,PROD408,Sweden
1-596251950,Completed-Closed,Christer,2012/03/23 13:52:47.000,Variant 9,9,Completed,Medium,Closed,se,Org line G4,,,,PROD408,Sweden
1-596331167,Accepted-In Progress,Martin,2011/10/27 11:48:01.000,Variant 5,5,Accepted,Medium,In Progress,se,Org line C,C_6,,,PROD802,Sweden
1-596331167,Queued-Awaiting Assignment,Martin,2011/10/27 12:25:19.000,Variant 5,5,Queued,Medium,Awaiting Assignment,se,Org line C,C_6,,,PROD802,Sweden
1-596608752,Accepted-In Progress,Tomas,2011/10/27 15:32:18.000,Variant 14,14,Accepted,Medium,In Progress,se,Org line C,C_6,,,PROD660,Sweden
1-596608752,Accepted-In Progress,Tomas,2011/10/27 15:33:37.000,Variant 14,14,Accepted,Medium,In Progress,se,Org line C,C_6,,,PROD660,Sweden
1-596608752,Completed-Closed,Tomas,2012/01/30 13:42:26.000,Variant 14,14,Completed,Medium,Closed,se,Org line C,C_6,,,PROD660,Sweden
1-597616526,Accepted-In Progress,Börje,2011/10/28 16:32:35.000,Variant 1,1,Accepted,Major,In Progress,se,Org line C,C_1,,,PROD153,Sweden
1-597616526,Completed-Closed,Börje,2012/01/03 12:19:56.000,Variant 1,1,Completed,Major,Closed,se,Org line C,C_1,,,PROD153,Sweden
1-599157751,Accepted-In Progress,Ann-Charlotte,2011/10/31 23:40:16.000,Variant 91,91,Accepted,Low,In Progress,se,Org line C,E_10,,,PROD802,Sweden
1-599157751,Queued-Awaiting Assignment,Ann-Charlotte,2011/10/31 23:48:47.000,Variant 91,91,Queued,Low,Awaiting Assignment,se,Org line C,E_10,,,PROD802,Sweden
1-599157751,Queued-Awaiting Assignment,Martin,2011/11/18 07:34:16.000,Variant 91,91,Queued,Low,Awaiting Assignment,se,Org line C,C_6,,,PROD802,Sweden
1-599157751,Accepted-In Progress,Lennart,2011/11/18 10:43:24.000,Variant 91,91,Accepted,Low,In Progress,se,Org line C,C_6,,,PROD802,Sweden
1-599157751,Completed-Closed,Lennart,2012/04/11 10:03:56.000,Variant 91,91,Completed,Low,Closed,se,Org line C,C_6,,,PROD802,Sweden
1-599626401,Queued-Awaiting Assignment,Robert,2011/11/01 16:12:37.000,Variant 13,13,Queued,High,Awaiting Assignment,us,Org line C,E_4,,,PROD793,USA
1-599626401,Accepted-In Progress,Robert,2012/01/06 18:54:50.000,Variant 13,13,Accepted,High,In Progress,us,Org line C,E_4,,,PROD793,USA
1-599626401,Completed-Closed,Robert,2012/01/06 18:56:19.000,Variant 13,13,Completed,High,Closed,us,Org line C,E_4,,,PROD793,USA
1-378744625,Accepted-Assigned,Anna,2011/11/01 17:29:39.000,Variant 21,21,Accepted,Medium,Assigned,in,Org line C,E_7,,,PROD660,Sweden
1-378744625,Accepted-In Progress,Anna,2012/02/01 13:59:45.000,Variant 21,21,Accepted,Medium,In Progress,in,Org line C,E_7,,,PROD660,Sweden
1-378744625,Completed-Closed,Anna,2012/02/01 13:59:47.000,Variant 21,21,Completed,Medium,Closed,in,Org line C,E_7,,,PROD660,Sweden
1-374832944,Accepted-Assigned,Anna,2011/11/01 17:30:00.000,Variant 21,21,Accepted,Low,Assigned,in,Org line C,E_7,,,PROD660,Sweden
1-374832944,Accepted-In Progress,Anna,2012/02/01 13:57:19.000,Variant 21,21,Accepted,Low,In Progress,in,Org line C,E_7,,,PROD660,Sweden
1-374832944,Completed-Closed,Anna,2012/02/01 13:58:08.000,Variant 21,21,Completed,Low,Closed,in,Org line C,E_7,,,PROD660,Sweden
1-600432558,Accepted-In Progress,Andreas,2011/11/02 09:00:44.000,Variant 3,3,Accepted,High,In Progress,se,Org line G4,,,,PROD412,Sweden
1-600432558,Accepted-Assigned,Andreas,2011/11/02 09:03:13.000,Variant 3,3,Accepted,High,Assigned,se,Org line G4,,,,PROD412,Sweden
1-600663061,Accepted-In Progress,Börje,2011/11/02 13:11:01.000,Variant 15,15,Accepted,Medium,In Progress,se,Org line C,C_1,,,PROD153,Sweden
1-600663061,Queued-Awaiting Assignment,Börje,2011/11/02 13:11:07.000,Variant 15,15,Queued,Medium,Awaiting Assignment,se,Org line C,C_1,,,PROD153,Sweden
1-600663061,Accepted-In Progress,Börje,2011/11/09 13:36:53.000,Variant 15,15,Accepted,Medium,In Progress,se,Org line C,C_1,,,PROD153,Sweden
1-600663061,Completed-Closed,Börje,2012/01/03 11:03:09.000,Variant 15,15,Completed,Medium,Closed,se,Org line C,C_1,,,PROD153,Sweden
1-602870173,Accepted-In Progress,Praveen,2011/11/06 09:00:41.000,Variant 92,92,Accepted,High,In Progress,se,Org line C,E_10,,,PROD802,Sweden
1-602870173,Queued-Awaiting Assignment,Praveen,2011/11/06 09:10:10.000,Variant 92,92,Queued,High,Awaiting Assignment,se,Org line C,E_10,,,PROD802,Sweden
1-602870173,Accepted-In Progress,Sameer,2011/11/07 08:35:18.000,Variant 92,92,Accepted,High,In Progress,se,Org line C,E_10,,,PROD802,Sweden
1-602870173,Queued-Awaiting Assignment,Martin,2011/11/07 08:38:14.000,Variant 92,92,Queued,High,Awaiting Assignment,se,Org line C,C_6,,,PROD802,Sweden
1-602870173,Queued-Awaiting Assignment,Daniel,2011/11/07 11:47:27.000,Variant 92,92,Queued,High,Awaiting Assignment,se,Org line C,E_10,,,PROD802,Sweden
1-602870173,Accepted-Assigned,Daniel,2011/11/09 12:08:35.000,Variant 92,92,Accepted,High,Assigned,se,Org line C,E_10,,,PROD802,Sweden
1-602870173,Queued-Awaiting Assignment,Praveen,2011/12/07 13:27:34.000,Variant 92,92,Queued,High,Awaiting Assignment,se,Org line C,E_10,,,PROD802,Sweden
1-602870173,Accepted-In Progress,Arun,2011/12/07 13:29:22.000,Variant 92,92,Accepted,High,In Progress,se,Org line C,E_10,,,PROD802,Sweden
1-602870173,Accepted-Assigned,Partha,2011/12/07 13:29:55.000,Variant 92,92,Accepted,High,Assigned,se,Org line C,E_10,,,PROD802,Sweden
1-602870173,Queued-Awaiting Assignment,Martin,2011/12/07 13:50:32.000,Variant 92,92,Queued,High,Awaiting Assignment,se,Org line C,C_6,,,PROD802,Sweden
1-603798757,Accepted-In Progress,Anup,2011/11/07 11:57:05.000,Variant 1,1,Accepted,High,In Progress,in,Org line C,E_8,,,PROD597,INDIA
1-603798757,Completed-Closed,Anup,2012/05/23 13:07:40.000,Variant 1,1,Completed,High,Closed,in,Org line C,E_8,,,PROD597,INDIA
1-604882241,Accepted-In Progress,Stefan,2011/11/08 19:21:15.000,Variant 44,44,Accepted,High,In Progress,in,Org line C,,,,PROD671,Sweden
1-604882241,Queued-Awaiting Assignment,Stefan,2011/11/08 19:30:30.000,Variant 44,44,Queued,High,Awaiting Assignment,in,Org line C,,,,PROD671,Sweden
1-604882241,Accepted-In Progress,Stefan,2011/11/11 07:58:22.000,Variant 44,44,Accepted,High,In Progress,in,Org line C,E_7,,,PROD671,Sweden
1-604882241,Queued-Awaiting Assignment,Stefan,2012/01/04 16:45:39.000,Variant 44,44,Queued,High,Awaiting Assignment,in,Org line C,,,,PROD671,Sweden
1-605279637,Accepted-In Progress,Timothy,2011/11/09 14:27:59.000,Variant 1,1,Accepted,High,In Progress,gb,Org line A2,A2_1,,,PROD236,United Kingdom
1-605279637,Completed-Closed,Timothy,2012/02/15 11:44:42.000,Variant 1,1,Completed,High,Closed,gb,Org line A2,A2_1,,,PROD236,United Kingdom
1-607158761,Accepted-In Progress,Bruno,2011/11/14 14:38:06.000,Variant 33,33,Accepted,High,In Progress,se,Org line C,E_6,,,PROD412,France
1-607158761,Accepted-In Progress,Bruno,2011/11/14 14:38:49.000,Variant 33,33,Accepted,High,In Progress,se,Org line C,E_6,,,PROD412,France
1-607158761,Queued-Awaiting Assignment,Viktoria,2011/11/17 13:32:14.000,Variant 33,33,Queued,High,Awaiting Assignment,se,Org line G4,,,,PROD412,Sweden
1-607840637,Accepted-In Progress,Rickard,2011/11/15 14:15:57.000,Variant 1,1,Accepted,Low,In Progress,se,Org line G4,,,,PROD448,Sweden
1-607840637,Completed-Closed,Rickard,2012/01/27 13:46:02.000,Variant 1,1,Completed,Low,Closed,se,Org line G4,,,,PROD448,Sweden
1-607934151,Accepted-Wait,Alan,2011/11/15 15:37:49.000,Variant 93,93,Accepted,High,Wait,gb,Org line A2,A2_1,,,PROD236,United Kingdom
1-607934151,Completed-Closed,Alan,2012/02/15 11:35:45.000,Variant 93,93,Completed,High,Closed,gb,Org line A2,A2_1,,,PROD236,United Kingdom
1-611506787,Accepted-In Progress,Börje,2011/11/18 08:28:00.000,Variant 6,6,Accepted,Low,In Progress,se,Org line C,C_1,,,PROD153,Sweden
