Case ID,Activity,Resource,Complete Timestamp,Variant,Variant index,concept:name,impact,lifecycle:transition,org:group,org:role,organization country,organization involved,product,resource country
1-378054711,Accepted-In Progress,Kannan,2010/06/04 18:08:12.000,Variant 2,2,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD96,Sweden
1-378054711,Accepted-Assigned,Carolyn,2010/06/04 18:08:18.000,Variant 2,2,Accepted,Medium,Assigned,Org line G3,,us,G199 3rd,PROD96,USA
1-378054711,Accepted-In Progress,Ewa,2012/01/30 12:50:40.000,Variant 2,2,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD96,POLAND
1-378054711,Completed-Closed,Ewa,2012/01/30 12:51:51.000,Variant 2,2,Completed,Medium,Closed,Org line G3,,us,G199 3rd,PROD96,POLAND
1-378050311,Queued-Awaiting Assignment,Maria,2010/06/04 17:58:40.000,Variant 114,114,Queued,High,Awaiting Assignment,Org line C,E_7,se,G153 2nd,PROD153,Sweden
1-378050311,Accepted-In Progress,Peter,2010/06/22 11:37:32.000,Variant 114,114,Accepted,High,In Progress,Org line C,E_7,se,G153 2nd,PROD153,Sweden
1-378050311,Accepted-Assigned,Christophe,2010/06/22 13:51:32.000,Variant 114,114,Accepted,High,Assigned,Org line C,E_7,se,G153 2nd,PROD153,Belgium
1-378050311,Accepted-Assigned,Bo,2010/06/24 12:17:47.000,Variant 114,114,Accepted,High,Assigned,Org line C,E_7,se,G153 2nd,PROD153,Sweden
1-378050311,Accepted-In Progress,Peter,2010/07/09 11:03:29.000,Variant 114,114,Accepted,High,In Progress,Org line C,E_7,se,G134 2nd,PROD153,Sweden
1-378050311,Accepted-In Progress,Peter,2010/07/09 11:05:10.000,Variant 114,114,Accepted,High,In Progress,Org line C,E_7,se,G134 2nd,PROD153,Sweden
1-378050311,Queued-Awaiting Assignment,Maria,2010/11/07 14:44:39.000,Variant 114,114,Queued,High,Awaiting Assignment,Org line C,E_7,se,G153 2nd,PROD153,Sweden
1-378050311,Accepted-In Progress,Peter,2010/11/08 13:35:26.000,Variant 114,114,Accepted,High,In Progress,Org line C,E_7,se,G134 2nd,PROD153,Sweden
1-378050311,Queued-Awaiting Assignment,Mattias,2010/11/08 13:36:40.000,Variant 114,114,Queued,High,Awaiting Assignment,Org line C,C_4,se,G155 3rd,PROD153,Sweden
1-378050311,Accepted-In Progress,Per,2010/11/24 11:06:02.000,Variant 114,114,Accepted,High,In Progress,Org line C,C_4,se,G155 3rd,PROD153,Sweden
1-378050311,Completed-Closed,Per,2010/11/24 13:46:08.000,Variant 114,114,Completed,High,Closed,Org line C,C_4,se,G155 3rd,PROD153,Sweden
1-378050311,Accepted-In Progress,Per,2010/11/24 16:23:23.000,Variant 114,114,Accepted,High,In Progress,Org line C,C_4,se,G155 3rd,PROD153,Sweden
1-378050311,Completed-Closed,Per,2010/11/24 16:34:47.000,Variant 114,114,Completed,High,Closed,Org line C,C_4,se,G155 3rd,PROD153,Sweden
1-378050311,Accepted-In Progress,Per,2010/11/24 16:36:35.000,Variant 114,114,Accepted,High,In Progress,Org line C,C_4,se,G155 3rd,PROD153,Sweden
1-378050311,Queued-Awaiting Assignment,Craig,2011/11/30 13:59:57.000,Variant 114,114,Queued,High,Awaiting Assignment,Org line F,,se,S1 2nd,PROD153,Sweden
1-378050311,Accepted-In Progress,Stefan,2012/02/27 08:12:23.000,Variant 114,114,Accepted,High,In Progress,Org line F,,se,S1 2nd,PROD153,Sweden
1-378050311,Completed-Closed,Stefan,2012/02/27 08:13:44.000,Variant 114,114,Completed,High,Closed,Org line F,,se,S1 2nd,PROD153,Sweden
1-378744625,Accepted-In Progress,Victor,2010/06/08 15:20:08.000,Variant 115,115,Accepted,Medium,In Progress,Org line C,C_6,in,M5 2nd,PROD660,Sweden
1-378744625,Queued-Awaiting Assignment,Victor,2010/06/08 15:24:21.000,Variant 115,115,Queued,Medium,Awaiting Assignment,Org line C,C_6,in,M5 2nd,PROD660,Sweden
1-378744625,Accepted-Assigned,Leif,2010/06/09 15:43:31.000,Variant 115,115,Accepted,Medium,Assigned,Org line C,C_6,in,M5 2nd,PROD660,Sweden
1-378744625,Queued-Awaiting Assignment,Ulf,2010/06/15 12:40:07.000,Variant 115,115,Queued,Medium,Awaiting Assignment,Org line C,E_7,in,G135 2nd,PROD660,Sweden
1-378744625,Accepted-In Progress,Amir,2011/11/01 17:27:08.000,Variant 115,115,Accepted,Medium,In Progress,Org line C,E_7,in,G162 2nd,PROD660,Sweden
1-378744625,Accepted-Assigned,Anna,2011/11/01 17:29:39.000,Variant 115,115,Accepted,Medium,Assigned,Org line C,E_7,in,G162 2nd,PROD660,Sweden
1-378744625,Accepted-In Progress,Anna,2012/02/01 13:59:45.000,Variant 115,115,Accepted,Medium,In Progress,Org line C,E_7,in,G162 2nd,PROD660,Sweden
1-378744625,Completed-Closed,Anna,2012/02/01 13:59:47.000,Variant 115,115,Completed,Medium,Closed,Org line C,E_7,in,G162 2nd,PROD660,Sweden
1-378976624,Accepted-In Progress,Carolyn,2010/06/09 11:45:16.000,Variant 116,116,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD96,USA
1-378976624,Queued-Awaiting Assignment,Carolyn,2010/06/09 11:58:40.000,Variant 116,116,Queued,Medium,Awaiting Assignment,Org line G3,,us,G199 3rd,PROD96,USA
1-378976624,Accepted-In Progress,Kannan,2010/06/09 20:01:33.000,Variant 116,116,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD96,Sweden
1-378976624,Accepted-Assigned,Carolyn,2010/06/09 20:01:38.000,Variant 116,116,Accepted,Medium,Assigned,Org line G3,,us,G199 3rd,PROD96,USA
1-378976624,Queued-Awaiting Assignment,Hannes,2011/04/08 13:57:15.000,Variant 116,116,Queued,Medium,Awaiting Assignment,Org line A2,A2_2,us,G21 2nd,PROD96,Sweden
1-378976624,Accepted-Assigned,Y,2011/04/08 13:57:49.000,Variant 116,116,Accepted,Medium,Assigned,Org line A2,A2_2,us,G21 2nd,PROD96,Sweden
1-378976624,Accepted-Assigned,Valerie,2011/04/08 15:30:45.000,Variant 116,116,Accepted,Medium,Assigned,Org line A2,A2_2,us,G21 2nd,PROD96,France
1-378976624,Queued-Awaiting Assignment,Carolyn,2011/11/15 09:38:00.000,Variant 116,116,Queued,Medium,Awaiting Assignment,Org line G3,,us,G199 3rd,PROD96,USA
1-378976624,Accepted-In Progress,Ewa,2012/02/04 09:13:38.000,Variant 116,116,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD96,POLAND
1-378976624,Completed-Closed,Ewa,2012/02/04 09:18:05.000,Variant 116,116,Completed,Medium,Closed,Org line G3,,us,G199 3rd,PROD96,POLAND
1-379209685,Accepted-In Progress,Carrie,2010/06/10 10:51:43.000,Variant 4,4,Accepted,Medium,In Progress,Org line A2,A2_2,cn,M1 2nd,PROD753,China
1-379209685,Accepted-In Progress,Carrie,2012/03/13 08:30:17.000,Variant 4,4,Accepted,Medium,In Progress,Org line A2,A2_2,cn,M1 2nd,PROD753,China
1-379209685,Completed-Closed,Carrie,2012/03/13 08:33:30.000,Variant 4,4,Completed,Medium,Closed,Org line A2,A2_2,cn,M1 2nd,PROD753,China
1-379702919,Accepted-In Progress,Ulrika,2010/06/13 16:31:25.000,Variant 28,28,Accepted,High,In Progress,Org line A2,A2_3,se,M3 2nd,PROD655,Sweden
1-379702919,Queued-Awaiting Assignment,Ulrika,2010/06/13 16:34:31.000,Variant 28,28,Queued,High,Awaiting Assignment,Org line A2,A2_3,se,M3 2nd,PROD655,Sweden
1-379702919,Accepted-In Progress,Ulrika,2010/10/25 11:08:52.000,Variant 28,28,Accepted,High,In Progress,Org line A2,A2_3,se,M3 2nd,PROD655,Sweden
1-379702919,Accepted-Assigned,Daniel,2012/03/28 13:13:42.000,Variant 28,28,Accepted,High,Assigned,Org line A2,A2_3,se,M3 2nd,PROD655,Sweden
1-379702919,Completed-Closed,Daniel,2012/04/04 09:33:43.000,Variant 28,28,Completed,High,Closed,Org line A2,A2_3,se,M3 2nd,PROD655,Sweden
1-379789104,Accepted-In Progress,Barbara,2010/06/14 08:38:32.000,Variant 49,49,Accepted,Medium,In Progress,Org line A2,A2_2,se,G357 2nd,PROD46,POLAND
1-379789104,Accepted-Wait,Barbara,2010/06/14 08:38:53.000,Variant 49,49,Accepted,Medium,Wait,Org line A2,A2_2,se,G357 2nd,PROD46,POLAND
1-379789104,Accepted-In Progress,Barbara,2010/06/14 15:34:32.000,Variant 49,49,Accepted,Medium,In Progress,Org line A2,A2_2,se,G357 2nd,PROD46,POLAND
1-379789104,Accepted-Wait,Barbara,2010/06/14 15:57:51.000,Variant 49,49,Accepted,Medium,Wait,Org line A2,A2_2,se,G357 2nd,PROD46,POLAND
1-379789104,Accepted-In Progress,Barbara,2010/06/15 08:41:34.000,Variant 49,49,Accepted,Medium,In Progress,Org line A2,A2_2,se,G357 2nd,PROD46,POLAND
1-379789104,Accepted-Wait,Barbara,2010/06/15 09:43:03.000,Variant 49,49,Accepted,Medium,Wait,Org line A2,A2_2,se,G357 2nd,PROD46,POLAND
1-379789104,Accepted-In Progress,Barbara,2012/03/28 14:42:34.000,Variant 49,49,Accepted,Medium,In Progress,Org line A2,A2_2,se,G357 2nd,PROD46,POLAND
1-379789104,Completed-Closed,Barbara,2012/03/28 14:45:28.000,Variant 49,49,Completed,Medium,Closed,Org line A2,A2_2,se,G357 2nd,PROD46,POLAND
1-380297615,Accepted-In Progress,Tomas,2010/06/15 12:58:18.000,Variant 17,17,Accepted,Medium,In Progress,Org line A2,A2_2,cn,M1 2nd,PROD287,Sweden
1-380297615,Accepted-Assigned,Tomas,2010/07/20 09:31:54.000,Variant 17,17,Accepted,Medium,Assigned,Org line A2,A2_2,cn,M1 2nd,PROD287,Sweden
1-380297615,Accepted-In Progress,Tomas,2011/09/03 07:38:14.000,Variant 17,17,Accepted,Medium,In Progress,Org line A2,A2_2,cn,M1 2nd,PROD287,Sweden
1-380297615,Accepted-Wait,Tomas,2012/05/04 16:43:47.000,Variant 17,17,Accepted,Medium,Wait,Org line A2,A2_2,cn,M1 2nd,PROD287,Sweden
1-380297615,Completed-Closed,Tomas,2012/05/04 16:49:36.000,Variant 17,17,Completed,Medium,Closed,Org line A2,A2_2,cn,M1 2nd,PROD287,Sweden
1-380392616,Accepted-In Progress,Carolyn,2010/06/15 16:37:49.000,Variant 54,54,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD98,USA
1-380392616,Queued-Awaiting Assignment,Carolyn,2010/06/15 16:46:08.000,Variant 54,54,Queued,Medium,Awaiting Assignment,Org line G3,,us,G199 3rd,PROD98,USA
1-380392616,Accepted-In Progress,Kannan,2010/06/15 16:50:16.000,Variant 54,54,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD98,Sweden
1-380392616,Accepted-Assigned,Carolyn,2010/06/15 16:50:22.000,Variant 54,54,Accepted,Medium,Assigned,Org line G3,,us,G199 3rd,PROD98,USA
1-380392616,Accepted-In Progress,Kannan,2010/08/27 19:14:48.000,Variant 54,54,Accepted,Medium,In Progress,Org line A2,A2_2,us,G21 2nd,PROD98,Sweden
1-380392616,Accepted-Assigned,Y,2010/08/27 19:14:57.000,Variant 54,54,Accepted,Medium,Assigned,Org line A2,A2_2,us,G21 2nd,PROD98,Sweden
1-380392616,Accepted-Wait,Y,2010/09/02 10:36:22.000,Variant 54,54,Accepted,Medium,Wait,Org line A2,A2_2,us,G21 2nd,PROD98,Sweden
1-380392616,Queued-Awaiting Assignment,Carolyn,2011/02/09 12:05:52.000,Variant 54,54,Queued,Medium,Awaiting Assignment,Org line G3,,us,G199 3rd,PROD98,USA
1-380392616,Accepted-In Progress,Padmanabha,2011/02/16 11:53:01.000,Variant 54,54,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD98,Sweden
1-380392616,Accepted-Assigned,Carolyn,2011/02/16 11:53:25.000,Variant 54,54,Accepted,Medium,Assigned,Org line G3,,us,G199 3rd,PROD98,USA
1-380392616,Accepted-In Progress,Ewa,2012/02/04 09:20:39.000,Variant 54,54,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD98,POLAND
1-380392616,Completed-Closed,Ewa,2012/02/04 10:19:57.000,Variant 54,54,Completed,Medium,Closed,Org line G3,,us,G199 3rd,PROD98,POLAND
1-380527184,Accepted-In Progress,Carolyn,2010/06/16 09:45:30.000,Variant 117,117,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD98,USA
1-380527184,Queued-Awaiting Assignment,Carolyn,2010/06/16 09:49:44.000,Variant 117,117,Queued,Medium,Awaiting Assignment,Org line G3,,us,G199 3rd,PROD98,USA
1-380527184,Accepted-In Progress,Kannan,2010/06/16 15:23:30.000,Variant 117,117,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD98,Sweden
1-380527184,Accepted-Assigned,Carolyn,2010/06/16 15:23:35.000,Variant 117,117,Accepted,Medium,Assigned,Org line G3,,us,G199 3rd,PROD98,USA
1-380527184,Accepted-In Progress,Kannan,2010/06/17 20:19:15.000,Variant 117,117,Accepted,Medium,In Progress,Org line A2,A2_2,us,G21 2nd,PROD98,Sweden
1-380527184,Accepted-Assigned,Y,2010/06/17 20:19:20.000,Variant 117,117,Accepted,Medium,Assigned,Org line A2,A2_2,us,G21 2nd,PROD98,Sweden
1-380527184,Accepted-In Progress,Y,2010/06/18 14:01:56.000,Variant 117,117,Accepted,Medium,In Progress,Org line A2,A2_2,us,G21 2nd,PROD98,Sweden
1-380527184,Queued-Awaiting Assignment,Carolyn,2010/06/21 11:35:08.000,Variant 117,117,Queued,Medium,Awaiting Assignment,Org line G3,,us,G199 3rd,PROD98,USA
1-380527184,Accepted-In Progress,Naga,2010/06/21 17:55:02.000,Variant 117,117,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD98,Sweden
1-380527184,Accepted-Assigned,Carolyn,2010/06/21 18:00:14.000,Variant 117,117,Accepted,Medium,Assigned,Org line G3,,us,G199 3rd,PROD98,USA
1-380527184,Accepted-In Progress,Ewa,2012/02/04 10:20:08.000,Variant 117,117,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD98,POLAND
1-380527184,Completed-Closed,Ewa,2012/02/04 10:31:43.000,Variant 117,117,Completed,Medium,Closed,Org line G3,,us,G199 3rd,PROD98,POLAND
1-380654568,Accepted-In Progress,Carolyn,2010/06/16 15:15:09.000,Variant 2,2,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD98,USA
1-380654568,Queued-Awaiting Assignment,Carolyn,2010/06/16 15:18:36.000,Variant 2,2,Queued,Medium,Awaiting Assignment,Org line G3,,us,G199 3rd,PROD98,USA
1-380654568,Accepted-In Progress,Kannan,2010/06/16 15:29:26.000,Variant 2,2,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD98,Sweden
1-380654568,Accepted-Assigned,Carolyn,2010/06/16 15:29:31.000,Variant 2,2,Accepted,Medium,Assigned,Org line G3,,us,G199 3rd,PROD98,USA
1-380654568,Accepted-In Progress,Ewa,2011/12/30 11:09:26.000,Variant 2,2,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD98,POLAND
1-380654568,Completed-Closed,Ewa,2012/01/30 12:31:24.000,Variant 2,2,Completed,Medium,Closed,Org line G3,,us,G199 3rd,PROD98,POLAND
1-380632889,Accepted-In Progress,David,2010/06/16 16:09:45.000,Variant 67,67,Accepted,High,In Progress,Org line G4,,se,S29 2nd,PROD551,Sweden
1-380632889,Queued-Awaiting Assignment,David,2010/08/16 12:24:39.000,Variant 67,67,Queued,High,Awaiting Assignment,Org line G4,,se,S29 2nd,PROD551,Sweden
1-380632889,Accepted-In Progress,Fredrik,2010/08/17 17:19:11.000,Variant 67,67,Accepted,High,In Progress,Org line G4,,se,S29 2nd,PROD551,Sweden
1-380632889,Accepted-Wait,Fredrik,2010/12/13 10:31:55.000,Variant 67,67,Accepted,High,Wait,Org line G4,,se,S29 2nd,PROD551,Sweden
1-380632889,Accepted-Assigned,Ingemar,2011/06/27 12:22:34.000,Variant 67,67,Accepted,High,Assigned,Org line A2,A2_3,se,S35 2nd,PROD551,Sweden
1-380632889,Accepted-Wait,Fredrik,2011/06/27 12:31:34.000,Variant 67,67,Accepted,High,Wait,Org line A2,A2_3,se,S35 2nd,PROD551,Sweden
1-380632889,Accepted-In Progress,Fredrik,2012/01/12 13:16:07.000,Variant 67,67,Accepted,High,In Progress,Org line A2,A2_3,se,S35 2nd,PROD551,Sweden
1-380632889,Completed-Closed,Fredrik,2012/01/12 13:17:41.000,Variant 67,67,Completed,High,Closed,Org line A2,A2_3,se,S35 2nd,PROD551,Sweden
1-380885044,Accepted-In Progress,Sriram,2010/06/17 13:47:35.000,Variant 118,118,Accepted,Medium,In Progress,Org line A2,D_1,in,L50 3rd,PROD611,Sweden
1-380885044,Accepted-Wait,Sriram,2010/11/19 07:46:00.000,Variant 118,118,Accepted,Medium,Wait,Org line A2,D_1,in,L50 3rd,PROD611,Sweden
1-380885044,Accepted-In Progress,Sriram,2010/11/26 08:09:31.000,Variant 118,118,Accepted,Medium,In Progress,Org line A2,D_1,in,L50 3rd,PROD611,Sweden
1-380885044,Completed-Closed,Sriram,2010/11/26 08:09:39.000,Variant 118,118,Completed,Medium,Closed,Org line A2,D_1,in,L50 3rd,PROD611,Sweden
1-380885044,Accepted-In Progress,Sriram,2010/12/16 16:27:03.000,Variant 118,118,Accepted,Medium,In Progress,Org line A2,D_1,in,L50 3rd,PROD611,Sweden
1-380885044,Accepted-In Progress,Harikumar,2011/05/16 15:34:01.000,Variant 118,118,Accepted,Medium,In Progress,Org line A2,D_1,in,L50 3rd,PROD611,Sweden
1-380885044,Completed-Closed,Harikumar,2012/03/30 17:11:00.000,Variant 118,118,Completed,Medium,Closed,Org line A2,D_1,in,L50 3rd,PROD611,Sweden
1-381124870,Accepted-In Progress,Mikael,2010/06/18 08:42:27.000,Variant 17,17,Accepted,High,In Progress,Org line G4,,se,S33 2nd,PROD368,Sweden
1-381124870,Accepted-Assigned,Mikael,2010/06/18 08:45:02.000,Variant 17,17,Accepted,High,Assigned,Org line G4,,se,S33 2nd,PROD368,Sweden
1-381124870,Accepted-In Progress,Mikael,2010/06/28 11:02:56.000,Variant 17,17,Accepted,High,In Progress,Org line G4,,se,S33 2nd,PROD368,Sweden
1-381124870,Accepted-Wait,Mikael,2010/09/01 12:09:24.000,Variant 17,17,Accepted,High,Wait,Org line G4,,se,S33 2nd,PROD368,Sweden
1-381124870,Completed-Closed,Mikael,2012/01/24 19:02:38.000,Variant 17,17,Completed,High,Closed,Org line G4,,se,S33 2nd,PROD368,Sweden
1-382209384,Accepted-In Progress,Tomas,2010/06/23 14:13:51.000,Variant 20,20,Accepted,Medium,In Progress,Org line A2,A2_2,se,M1 2nd,PROD681,Sweden
1-382209384,Accepted-In Progress,Tomas,2011/09/03 07:46:51.000,Variant 20,20,Accepted,Medium,In Progress,Org line A2,A2_2,se,M1 2nd,PROD681,Sweden
1-382209384,Accepted-Assigned,Niklas,2011/11/14 16:10:10.000,Variant 20,20,Accepted,Medium,Assigned,Org line A2,A2_2,se,G167 2nd,PROD681,Sweden
1-382209384,Accepted-In Progress,Martin,2012/03/08 10:29:26.000,Variant 20,20,Accepted,Medium,In Progress,Org line F,,se,N10 2nd,PROD681,Sweden
1-382209384,Completed-Closed,Martin,2012/03/08 10:30:46.000,Variant 20,20,Completed,Medium,Closed,Org line F,,se,N10 2nd,PROD681,Sweden
1-382442048,Accepted-In Progress,Carolyn,2010/06/24 12:41:19.000,Variant 68,68,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD98,USA
1-382442048,Queued-Awaiting Assignment,Carolyn,2010/06/24 12:45:02.000,Variant 68,68,Queued,Medium,Awaiting Assignment,Org line G3,,us,G199 3rd,PROD98,USA
1-382442048,Accepted-In Progress,Naga,2010/06/24 14:18:38.000,Variant 68,68,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD98,Sweden
1-382442048,Accepted-Wait,Naga,2010/06/24 14:19:43.000,Variant 68,68,Accepted,Medium,Wait,Org line G3,,us,G199 3rd,PROD98,Sweden
1-382442048,Accepted-Assigned,Carolyn,2010/06/24 14:21:20.000,Variant 68,68,Accepted,Medium,Assigned,Org line G3,,us,G199 3rd,PROD98,USA
1-382442048,Accepted-In Progress,Ewa,2012/02/04 10:27:58.000,Variant 68,68,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD98,POLAND
1-382442048,Completed-Closed,Ewa,2012/02/04 10:30:03.000,Variant 68,68,Completed,Medium,Closed,Org line G3,,us,G199 3rd,PROD98,POLAND
1-383789251,Accepted-In Progress,Susanne,2010/07/01 12:20:33.000,Variant 1,1,Accepted,Medium,In Progress,Org line G4,,se,S28 2nd,PROD633,Sweden
1-383789251,Completed-Closed,Susanne,2012/01/09 15:31:04.000,Variant 1,1,Completed,Medium,Closed,Org line G4,,se,S28 2nd,PROD633,Sweden
1-384097130,Accepted-In Progress,Jacob,2010/07/02 13:43:45.000,Variant 119,119,Accepted,Medium,In Progress,Org line C,C_6,se,M5 2nd,PROD660,Sweden
1-384097130,Accepted-In Progress,Jacob,2010/07/06 15:07:31.000,Variant 119,119,Accepted,Medium,In Progress,Org line C,C_6,se,M5 2nd,PROD660,Sweden
1-384097130,Queued-Awaiting Assignment,Mårten,2010/07/22 09:34:35.000,Variant 119,119,Queued,Medium,Awaiting Assignment,Org line C,E_10,se,G140 2nd,PROD660,Sweden
1-384097130,Queued-Awaiting Assignment,Mårten,2010/07/22 09:43:19.000,Variant 119,119,Queued,Medium,Awaiting Assignment,Org line C,E_10,se,G140 2nd,PROD660,Sweden
1-384097130,Accepted-Assigned,David,2010/07/22 09:43:20.000,Variant 119,119,Accepted,Medium,Assigned,Org line C,E_10,se,G140 2nd,PROD660,Sweden
1-384097130,Accepted-In Progress,David,2010/07/22 14:16:40.000,Variant 119,119,Accepted,Medium,In Progress,Org line C,C_6,se,G141 3rd,PROD660,Sweden
1-384097130,Accepted-Assigned,Mikael,2010/07/23 18:20:27.000,Variant 119,119,Accepted,Medium,Assigned,Org line C,C_6,se,G141 3rd,PROD660,Sweden
1-384097130,Accepted-Assigned,Per,2010/07/26 09:55:13.000,Variant 119,119,Accepted,Medium,Assigned,Org line C,C_6,se,G141 3rd,PROD660,Sweden
1-384097130,Accepted-Assigned,Mikael,2010/08/06 16:45:05.000,Variant 119,119,Accepted,Medium,Assigned,Org line C,C_6,se,G141 3rd,PROD660,Sweden
1-384097130,Accepted-Assigned,Jonas,2011/03/10 16:02:06.000,Variant 119,119,Accepted,Medium,Assigned,Org line C,C_6,se,G141 3rd,PROD660,Sweden
1-384097130,Accepted-In Progress,Jonas,2011/03/29 10:44:20.000,Variant 119,119,Accepted,Medium,In Progress,Org line C,C_6,se,G141 3rd,PROD660,Sweden
1-384097130,Accepted-Wait,Jonas,2011/04/13 15:23:07.000,Variant 119,119,Accepted,Medium,Wait,Org line C,C_6,se,G141 3rd,PROD660,Sweden
1-384097130,Accepted-Assigned,Mattias,2011/05/03 11:39:43.000,Variant 119,119,Accepted,Medium,Assigned,Org line C,C_6,se,G141 3rd,PROD660,Sweden
1-384097130,Accepted-In Progress,Jonny,2011/09/14 12:04:32.000,Variant 119,119,Accepted,Medium,In Progress,Org line C,C_6,se,G141 3rd,PROD660,Sweden
1-384097130,Accepted-Assigned,Erik,2011/12/27 09:22:53.000,Variant 119,119,Accepted,Medium,Assigned,Org line C,C_6,se,G141 3rd,PROD660,Sweden
1-384097130,Accepted-Wait,Erik,2011/12/27 09:37:48.000,Variant 119,119,Accepted,Medium,Wait,Org line C,C_6,se,G141 3rd,PROD660,Sweden
1-384097130,Completed-Closed,Erik,2012/02/17 16:27:41.000,Variant 119,119,Completed,Medium,Closed,Org line C,C_6,se,G141 3rd,PROD660,Sweden
1-384757914,Accepted-In Progress,Carolyn,2010/07/06 09:43:18.000,Variant 120,120,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD98,USA
1-384757914,Queued-Awaiting Assignment,Carolyn,2010/07/06 09:49:13.000,Variant 120,120,Queued,Medium,Awaiting Assignment,Org line G3,,us,G199 3rd,PROD98,USA
1-384757914,Accepted-In Progress,Naga,2010/07/06 20:36:46.000,Variant 120,120,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD98,Sweden
1-384757914,Accepted-Assigned,Carolyn,2010/07/06 20:42:20.000,Variant 120,120,Accepted,Medium,Assigned,Org line G3,,us,G199 3rd,PROD98,USA
1-384757914,Accepted-In Progress,Renee,2011/03/16 17:45:07.000,Variant 120,120,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD98,0
1-384757914,Completed-Closed,Renee,2011/03/16 17:45:08.000,Variant 120,120,Completed,Medium,Closed,Org line G3,,us,G199 3rd,PROD98,0
1-384757914,Accepted-In Progress,Santhosh,2011/04/07 13:41:01.000,Variant 120,120,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD98,Sweden
1-384757914,Queued-Awaiting Assignment,Hannes,2011/04/07 13:43:44.000,Variant 120,120,Queued,Medium,Awaiting Assignment,Org line A2,A2_2,us,G21 2nd,PROD98,Sweden
1-384757914,Accepted-Assigned,Y,2011/04/08 12:08:24.000,Variant 120,120,Accepted,Medium,Assigned,Org line A2,A2_2,us,G21 2nd,PROD98,Sweden
1-384757914,Queued-Awaiting Assignment,Carolyn,2011/04/08 12:26:56.000,Variant 120,120,Queued,Medium,Awaiting Assignment,Org line G3,,us,G199 3rd,PROD98,USA
1-384757914,Accepted-In Progress,Santhosh,2011/04/08 15:19:05.000,Variant 120,120,Accepted,Medium,In Progress,Org line A2,A2_2,us,G21 2nd,PROD98,Sweden
1-384757914,Accepted-Assigned,Carolyn,2011/04/08 15:19:54.000,Variant 120,120,Accepted,Medium,Assigned,Org line A2,A2_2,us,G21 2nd,PROD98,USA
1-384757914,Accepted-In Progress,Ewa,2012/02/04 10:31:58.000,Variant 120,120,Accepted,Medium,In Progress,Org line A2,A2_2,us,G21 2nd,PROD98,POLAND
1-384757914,Completed-Closed,Ewa,2012/02/04 10:37:38.000,Variant 120,120,Completed,Medium,Closed,Org line A2,A2_2,us,G21 2nd,PROD98,POLAND
1-385201933,Accepted-In Progress,Joakim,2010/07/08 04:50:41.000,Variant 121,121,Accepted,High,In Progress,Org line G4,,se,S33 2nd,PROD374,Sweden
1-385201933,Queued-Awaiting Assignment,Joakim,2010/07/08 05:04:25.000,Variant 121,121,Queued,High,Awaiting Assignment,Org line G4,,se,S33 2nd,PROD374,Sweden
1-385201933,Accepted-Assigned,Mikael,2010/07/09 15:06:01.000,Variant 121,121,Accepted,High,Assigned,Org line G4,,se,S33 2nd,PROD374,Sweden
1-385201933,Accepted-Assigned,Per,2010/09/07 13:57:19.000,Variant 121,121,Accepted,High,Assigned,Org line G4,,se,S33 2nd,PROD374,Sweden
1-385201933,Accepted-In Progress,Per,2010/09/23 10:26:35.000,Variant 121,121,Accepted,High,In Progress,Org line G4,,se,S33 2nd,PROD374,Sweden
1-385201933,Accepted-Wait,Per,2010/12/05 13:27:07.000,Variant 121,121,Accepted,High,Wait,Org line G4,,se,S33 2nd,PROD374,Sweden
1-385201933,Completed-Closed,Per,2012/01/26 11:39:55.000,Variant 121,121,Completed,High,Closed,Org line G4,,se,S33 2nd,PROD374,Sweden
1-385311756,Accepted-In Progress,Carolyn,2010/07/08 11:42:58.000,Variant 2,2,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD98,USA
